time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,Oxygenation,PercentageinZ2,TymeBreathRate,TymeVentilation
188,217,72,102,1668.27,8.827,21,29,48.0,609:605,37.0,32.3,19.4,329.0,55.0,0.0,0.0,48.0,0.052369077,19.4,55.0
189,216,73,101,-81446.0,8.827,21,28,48.0,605:597,37.0,32.3,19.4,224.0,46.0,0.0,0.0,48.0,0.052646164,19.4,46.0
190,215,72,101,1685.93,8.827,21,29,48.0,592,37.0,32.3,19.4,224.0,46.0,0.0,0.0,48.0,0.052923247,19.4,46.0
191,214,72,101,1694.75,8.827,21,28,49.0,601:597,37.0,32.3,19.4,180.0,43.0,0.0,0.0,49.0,0.053200334,19.4,43.0
192,216,71,100,1703.58,8.827,21,29,48.0,609:601,37.0,32.3,20.3,279.0,59.0,0.0,0.0,48.0,0.053477418,20.3,59.0
193,215,71,100,-68573.0,8.827,21,29,48.0,597:597,37.0,32.3,20.3,279.0,59.0,0.0,0.0,48.0,0.0537545,20.3,59.0
194,218,71,100,1721.23,8.827,21,29,48.0,620:589,37.0,32.25,20.3,378.0,75.0,0.0,0.0,48.0,0.054031588,20.3,75.0
195,219,73,100,-61908.0,8.827,21,29,48.0,597,37.0,32.25,19.2,285.0,57.0,0.0,0.0,48.0,0.05430867,19.2,57.0
196,215,73,100,1738.89,8.827,21,28,48.0,593:597,37.0,32.25,19.2,285.0,57.0,0.0,0.0,48.0,0.05458576,19.2,57.0
197,214,73,100,1747.71,8.827,21,28,48.0,593,37.0,32.3,19.2,191.0,38.0,0.0,0.0,48.0,0.054862842,19.2,38.0
198,217,73,100,1756.54,8.827,21,28,48.0,601:593,37.0,32.3,19.5,223.0,43.0,0.0,0.0,48.0,0.05513993,19.5,43.0
199,216,72,101,1765.36,8.827,21,29,48.0,597:586,37.0,32.3,19.5,223.0,43.0,0.0,0.0,48.0,0.055417012,19.5,43.0
200,219,72,101,1774.19,8.827,21,29,48.0,597:601,37.0,32.3,19.5,254.0,48.0,0.0,0.0,48.0,0.0556941,19.5,48.0
201,215,74,100,-42611.0,8.827,21,28,48.0,605,37.0,32.3,19.5,254.0,48.0,0.0,0.0,48.0,0.055971183,19.5,48.0
202,214,74,100,1791.85,8.827,21,28,48.0,605:605,37.0,32.25,19.5,307.0,54.0,0.0,0.0,48.0,0.05624827,19.5,54.0
203,215,72,100,1800.67,8.827,21,29,48.0,607,37.0,32.25,19.5,359.0,60.0,0.0,0.0,48.0,0.056525353,19.5,60.0
204,218,71,102,-33115.0,8.827,21,29,49.0,593:640,37.0,32.25,19.5,359.0,60.0,0.0,0.0,49.0,0.056802437,19.5,60.0
205,215,71,101,1818.33,8.827,21,29,49.0,616,37.03,32.3,19.2,291.0,51.0,0.0,0.0,49.0,0.057079524,19.2,51.0
206,215,71,101,1827.15,8.827,21,29,50.0,612:597,37.03,32.3,19.2,291.0,51.0,0.0,0.0,50.0,0.057356607,19.2,51.0
207,217,71,101,1835.98,8.827,21,29,50.0,609,37.03,32.25,19.2,222.0,42.0,0.0,0.0,50.0,0.057633694,19.2,42.0
208,216,72,100,1844.81,8.827,21,29,49.0,609:605:609,37.03,32.25,18.3,295.0,53.0,0.0,0.0,49.0,0.057910778,18.3,53.0
209,217,71,100,1853.67,8.827,21,29,48.0,609:603,37.03,32.3,18.3,295.0,53.0,0.0,0.0,48.0,0.058187865,18.3,53.0
210,216,72,100,1862.46,8.827,21,29,47.0,601,37.03,32.25,18.3,367.0,63.0,0.0,0.0,47.0,0.058464948,18.3,63.0
211,217,72,100,-10531.0,8.827,21,29,47.0,609,37.03,32.3,18.3,311.0,63.0,0.0,0.0,47.0,0.058742035,18.3,63.0
212,215,72,100,-6998.0,8.827,21,29,47.0,1202,37.03,32.3,20.2,292.0,77.0,0.0,0.0,47.0,0.05901912,20.2,77.0
213,216,72,100,1888.94,8.827,21,29,47.0,601:589,37.03,32.3,20.2,255.0,85.0,0.0,0.0,47.0,0.059296206,20.2,85.0
214,217,71,100,1897.77,8.827,21,29,47.0,593:582,37.03,32.25,20.2,255.0,85.0,0.0,0.0,47.0,0.05957329,20.2,85.0
215,215,73,101,1906.59,8.827,21,28,47.0,612,37.03,32.25,20.2,255.0,85.0,0.0,0.0,47.0,0.059850372,20.2,85.0
216,216,73,102,1915.43,8.827,21,28,48.0,589:586,37.03,32.25,24.8,303.0,107.0,0.0,0.0,48.0,0.06012746,24.8,107.0
217,216,72,102,1924.25,8.827,21,29,48.0,582:589,37.03,32.25,24.8,350.0,108.0,0.0,0.0,48.0,0.060404543,24.8,108.0
218,216,72,102,12236.0,8.827,21,29,48.0,582,37.03,32.25,24.8,350.0,108.0,0.0,0.0,48.0,0.06068163,24.8,108.0
219,217,72,102,15220.0,8.827,21,29,48.0,589:586,37.03,32.25,24.3,313.0,78.0,0.0,0.0,48.0,0.060958713,24.3,78.0
220,216,73,102,1950.73,8.827,21,28,48.0,586:589,37.03,32.25,24.3,313.0,78.0,0.0,0.0,48.0,0.0612358,24.3,78.0
221,215,73,103,1959.55,8.827,21,28,47.0,586,37.03,32.25,26.1,217.0,42.0,0.0,0.0,47.0,0.061512884,26.1,42.0
222,215,72,103,1968.38,8.827,21,29,47.0,589:586,37.03,32.25,26.1,217.0,42.0,0.0,0.0,47.0,0.06178997,26.1,42.0
223,216,72,102,1977.21,8.827,21,29,47.0,597:593,37.03,32.25,26.1,217.0,42.0,0.0,0.0,47.0,0.062067054,26.1,42.0
224,213,72,102,31503.0,8.827,21,28,47.0,589,37.03,32.25,28.5,179.0,50.0,0.0,0.0,47.0,0.06234414,28.5,50.0
225,215,71,101,1994.87,8.827,21,29,47.0,609:597:603,37.04,32.3,28.5,179.0,50.0,0.0,0.0,47.0,0.06262123,28.5,50.0
226,217,71,101,2003.69,8.827,21,29,48.0,601,37.04,32.25,27.3,202.0,61.0,0.0,0.0,48.0,0.06289831,27.3,61.0
227,216,71,101,2012.52,8.827,21,29,48.0,597:605,37.04,32.25,27.3,202.0,61.0,0.0,0.0,48.0,0.063175395,27.3,61.0
228,216,71,101,2021.34,8.827,21,29,49.0,605,37.04,32.25,27.3,202.0,61.0,0.0,0.0,49.0,0.06345248,27.3,61.0
229,218,71,100,2030.17,8.827,21,29,49.0,625,37.04,32.3,27.3,205.0,58.0,0.0,0.0,49.0,0.06372956,27.3,58.0
230,217,74,99,2039.0,8.827,21,28,49.0,1238,37.04,32.3,22.8,205.0,45.0,0.0,0.0,49.0,0.06400665,22.8,45.0
231,215,73,99,2047.82,8.827,21,28,49.0,609,37.04,32.25,22.8,205.0,31.0,0.0,0.0,49.0,0.064283736,22.8,31.0
232,213,73,99,2056.65,8.827,21,28,48.0,1223,37.04,32.25,24.0,205.0,37.0,0.0,0.0,48.0,0.06456082,24.0,37.0
233,216,71,99,2065.48,8.827,21,29,48.0,601:593,37.04,32.25,24.0,205.0,37.0,0.0,0.0,48.0,0.0648379,24.0,37.0
234,216,71,100,63614.0,8.827,21,29,48.0,601:597,37.04,32.25,26.0,208.0,45.0,0.0,0.0,48.0,0.06511499,26.0,45.0
235,217,72,100,2083.13,8.827,21,29,48.0,586,37.04,32.25,26.0,210.0,53.0,0.0,0.0,48.0,0.06539208,26.0,53.0
236,217,72,100,2091.96,8.827,21,29,48.0,592:601,37.04,32.3,26.0,210.0,53.0,0.0,0.0,48.0,0.065669164,26.0,53.0
237,216,73,100,2100.78,8.827,21,28,48.0,597:597,37.04,32.3,24.9,214.0,58.0,0.0,0.0,48.0,0.06594624,24.9,58.0
238,216,73,100,2109.62,8.827,21,28,48.0,593,37.04,32.3,24.9,214.0,58.0,0.0,0.0,48.0,0.06622333,24.9,58.0
239,214,72,100,2118.45,8.827,21,28,49.0,601:588,37.04,32.25,24.9,214.0,54.0,0.0,0.0,49.0,0.06650042,24.9,54.0
240,214,71,102,2127.26,8.827,21,29,49.0,620:609,37.04,32.25,21.6,262.0,56.0,0.0,0.0,49.0,0.0667775,21.6,56.0
241,217,71,101,86443.0,8.827,21,29,49.0,605:616,37.04,32.25,21.6,262.0,56.0,0.0,0.0,49.0,0.067054585,21.6,56.0
242,219,73,100,2144.92,8.827,21,29,49.0,605:612,37.05,32.25,23.5,310.0,66.0,0.0,0.0,49.0,0.06733167,23.5,66.0
243,216,73,102,2153.75,8.827,21,28,48.0,609,37.05,32.25,23.5,310.0,66.0,0.0,0.0,48.0,0.06760876,23.5,66.0
244,214,73,102,2162.58,8.827,21,28,48.0,597,37.05,32.3,26.2,277.0,69.0,0.0,0.0,48.0,0.06788584,26.2,69.0
245,214,72,102,2171.53,8.827,21,28,47.0,597:593:588,37.05,32.3,26.2,277.0,69.0,0.0,0.0,47.0,0.068162926,26.2,69.0
246,216,72,102,2180.23,8.827,21,29,48.0,593,37.05,32.3,26.2,260.0,75.0,0.0,0.0,48.0,0.06844001,26.2,75.0
247,216,72,102,105678.0,8.827,21,29,48.0,,37.05,32.3,23.8,210.0,61.0,0.0,0.0,48.0,0.0687171,23.8,61.0
248,216,72,102,2197.88,8.827,21,29,48.0,1766:609,37.05,32.3,23.8,210.0,61.0,0.0,0.0,48.0,0.06899418,23.8,61.0
249,216,72,102,2206.71,8.827,21,29,49.0,569,37.05,32.25,23.8,210.0,46.0,0.0,0.0,49.0,0.06927127,23.8,46.0
250,216,72,102,2215.53,8.827,21,29,49.0,582:593,37.05,32.25,22.4,239.0,52.0,0.0,0.0,49.0,0.06954835,22.4,52.0
251,216,72,102,2224.36,8.827,21,29,49.0,586:586,37.05,32.25,22.4,239.0,52.0,0.0,0.0,49.0,0.06982543,22.4,52.0
252,216,71,102,2233.19,8.827,21,29,49.0,588,37.05,32.25,24.6,268.0,66.0,0.0,0.0,49.0,0.07010252,24.6,66.0
253,216,72,102,124915.0,8.827,21,29,48.0,582:582,37.05,32.25,24.6,268.0,66.0,0.0,0.0,48.0,0.07037961,24.6,66.0
254,216,72,102,2250.84,8.827,21,29,48.0,586:589,37.05,32.25,24.6,268.0,66.0,0.0,0.0,48.0,0.070656694,24.6,66.0
255,216,72,102,2259.67,8.827,21,29,48.0,,37.05,32.3,24.6,268.0,74.0,0.0,0.0,48.0,0.070933774,24.6,74.0
256,217,72,100,134532.0,8.827,21,29,48.0,1391,37.05,32.3,24.6,268.0,74.0,0.0,0.0,48.0,0.07121086,24.6,74.0
257,213,73,101,2277.32,8.827,21,28,48.0,574:586,37.05,32.3,22.6,286.0,57.0,0.0,0.0,48.0,0.07148795,22.6,57.0
258,216,73,101,2286.15,8.827,21,28,48.0,586:584,37.05,32.25,22.6,286.0,57.0,0.0,0.0,48.0,0.071765035,22.6,57.0
259,216,71,101,2294.98,8.827,21,29,48.0,586,37.05,32.3,24.6,226.0,51.0,0.0,0.0,48.0,0.072042115,24.6,51.0
260,216,71,102,2303.81,8.827,21,29,47.0,546:601,37.05,32.3,24.6,226.0,51.0,0.0,0.0,47.0,0.0723192,24.6,51.0
261,214,71,102,2312.63,8.827,21,29,47.0,601:569,37.06,32.3,24.6,127.0,38.0,0.0,0.0,47.0,0.07259629,24.6,38.0
262,217,70,103,2321.46,8.827,21,30,47.0,1148,37.06,32.3,25.7,196.0,54.0,0.0,0.0,47.0,0.07287337,25.7,54.0
263,218,71,103,2330.28,8.827,21,29,47.0,578,37.06,32.3,25.7,196.0,54.0,0.0,0.0,47.0,0.073150456,25.7,54.0
264,216,72,103,160647.0,8.827,21,29,48.0,586:586,37.07,32.3,25.7,285.0,69.0,0.0,0.0,48.0,0.07342754,25.7,69.0
265,214,72,103,2347.95,8.827,21,28,48.0,569:574,37.07,32.3,24.2,285.0,68.0,0.0,0.0,48.0,0.07370463,24.2,68.0
266,214,72,104,2356.77,8.827,21,28,48.0,565,37.07,32.3,24.2,285.0,68.0,0.0,0.0,48.0,0.07398171,24.2,68.0
267,214,70,104,2365.59,8.827,21,29,49.0,569:574,37.07,32.3,24.2,285.0,68.0,0.0,0.0,49.0,0.0742588,24.2,68.0
268,215,70,104,2374.42,8.827,21,29,49.0,1136,37.07,32.3,24.2,312.0,60.0,0.0,0.0,49.0,0.074535884,24.2,60.0
269,216,69,105,2383.24,8.827,21,30,49.0,563:563,37.07,32.3,24.2,312.0,60.0,0.0,0.0,49.0,0.07481297,24.2,60.0
270,218,68,105,179883.0,8.827,21,31,49.0,565,37.07,32.3,24.2,339.0,52.0,0.0,0.0,49.0,0.07509005,24.2,52.0
271,218,68,105,182867.0,8.827,21,31,49.0,574:569,37.07,32.3,24.2,339.0,52.0,0.0,0.0,49.0,0.07536714,24.2,52.0
272,215,71,105,2409.73,8.827,21,29,48.0,569:569,37.07,32.3,22.3,339.0,59.0,0.0,0.0,48.0,0.075644225,22.3,59.0
273,217,72,105,2418.55,8.827,21,29,48.0,569:574,37.07,32.3,22.3,339.0,65.0,0.0,0.0,48.0,0.075921305,22.3,65.0
274,216,72,105,2427.39,8.827,21,29,47.0,569:569,37.07,32.3,21.3,284.0,57.0,0.0,0.0,47.0,0.07619839,21.3,57.0
275,215,71,105,2436.22,8.827,21,29,47.0,565,37.07,32.25,21.3,284.0,57.0,0.0,0.0,47.0,0.07647548,21.3,57.0
276,216,71,105,199150.0,8.827,21,29,47.0,569:574,37.07,32.3,21.3,284.0,57.0,0.0,0.0,47.0,0.076752566,21.3,57.0
277,216,70,105,2453.86,8.827,21,29,47.0,578:574,37.07,32.3,21.3,228.0,48.0,0.0,0.0,47.0,0.077029645,21.3,48.0
278,217,70,105,2462.77,8.827,21,30,48.0,573,37.07,32.3,21.3,228.0,48.0,0.0,0.0,48.0,0.07730673,21.3,48.0
279,216,70,105,2471.51,8.827,21,29,48.0,569,37.07,32.3,19.7,281.0,53.0,0.0,0.0,48.0,0.07758382,19.7,53.0
280,216,71,105,2480.34,8.827,21,29,49.0,1144:574,37.07,32.3,19.7,281.0,53.0,0.0,0.0,49.0,0.07786091,19.7,53.0
281,216,71,105,2489.17,8.827,21,29,49.0,574:578,37.07,32.3,18.5,299.0,54.0,0.0,0.0,49.0,0.07813799,18.5,54.0
282,215,71,105,2497.99,8.827,21,29,49.0,569,37.07,32.3,18.5,299.0,54.0,0.0,0.0,49.0,0.07841507,18.5,54.0
283,214,70,104,2506.82,8.827,21,29,49.0,578:578,37.08,32.25,18.5,317.0,55.0,0.0,0.0,49.0,0.07869216,18.5,55.0
284,218,70,104,2515.65,8.827,21,30,49.0,586:577,37.08,32.25,18.5,317.0,55.0,0.0,0.0,49.0,0.07896924,18.5,55.0
285,217,70,104,2524.48,8.827,21,30,49.0,582,37.08,32.3,18.5,312.0,54.0,0.0,0.0,49.0,0.07924633,18.5,54.0
286,215,71,104,231260.0,8.827,21,29,49.0,578:582,37.08,32.3,18.5,306.0,52.0,0.0,0.0,49.0,0.079523414,18.5,52.0
287,216,71,104,2542.13,8.827,21,29,49.0,1164,37.08,32.3,18.5,306.0,52.0,0.0,0.0,49.0,0.0798005,18.5,52.0
288,216,71,104,2550.96,8.827,21,29,49.0,584,37.08,32.3,17.8,285.0,49.0,0.0,0.0,49.0,0.08007758,17.8,49.0
289,216,70,103,2559.78,8.827,21,29,49.0,589:578,37.08,32.3,17.8,285.0,49.0,0.0,0.0,49.0,0.08035467,17.8,49.0
290,214,70,103,2568.61,8.827,21,29,49.0,578,37.08,32.3,17.8,264.0,45.0,0.0,0.0,49.0,0.080631755,17.8,45.0
291,214,67,103,2577.47,8.827,21,31,49.0,582:580,37.08,32.3,17.8,248.0,46.0,0.0,0.0,49.0,0.08090884,17.8,46.0
292,217,67,104,2586.26,8.827,21,31,49.0,1148:578,37.08,32.3,17.8,248.0,46.0,0.0,0.0,49.0,0.08118592,17.8,46.0
293,217,69,103,254180.0,8.827,21,30,49.0,586,37.08,32.3,17.8,231.0,47.0,0.0,0.0,49.0,0.08146301,17.8,47.0
294,217,70,103,2603.93,8.827,21,30,50.0,582:580,37.08,32.3,17.8,231.0,47.0,0.0,0.0,50.0,0.081740096,17.8,47.0
295,216,71,104,2612.75,8.827,21,29,50.0,582:569,37.08,32.3,17.7,311.0,60.0,0.0,0.0,50.0,0.082017176,17.7,60.0
296,216,70,104,2621.57,8.827,21,29,50.0,578:574,37.08,32.3,17.7,390.0,72.0,0.0,0.0,50.0,0.08229426,17.7,72.0
297,218,72,104,266719.0,8.827,21,29,49.0,574,37.08,32.3,17.9,303.0,56.0,0.0,0.0,49.0,0.08257135,17.9,56.0
298,216,74,104,2639.22,8.827,21,28,49.0,578:578,37.08,32.3,17.9,303.0,56.0,0.0,0.0,49.0,0.08284844,17.9,56.0
299,213,73,104,273324.0,8.827,21,28,48.0,578:574,37.08,32.3,19.0,310.0,71.0,0.0,0.0,48.0,0.08312552,19.0,71.0
300,217,72,104,2656.89,8.827,21,29,49.0,578,37.08,32.3,19.0,270.0,70.0,0.0,0.0,49.0,0.083402604,19.0,70.0
301,216,73,104,2665.71,8.827,21,28,49.0,586:586,37.08,32.3,19.0,270.0,70.0,0.0,0.0,49.0,0.08367969,19.0,70.0
302,214,73,103,2674.53,8.827,21,28,50.0,586:586,37.08,32.3,20.4,403.0,104.0,0.0,0.0,50.0,0.08395678,20.4,104.0
303,216,72,103,2683.36,8.827,21,29,50.0,,37.08,32.3,20.4,403.0,104.0,0.0,0.0,50.0,0.08423386,20.4,104.0
304,218,72,103,2692.19,8.827,21,29,50.0,1159,37.08,32.25,20.4,482.0,106.0,0.0,0.0,50.0,0.084510945,20.4,106.0
305,214,72,105,292561.0,8.827,21,28,50.0,1164:601,37.08,32.3,20.4,482.0,106.0,0.0,0.0,50.0,0.08478803,20.4,106.0
306,214,72,105,2709.84,8.827,21,28,51.0,593,37.09,32.3,19.5,418.0,82.0,0.0,0.0,51.0,0.08506511,19.5,82.0
307,216,70,103,2718.68,8.827,21,29,51.0,597:601:609,37.09,32.3,19.5,354.0,57.0,0.0,0.0,51.0,0.0853422,19.5,57.0
308,218,70,103,302177.0,8.827,21,30,51.0,,37.09,32.3,20.8,275.0,51.0,0.0,0.0,51.0,0.085619286,20.8,51.0
309,217,71,103,2736.33,8.827,21,29,51.0,,37.09,32.3,20.8,275.0,51.0,0.0,0.0,51.0,0.08589637,20.8,51.0
310,216,72,102,2745.15,8.827,21,29,51.0,2035,37.09,32.3,24.6,246.0,52.0,0.0,0.0,51.0,0.08617345,24.6,52.0
311,218,72,101,2753.97,8.827,21,29,50.0,605:601,37.09,32.3,24.6,193.0,50.0,0.0,0.0,50.0,0.08645054,24.6,50.0
312,216,72,101,315053.0,8.827,21,29,50.0,597:589,37.09,32.3,24.6,193.0,50.0,0.0,0.0,50.0,0.08672763,24.6,50.0
313,216,73,102,2771.63,8.827,21,28,50.0,582,37.09,32.3,24.6,190.0,56.0,0.0,0.0,50.0,0.08700471,24.6,56.0
314,216,72,102,2780.46,8.827,21,29,50.0,580,37.09,32.3,24.6,190.0,56.0,0.0,0.0,50.0,0.08728179,24.6,56.0
315,215,72,101,2789.28,8.827,21,29,50.0,1179:616,37.09,32.3,24.6,190.0,56.0,0.0,0.0,50.0,0.08755888,24.6,56.0
316,216,72,102,328294.0,8.827,21,29,50.0,574,37.09,32.35,23.3,472.0,120.0,0.0,0.0,50.0,0.08783597,23.3,120.0
317,214,72,101,2806.94,8.827,21,28,50.0,597:597,37.09,32.3,23.3,472.0,120.0,0.0,0.0,50.0,0.08811305,23.3,120.0
318,215,71,101,2815.77,8.827,21,29,51.0,605:601,37.09,32.35,23.1,330.0,80.0,0.0,0.0,51.0,0.088390134,23.1,80.0
319,218,70,101,2824.59,8.827,21,30,51.0,605,37.09,32.3,23.1,330.0,80.0,0.0,0.0,51.0,0.08866722,23.1,80.0
320,218,70,103,2833.42,8.827,21,30,50.0,605,37.09,32.3,25.7,288.0,74.0,0.0,0.0,50.0,0.08894431,25.7,74.0
321,215,70,102,2842.24,8.827,21,29,50.0,601:601:597,37.09,32.3,25.7,196.0,51.0,0.0,0.0,50.0,0.08922139,25.7,51.0
322,215,72,101,347529.0,8.827,21,29,49.0,605,37.09,32.3,25.7,196.0,51.0,0.0,0.0,49.0,0.089498475,25.7,51.0
323,216,72,101,350513.0,8.827,21,29,49.0,597:605,37.09,32.3,26.5,218.0,60.0,0.0,0.0,49.0,0.08977556,26.5,60.0
324,216,70,100,2868.72,8.827,21,29,49.0,609:609,37.1,32.3,26.5,218.0,60.0,0.0,0.0,49.0,0.09005265,26.5,60.0
325,218,71,100,2877.55,8.827,21,29,49.0,620,37.1,32.35,26.5,231.0,57.0,0.0,0.0,49.0,0.09032973,26.5,57.0
326,215,71,100,2886.39,8.827,21,29,49.0,,37.1,32.35,24.1,250.0,59.0,0.0,0.0,49.0,0.090606816,24.1,59.0
327,214,71,99,363450.0,8.827,21,29,49.0,1226:611,37.1,32.3,24.1,250.0,59.0,0.0,0.0,49.0,0.0908839,24.1,59.0
328,215,70,99,366765.0,8.827,21,29,50.0,609:612,37.1,32.3,23.6,243.0,56.0,0.0,0.0,50.0,0.09116098,23.6,56.0
329,217,70,99,2912.86,8.827,21,30,50.0,612:609,37.1,32.3,23.6,243.0,56.0,0.0,0.0,50.0,0.09143807,23.6,56.0
330,217,70,101,2921.69,8.827,21,30,50.0,609,37.1,32.3,23.6,243.0,56.0,0.0,0.0,50.0,0.09171516,23.6,56.0
331,217,70,100,2930.51,8.827,21,30,51.0,609:609,37.1,32.35,24.2,212.0,51.0,0.0,0.0,51.0,0.091992244,24.2,51.0
332,216,70,100,2939.34,8.827,21,29,51.0,605:620,37.1,32.35,24.2,212.0,51.0,0.0,0.0,51.0,0.092269324,24.2,51.0
333,216,71,99,2948.17,8.827,21,29,51.0,611,37.1,32.3,24.2,206.0,50.0,0.0,0.0,51.0,0.09254641,24.2,50.0
334,218,72,99,2956.99,8.827,21,29,51.0,616:612,37.1,32.35,23.5,301.0,65.0,0.0,0.0,51.0,0.0928235,23.5,65.0
335,215,72,99,2965.82,8.827,21,29,51.0,612:605,37.1,32.35,23.5,301.0,65.0,0.0,0.0,51.0,0.093100585,23.5,65.0
336,216,72,99,2974.66,8.827,21,29,51.0,601,37.1,32.3,23.5,396.0,79.0,0.0,0.0,51.0,0.093377665,23.5,79.0
337,215,72,99,2983.47,8.827,21,29,51.0,597:597,37.1,32.35,22.1,285.0,56.0,0.0,0.0,51.0,0.09365475,22.1,56.0
338,217,72,100,2992.31,8.827,21,29,51.0,593,37.1,32.35,22.7,255.0,60.0,0.0,0.0,51.0,0.09393184,22.7,60.0
339,217,72,100,3001.13,8.827,21,29,51.0,589:593,37.11,32.35,22.7,184.0,51.0,0.0,0.0,51.0,0.09420892,22.7,51.0
340,215,72,101,3009.95,8.827,21,29,51.0,580:589,37.11,32.35,25.8,187.0,55.0,0.0,0.0,51.0,0.094486006,25.8,55.0
341,214,72,101,3018.78,8.827,21,28,51.0,589:586,37.11,32.35,25.8,187.0,55.0,0.0,0.0,51.0,0.09476309,25.8,55.0
342,217,71,101,3027.62,8.827,21,29,51.0,1179,37.11,32.35,25.8,194.0,67.0,0.0,0.0,51.0,0.09504018,25.8,67.0
343,216,72,101,3036.44,8.827,21,29,51.0,588,37.11,32.35,26.7,217.0,65.0,0.0,0.0,51.0,0.09531726,26.7,65.0
344,216,72,101,3045.26,8.827,21,29,51.0,582:593,37.11,32.35,26.7,217.0,65.0,0.0,0.0,51.0,0.09559435,26.7,65.0
345,218,73,103,421735.0,8.827,21,29,51.0,538,37.11,32.35,26.7,240.0,64.0,0.0,0.0,51.0,0.09587143,26.7,64.0
346,218,73,101,3062.92,8.827,21,29,51.0,652:597,37.11,32.35,27.4,240.0,59.0,0.0,0.0,51.0,0.09614852,27.4,59.0
347,215,75,101,3071.74,8.827,21,27,51.0,593:589,37.11,32.35,27.4,240.0,59.0,0.0,0.0,51.0,0.0964256,27.4,59.0
348,214,75,101,3080.57,8.827,21,27,51.0,589:586,37.11,32.35,28.0,217.0,50.0,0.0,0.0,51.0,0.09670269,28.0,50.0
349,216,73,103,434366.0,8.827,21,28,51.0,531,37.11,32.35,28.0,217.0,50.0,0.0,0.0,51.0,0.096979775,28.0,50.0
350,215,73,102,3098.22,8.827,21,28,51.0,647:589,37.11,32.35,25.6,216.0,52.0,0.0,0.0,51.0,0.097256854,25.6,52.0
351,216,73,102,440969.0,8.827,21,28,50.0,515:652,37.11,32.35,25.6,204.0,51.0,0.0,0.0,50.0,0.09753394,25.6,51.0
352,216,73,102,3115.88,8.827,21,28,51.0,578,37.11,32.35,25.6,189.0,51.0,0.0,0.0,51.0,0.09781103,25.6,51.0
353,217,73,103,3124.71,8.827,21,28,51.0,577:574,37.11,32.35,25.6,187.0,54.0,0.0,0.0,51.0,0.098088115,25.6,54.0
354,215,73,103,3133.54,8.827,21,28,51.0,582,37.11,32.35,25.6,187.0,54.0,0.0,0.0,51.0,0.098365195,25.6,54.0
355,213,73,103,3142.36,8.827,21,28,51.0,582,37.11,32.35,25.6,187.0,54.0,0.0,0.0,51.0,0.09864228,25.6,54.0
356,216,72,102,3151.21,8.827,21,29,52.0,745:564,37.11,32.35,24.1,265.0,61.0,0.0,0.0,52.0,0.09891937,24.1,61.0
357,217,71,102,460207.0,8.827,21,29,51.0,589,37.11,32.35,24.1,370.0,70.0,0.0,0.0,51.0,0.09919646,24.1,70.0
358,217,71,102,3168.84,8.827,21,29,51.0,1175:586,37.11,32.35,24.1,370.0,70.0,0.0,0.0,51.0,0.099473536,24.1,70.0
359,216,72,102,3177.67,8.827,21,29,50.0,584:582,37.11,32.35,23.0,301.0,56.0,0.0,0.0,50.0,0.09975062,23.0,56.0
360,215,73,102,469824.0,8.827,21,28,50.0,589,37.11,32.35,23.0,301.0,56.0,0.0,0.0,50.0,0.10002771,23.0,56.0
361,216,72,102,3195.32,8.827,21,29,51.0,586,37.11,32.35,22.7,231.0,47.0,0.0,0.0,51.0,0.1003048,22.7,47.0
362,215,72,102,3204.15,8.827,21,29,51.0,574:589,37.11,32.35,22.7,231.0,47.0,0.0,0.0,51.0,0.10058188,22.7,47.0
363,214,71,102,3212.97,8.827,21,29,52.0,588:586,37.11,32.35,24.8,218.0,53.0,0.0,0.0,52.0,0.100858964,24.8,53.0
364,216,70,102,482700.0,8.827,21,29,52.0,586:593,37.11,32.35,24.8,211.0,59.0,0.0,0.0,52.0,0.10113605,24.8,59.0
365,216,69,101,3230.64,8.827,21,30,52.0,1218,37.11,32.35,24.8,211.0,59.0,0.0,0.0,52.0,0.10141313,24.8,59.0
366,216,69,101,3239.54,8.827,21,30,52.0,616,37.11,32.35,24.8,211.0,59.0,0.0,0.0,52.0,0.10169022,24.8,59.0
367,218,70,100,3248.28,8.827,21,30,52.0,620:625,37.11,32.35,20.9,191.0,53.0,0.0,0.0,52.0,0.101967305,20.9,53.0
368,218,71,99,495941.0,8.827,21,29,51.0,616,37.12,32.35,22.6,191.0,43.0,0.0,0.0,51.0,0.10224439,22.6,43.0
369,216,73,99,3265.93,8.827,21,28,51.0,616:603,37.12,32.35,22.6,191.0,43.0,0.0,0.0,51.0,0.10252147,22.6,43.0
370,214,73,100,3274.76,8.827,21,28,51.0,605,37.12,32.35,22.6,191.0,43.0,0.0,0.0,51.0,0.10279856,22.6,43.0
371,215,72,100,3283.59,8.827,21,29,51.0,597:593,37.12,32.35,25.3,189.0,50.0,0.0,0.0,51.0,0.103075646,25.3,50.0
372,216,71,100,3292.42,8.827,21,29,52.0,589,37.12,32.35,25.3,189.0,50.0,0.0,0.0,52.0,0.10335273,25.3,50.0
373,217,71,101,3301.24,8.827,21,29,52.0,584:582:574,37.12,32.35,24.8,289.0,66.0,0.0,0.0,52.0,0.10362981,24.8,66.0
