time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,Oxygenation,PercentageinZ2,TymeBreathRate,TymeVentilation
1526,215,71,103,13478.7,8.827,22,29,61.0,582,37.59,32.55,28.8,211.0,66.0,0.0,0.0,61.0,0.42227763,28.8,66.0
1527,216,71,103,13487.53,8.827,22,29,61.0,577:578,37.59,32.55,28.8,211.0,66.0,0.0,0.0,61.0,0.42255473,28.8,66.0
1528,216,71,103,13496.35,8.827,22,29,60.0,578:578,37.59,32.55,28.8,207.0,71.0,0.0,0.0,60.0,0.4228318,28.8,71.0
1529,216,71,104,13505.18,8.827,22,29,60.0,578,37.59,32.55,27.2,240.0,70.0,0.0,0.0,60.0,0.4231089,27.2,70.0
1530,216,71,104,13514.01,8.827,22,29,61.0,582:573,37.59,32.55,27.2,267.0,74.0,0.0,0.0,61.0,0.42338598,27.2,74.0
1531,216,71,104,13522.84,8.827,22,29,61.0,578,37.59,32.55,27.2,308.0,69.0,0.0,0.0,61.0,0.42366305,27.2,69.0
1532,216,71,104,13531.77,8.827,22,29,61.0,,37.59,32.55,27.2,308.0,69.0,0.0,0.0,61.0,0.42394015,27.2,69.0
1533,216,70,103,13540.49,8.827,22,29,61.0,595:569,37.59,32.55,27.2,312.0,64.0,0.0,0.0,61.0,0.42421722,27.2,64.0
1534,216,70,103,13549.32,8.827,22,29,61.0,589:586,37.59,32.55,27.2,315.0,58.0,0.0,0.0,61.0,0.42449433,27.2,58.0
1535,216,71,103,13558.14,8.827,22,29,61.0,589:589,37.59,32.55,26.9,315.0,67.0,0.0,0.0,61.0,0.4247714,26.9,67.0
1536,215,71,103,13566.97,8.827,22,29,60.0,586,37.59,32.55,27.2,315.0,83.0,0.0,0.0,60.0,0.4250485,27.2,83.0
1537,217,70,102,13575.81,8.827,22,30,60.0,592:586,37.59,32.55,27.2,315.0,83.0,0.0,0.0,60.0,0.42532557,27.2,83.0
1538,217,71,102,13584.62,8.827,22,29,60.0,589:582,37.59,32.55,27.2,287.0,90.0,0.0,0.0,60.0,0.42560267,27.2,90.0
1539,218,71,102,13593.45,8.827,22,29,59.0,582,37.59,32.55,27.2,287.0,90.0,0.0,0.0,59.0,0.42587975,27.2,90.0
1540,216,72,103,13602.28,8.827,22,29,59.0,580:586,37.59,32.55,27.2,273.0,98.0,0.0,0.0,59.0,0.42615682,27.2,98.0
1541,217,72,102,13611.11,8.827,22,29,59.0,589:593,37.59,32.55,27.0,271.0,75.0,0.0,0.0,59.0,0.42643392,27.0,75.0
1542,217,72,102,13619.93,8.827,22,29,60.0,589:586,37.59,32.55,27.0,271.0,75.0,0.0,0.0,60.0,0.426711,27.0,75.0
1543,216,72,102,13628.79,8.827,22,29,60.0,584,37.59,32.55,27.0,271.0,75.0,0.0,0.0,60.0,0.4269881,27.0,75.0
1544,215,71,102,13637.59,8.827,22,29,60.0,586:586,37.59,32.55,29.3,311.0,80.0,0.0,0.0,60.0,0.42726517,29.3,80.0
1545,214,71,102,13646.41,8.827,22,29,60.0,586,37.59,32.55,33.1,311.0,90.0,0.0,0.0,60.0,0.42754227,33.1,90.0
1546,216,70,102,13655.24,8.827,22,29,59.0,582:580,37.59,32.5,33.1,311.0,101.0,0.0,0.0,59.0,0.42781934,33.1,101.0
1547,216,70,103,13664.07,8.827,22,29,59.0,582:578,37.59,32.55,31.0,290.0,91.0,0.0,0.0,59.0,0.4280964,31.0,91.0
1548,217,70,103,13672.9,8.827,22,30,59.0,578:574,37.59,32.55,31.0,280.0,92.0,0.0,0.0,59.0,0.42837352,31.0,92.0
1549,217,70,103,13681.72,8.827,22,30,60.0,1167,37.59,32.55,31.0,280.0,92.0,0.0,0.0,60.0,0.4286506,31.0,92.0
1550,217,70,103,13690.55,8.827,22,30,60.0,586,37.6,32.55,26.8,286.0,72.0,0.0,0.0,60.0,0.4289277,26.8,72.0
1551,215,70,103,13699.38,8.827,22,29,59.0,586:589,37.6,32.55,26.8,286.0,72.0,0.0,0.0,59.0,0.42920476,26.8,72.0
1552,217,70,102,13708.2,8.827,22,30,59.0,593:592,37.6,32.5,27.1,270.0,60.0,0.0,0.0,59.0,0.42948186,27.1,60.0
1553,217,70,102,13717.03,8.827,22,30,59.0,589,37.6,32.55,27.1,270.0,60.0,0.0,0.0,59.0,0.42975894,27.1,60.0
1554,218,71,102,13725.9,8.827,22,29,59.0,593:589,37.6,32.55,27.1,270.0,60.0,0.0,0.0,59.0,0.430036,27.1,60.0
1555,217,72,102,13734.69,8.827,22,29,59.0,582:586,37.6,32.5,29.1,207.0,64.0,0.0,0.0,59.0,0.4303131,29.1,64.0
1556,214,72,102,13743.52,8.827,22,28,60.0,580:582,37.6,32.5,29.1,207.0,64.0,0.0,0.0,60.0,0.43059018,29.1,64.0
1557,214,72,103,13752.35,8.827,22,28,60.0,578,37.6,32.5,29.1,202.0,71.0,0.0,0.0,60.0,0.43086728,29.1,71.0
1558,216,71,103,13761.17,8.827,22,29,61.0,586:582,37.6,32.5,29.1,205.0,68.0,0.0,0.0,61.0,0.43114436,29.1,68.0
1559,217,70,103,13769.99,8.827,22,30,61.0,577:582,37.6,32.5,32.3,211.0,68.0,0.0,0.0,61.0,0.43142146,32.3,68.0
1560,217,71,103,13778.82,8.827,22,29,62.0,578:578,37.6,32.5,32.3,207.0,64.0,0.0,0.0,62.0,0.43169853,32.3,64.0
1561,217,71,103,13787.65,8.827,22,29,61.0,,37.6,32.5,32.3,207.0,64.0,0.0,0.0,61.0,0.4319756,32.3,64.0
1562,217,72,103,13796.48,8.827,22,29,61.0,,37.6,32.5,32.3,213.0,62.0,0.0,0.0,61.0,0.4322527,32.3,62.0
1563,214,72,103,13805.3,8.827,22,28,61.0,1144,37.6,32.5,32.3,214.0,63.0,0.0,0.0,61.0,0.43252978,32.3,63.0
1564,213,71,103,13814.13,8.827,22,29,60.0,550:574,37.6,32.5,29.4,270.0,69.0,0.0,0.0,60.0,0.43280688,29.4,69.0
1565,216,70,104,13823.11,8.827,22,29,61.0,574:578,37.6,32.5,29.4,270.0,69.0,0.0,0.0,61.0,0.43308395,29.4,69.0
1566,217,69,104,13831.78,8.827,22,30,61.0,569,37.6,32.45,27.1,257.0,65.0,0.0,0.0,61.0,0.43336105,27.1,65.0
1567,216,69,104,13840.61,8.827,22,30,61.0,574:578:574,37.6,32.5,27.1,272.0,69.0,0.0,0.0,61.0,0.43363813,27.1,69.0
1568,217,70,104,13849.44,8.827,22,30,61.0,574,37.6,32.5,27.9,263.0,72.0,0.0,0.0,61.0,0.4339152,27.9,72.0
1569,216,70,104,13858.26,8.827,22,29,61.0,573:569,37.6,32.5,27.9,238.0,69.0,0.0,0.0,61.0,0.4341923,27.9,69.0
1570,217,70,104,13867.09,8.827,22,30,61.0,1159,37.6,32.5,27.9,238.0,69.0,0.0,0.0,61.0,0.43446937,27.9,69.0
1571,217,71,104,13875.92,8.827,22,29,61.0,574,37.6,32.5,27.9,245.0,78.0,0.0,0.0,61.0,0.43474647,27.9,78.0
1572,215,73,104,13884.75,8.827,22,28,60.0,582,37.6,32.5,25.6,333.0,82.0,0.0,0.0,60.0,0.43502355,25.6,82.0
1573,215,72,104,13893.57,8.827,22,29,59.0,1151:574,37.6,32.5,25.6,335.0,75.0,0.0,0.0,59.0,0.43530065,25.6,75.0
1574,216,71,104,13902.4,8.827,22,29,59.0,578:574,37.6,32.5,25.6,335.0,75.0,0.0,0.0,59.0,0.43557772,25.6,75.0
1575,218,72,104,13911.23,8.827,22,29,59.0,574:577,37.6,32.45,25.6,335.0,75.0,0.0,0.0,59.0,0.4358548,25.6,75.0
1576,215,72,104,13920.05,8.827,22,29,59.0,574,37.6,32.45,25.6,335.0,75.0,0.0,0.0,59.0,0.4361319,25.6,75.0
1577,214,72,104,13928.88,8.827,22,28,60.0,582:578,37.6,32.5,26.5,245.0,66.0,0.0,0.0,60.0,0.43640897,26.5,66.0
1578,216,71,104,13937.71,8.827,22,29,60.0,578:584,37.6,32.5,27.0,243.0,67.0,0.0,0.0,60.0,0.43668607,27.0,67.0
1579,216,71,104,13946.54,8.827,22,29,61.0,578,37.6,32.5,27.0,243.0,67.0,0.0,0.0,61.0,0.43696314,27.0,67.0
1580,216,71,104,13955.36,8.827,22,29,61.0,582:578,37.6,32.45,27.0,230.0,65.0,0.0,0.0,61.0,0.43724024,27.0,65.0
1581,216,71,104,13964.19,8.827,22,29,60.0,582:578,37.6,32.5,27.0,225.0,65.0,0.0,0.0,60.0,0.43751732,27.0,65.0
1582,217,71,103,13973.02,8.827,22,29,60.0,580:586,37.6,32.45,27.0,225.0,65.0,0.0,0.0,60.0,0.43779442,27.0,65.0
1583,216,72,103,13981.84,8.827,22,29,60.0,582,37.6,32.45,27.0,246.0,66.0,0.0,0.0,60.0,0.4380715,27.0,66.0
1584,217,72,103,13990.67,8.827,22,29,60.0,586:582,37.61,32.5,27.0,246.0,66.0,0.0,0.0,60.0,0.43834856,27.0,66.0
1585,217,73,103,13999.5,8.827,22,28,60.0,584:586,37.61,32.45,27.0,264.0,66.0,0.0,0.0,60.0,0.43862566,27.0,66.0
1586,215,73,103,14008.33,8.827,22,28,60.0,578,37.61,32.45,27.0,264.0,66.0,0.0,0.0,60.0,0.43890274,27.0,66.0
1587,215,73,103,14017.15,8.827,22,28,60.0,582:574,37.61,32.45,27.9,255.0,68.0,0.0,0.0,60.0,0.43917984,27.9,68.0
1588,217,73,104,14025.98,8.827,22,28,61.0,1146,37.61,32.5,27.9,239.0,68.0,0.0,0.0,61.0,0.4394569,27.9,68.0
1589,216,73,104,14034.82,8.827,22,28,62.0,574:582,37.61,32.45,27.0,258.0,68.0,0.0,0.0,62.0,0.439734,27.0,68.0
1590,214,72,104,14043.63,8.827,22,28,62.0,565:574,37.61,32.45,27.0,267.0,71.0,0.0,0.0,62.0,0.44001108,27.0,71.0
1591,216,71,104,14052.46,8.827,22,29,61.0,,37.61,32.45,27.0,241.0,69.0,0.0,0.0,61.0,0.44028816,27.0,69.0
1592,215,71,103,14061.29,8.827,22,29,61.0,578,37.61,32.45,30.3,226.0,71.0,0.0,0.0,61.0,0.44056526,30.3,71.0
1593,215,70,103,14070.12,8.827,22,29,61.0,569,37.61,32.45,30.3,226.0,71.0,0.0,0.0,61.0,0.44084233,30.3,71.0
1594,217,70,104,14078.94,8.827,22,30,61.0,550:574,37.61,32.4,32.2,186.0,67.0,0.0,0.0,61.0,0.44111943,32.2,67.0
1595,219,72,104,14087.77,8.827,22,29,61.0,580:574,37.61,32.45,32.2,186.0,67.0,0.0,0.0,61.0,0.4413965,32.2,67.0
1596,218,72,104,14096.6,8.827,22,29,60.0,578:574,37.61,32.4,34.2,169.0,62.0,0.0,0.0,60.0,0.4416736,34.2,62.0
1597,215,73,104,14105.42,8.827,22,28,60.0,578:578,37.61,32.45,36.1,176.0,62.0,0.0,0.0,60.0,0.44195068,36.1,62.0
1598,216,72,104,14114.29,8.827,22,29,60.0,580,37.61,32.45,36.1,176.0,62.0,0.0,0.0,60.0,0.44222775,36.1,62.0
1599,217,72,104,14123.08,8.827,22,29,61.0,574:586,37.61,32.45,35.8,187.0,67.0,0.0,0.0,61.0,0.44250485,35.8,67.0
1600,216,72,104,14131.91,8.827,22,29,61.0,582:578,37.61,32.4,35.8,187.0,67.0,0.0,0.0,61.0,0.44278193,35.8,67.0
1601,216,72,103,14140.73,8.827,22,29,61.0,584,37.61,32.4,34.4,193.0,67.0,0.0,0.0,61.0,0.44305903,34.4,67.0
1602,217,73,103,14149.56,8.827,22,28,61.0,586:582,37.61,32.4,34.4,183.0,61.0,0.0,0.0,61.0,0.4433361,34.4,61.0
1603,215,73,103,14158.39,8.827,22,28,61.0,586:582,37.61,32.4,35.8,177.0,61.0,0.0,0.0,61.0,0.4436132,35.8,61.0
1604,215,73,103,14167.21,8.827,22,28,60.0,582,37.61,32.45,36.1,182.0,66.0,0.0,0.0,60.0,0.44389027,36.1,66.0
1605,215,72,103,14176.07,8.827,22,29,61.0,577:578,37.61,32.4,36.1,182.0,66.0,0.0,0.0,61.0,0.44416735,36.1,66.0
1606,217,72,103,14184.89,8.827,22,29,61.0,582:582,37.61,32.4,36.1,197.0,74.0,0.0,0.0,61.0,0.44444445,36.1,74.0
1607,216,71,103,14193.7,8.827,22,29,60.0,586:588,37.61,32.4,34.7,240.0,76.0,0.0,0.0,60.0,0.44472152,34.7,76.0
1608,218,75,103,14202.52,8.827,22,28,60.0,593:593,37.61,32.4,34.7,277.0,83.0,0.0,0.0,60.0,0.44499862,34.7,83.0
1609,214,75,102,14211.52,8.827,22,27,60.0,593,37.61,32.4,34.7,277.0,83.0,0.0,0.0,60.0,0.4452757,34.7,83.0
1610,215,75,102,14220.18,8.827,22,27,60.0,593:593,37.61,32.4,32.1,250.0,62.0,0.0,0.0,60.0,0.4455528,32.1,62.0
1611,215,74,102,14229.0,8.827,22,28,61.0,597,37.61,32.4,31.8,213.0,56.0,0.0,0.0,61.0,0.44582987,31.8,56.0
1612,216,75,102,14237.83,8.827,22,28,61.0,593:589,37.61,32.4,31.8,187.0,62.0,0.0,0.0,61.0,0.44610694,31.8,62.0
1613,216,74,102,14246.66,8.827,22,28,61.0,593:586,37.61,32.4,31.8,187.0,62.0,0.0,0.0,61.0,0.44638404,31.8,62.0
1614,215,74,102,14255.49,8.827,22,28,61.0,588:593,37.62,32.4,30.2,212.0,75.0,0.0,0.0,61.0,0.4466611,30.2,75.0
1615,217,73,102,14264.31,8.827,22,28,61.0,589,37.62,32.4,30.2,212.0,75.0,0.0,0.0,61.0,0.44693822,30.2,75.0
1616,218,74,102,14273.14,8.827,22,28,60.0,586:586,37.62,32.35,32.2,237.0,82.0,0.0,0.0,60.0,0.4472153,32.2,82.0
1617,216,73,102,14281.97,8.827,22,28,60.0,586:588,37.62,32.35,32.2,231.0,74.0,0.0,0.0,60.0,0.4474924,32.2,74.0
1618,215,75,102,14290.79,8.827,22,27,60.0,589,37.62,32.4,32.2,231.0,74.0,0.0,0.0,60.0,0.44776946,32.2,74.0
1619,215,74,102,14299.62,8.827,22,28,59.0,589:593,37.62,32.4,32.2,222.0,64.0,0.0,0.0,59.0,0.44804657,32.2,64.0
1620,217,73,102,14308.57,8.827,22,28,59.0,589,37.62,32.4,32.2,222.0,64.0,0.0,0.0,59.0,0.44832364,32.2,64.0
1621,215,73,102,14317.27,8.827,22,28,59.0,593,37.62,32.35,30.4,222.0,60.0,0.0,0.0,59.0,0.4486007,30.4,60.0
1622,217,72,102,14326.1,8.827,22,29,59.0,,37.62,32.35,30.4,222.0,60.0,0.0,0.0,59.0,0.4488778,30.4,60.0
1623,216,72,102,14334.93,8.827,22,29,60.0,493:593,37.62,32.35,28.6,217.0,59.0,0.0,0.0,60.0,0.44915488,28.6,59.0
1624,217,73,102,14343.76,8.827,22,28,60.0,592,37.62,32.35,28.6,211.0,58.0,0.0,0.0,60.0,0.449432,28.6,58.0
1625,216,73,102,14352.58,8.827,22,28,60.0,593:589,37.62,32.35,28.2,224.0,63.0,0.0,0.0,60.0,0.44970906,28.2,63.0
1626,217,73,102,14361.41,8.827,22,28,61.0,589:589,37.62,32.35,28.2,228.0,66.0,0.0,0.0,61.0,0.44998616,28.2,66.0
1627,217,74,102,14370.24,8.827,22,28,61.0,588:589,37.62,32.35,28.0,237.0,69.0,0.0,0.0,61.0,0.45026323,28.0,69.0
1628,215,74,102,14379.09,8.827,22,28,61.0,589,37.62,32.35,28.0,253.0,75.0,0.0,0.0,61.0,0.4505403,28.0,75.0
1629,215,73,102,14387.89,8.827,22,28,61.0,589:589,37.62,32.35,28.9,239.0,73.0,0.0,0.0,61.0,0.4508174,28.9,73.0
1630,215,72,102,14396.72,8.827,22,29,61.0,593:592,37.62,32.35,28.9,234.0,72.0,0.0,0.0,61.0,0.45109448,28.9,72.0
1631,218,72,101,14405.67,8.827,22,29,60.0,597,37.62,32.35,28.9,234.0,72.0,0.0,0.0,60.0,0.45137158,28.9,72.0
1632,218,72,101,14414.37,8.827,22,29,60.0,597,37.62,32.35,28.9,224.0,67.0,0.0,0.0,60.0,0.45164865,28.9,67.0
1633,216,74,101,14423.2,8.827,22,28,60.0,1190:592,37.62,32.35,30.7,193.0,59.0,0.0,0.0,60.0,0.45192575,30.7,59.0
1634,215,74,101,14432.03,8.827,22,28,61.0,589,37.62,32.35,31.8,186.0,65.0,0.0,0.0,61.0,0.45220283,31.8,65.0
1635,214,73,102,14440.85,8.827,22,28,61.0,582:586,37.62,32.35,31.8,186.0,65.0,0.0,0.0,61.0,0.4524799,31.8,65.0
1636,215,72,102,14449.68,8.827,22,29,61.0,586:586,37.62,32.35,31.8,161.0,65.0,0.0,0.0,61.0,0.452757,31.8,65.0
1637,216,71,102,14458.51,8.827,22,29,61.0,584,37.62,32.35,31.1,189.0,64.0,0.0,0.0,61.0,0.45303407,31.1,64.0
1638,216,71,102,14467.35,8.827,22,29,61.0,589:586,37.62,32.35,31.1,218.0,74.0,0.0,0.0,61.0,0.45331118,31.1,74.0
1639,217,72,102,14476.16,8.827,22,29,61.0,589:597,37.62,32.35,28.5,234.0,58.0,0.0,0.0,61.0,0.45358825,28.5,58.0
1640,218,73,102,14484.99,8.827,22,29,61.0,588:589,37.62,32.3,28.5,234.0,58.0,0.0,0.0,61.0,0.45386535,28.5,58.0
1641,217,74,102,14493.82,8.827,22,28,61.0,593,37.62,32.3,30.8,214.0,58.0,0.0,0.0,61.0,0.45414242,30.8,58.0
1642,215,74,102,14502.82,8.827,22,28,60.0,589:593,37.62,32.3,30.8,214.0,58.0,0.0,0.0,60.0,0.4544195,30.8,58.0
1643,215,73,102,14511.47,8.827,22,28,60.0,586:580,37.62,32.3,31.3,195.0,60.0,0.0,0.0,60.0,0.4546966,31.3,60.0
1644,215,73,102,14520.3,8.827,22,28,60.0,586,37.62,32.3,31.3,183.0,63.0,0.0,0.0,60.0,0.45497367,31.3,63.0
1645,217,73,102,14529.12,8.827,22,28,60.0,589:589,37.63,32.35,31.3,183.0,63.0,0.0,0.0,60.0,0.45525077,31.3,63.0
1646,216,73,102,14537.95,8.827,22,28,61.0,589:588,37.63,32.3,27.6,307.0,77.0,0.0,0.0,61.0,0.45552784,27.6,77.0
1647,217,74,102,14546.78,8.827,22,28,61.0,597,37.63,32.3,27.6,307.0,77.0,0.0,0.0,61.0,0.45580494,27.6,77.0
1648,217,75,102,14555.61,8.827,22,28,61.0,582:589,37.63,32.3,26.7,318.0,67.0,0.0,0.0,61.0,0.45608202,26.7,67.0
1649,217,76,102,14564.43,8.827,22,27,60.0,586:582,37.63,32.3,26.7,318.0,67.0,0.0,0.0,60.0,0.4563591,26.7,67.0
1650,217,77,102,14573.26,8.827,22,27,60.0,584,37.63,32.3,30.3,282.0,70.0,0.0,0.0,60.0,0.4566362,30.3,70.0
1651,217,78,104,14582.09,8.827,22,27,60.0,574:601,37.63,32.3,30.9,247.0,84.0,0.0,0.0,60.0,0.45691326,30.9,84.0
1652,215,78,105,14590.91,8.827,22,26,60.0,546:569,37.63,32.3,30.9,247.0,84.0,0.0,0.0,60.0,0.45719036,30.9,84.0
1653,213,78,105,14599.74,8.827,22,26,60.0,582:577,37.63,32.3,30.9,247.0,84.0,0.0,0.0,60.0,0.45746744,30.9,84.0
1654,214,75,105,14608.57,8.827,22,27,59.0,578,37.63,32.3,27.5,300.0,98.0,0.0,0.0,59.0,0.45774454,27.5,98.0
1655,218,75,104,14617.4,8.827,22,28,59.0,578:574,37.63,32.3,27.5,345.0,110.0,0.0,0.0,59.0,0.4580216,27.5,110.0
1656,214,74,104,14626.22,8.827,22,28,60.0,586:577,37.63,32.3,29.5,271.0,70.0,0.0,0.0,60.0,0.45829868,29.5,70.0
1657,215,73,104,14635.05,8.827,22,28,60.0,578:582,37.63,32.3,34.5,243.0,71.0,0.0,0.0,60.0,0.4585758,34.5,71.0
1658,216,72,104,14643.88,8.827,22,29,60.0,582:578,37.63,32.3,34.5,243.0,71.0,0.0,0.0,60.0,0.45885286,34.5,71.0
1659,217,72,104,14652.7,8.827,22,29,61.0,582,37.63,32.3,34.5,179.0,61.0,0.0,0.0,61.0,0.45912996,34.5,61.0
1660,216,73,104,14661.53,8.827,22,28,60.0,577:586,37.63,32.3,32.2,192.0,62.0,0.0,0.0,60.0,0.45940703,32.2,62.0
1661,216,73,103,14670.36,8.827,22,28,61.0,586:586,37.63,32.3,32.2,204.0,69.0,0.0,0.0,61.0,0.45968413,32.2,69.0
1662,216,73,103,14679.19,8.827,22,28,61.0,597,37.63,32.3,27.5,236.0,64.0,0.0,0.0,61.0,0.4599612,27.5,64.0
1663,216,73,103,14688.01,8.827,22,28,61.0,588:589,37.63,32.3,29.7,230.0,66.0,0.0,0.0,61.0,0.4602383,29.7,66.0
1664,216,73,102,14696.89,8.827,22,28,61.0,586:593,37.63,32.3,29.7,230.0,66.0,0.0,0.0,61.0,0.46051538,29.7,66.0
1665,215,72,102,14705.67,8.827,22,29,60.0,589,37.63,32.25,29.7,236.0,67.0,0.0,0.0,60.0,0.46079245,29.7,67.0
1666,216,72,102,14714.49,8.827,22,29,60.0,589:588,37.63,32.3,30.9,230.0,68.0,0.0,0.0,60.0,0.46106955,30.9,68.0
1667,215,72,102,14723.32,8.827,22,29,60.0,586,37.63,32.3,30.9,219.0,70.0,0.0,0.0,60.0,0.46134663,30.9,70.0
1668,215,72,102,14732.15,8.827,22,29,60.0,586:593,37.63,32.3,29.3,213.0,65.0,0.0,0.0,60.0,0.46162373,29.3,65.0
1669,217,72,102,14740.97,8.827,22,29,61.0,586:584,37.63,32.3,30.4,214.0,69.0,0.0,0.0,61.0,0.4619008,30.4,69.0
1670,216,72,102,14749.8,8.827,22,29,61.0,578:586,37.64,32.3,30.4,214.0,69.0,0.0,0.0,61.0,0.4621779,30.4,69.0
1671,216,73,102,14758.64,8.827,22,28,61.0,586:586,37.64,32.3,30.4,212.0,68.0,0.0,0.0,61.0,0.46245497,30.4,68.0
1672,216,73,102,14767.46,8.827,22,28,61.0,586,37.64,32.3,30.4,262.0,74.0,0.0,0.0,61.0,0.46273205,30.4,74.0
1673,217,74,102,14776.28,8.827,22,28,61.0,584:589,37.64,32.3,30.4,292.0,84.0,0.0,0.0,61.0,0.46300915,30.4,84.0
1674,216,74,102,14785.11,8.827,22,28,60.0,582:589,37.64,32.3,27.8,304.0,74.0,0.0,0.0,60.0,0.46328622,27.8,74.0
1675,216,74,102,14793.93,8.818,22,28,60.0,582:580,37.64,32.3,27.8,304.0,74.0,0.0,0.0,60.0,0.46356332,27.8,74.0
1676,217,74,102,14802.75,8.827,22,28,60.0,586,37.64,32.3,29.1,254.0,67.0,0.0,0.0,60.0,0.4638404,29.1,67.0
1677,216,75,103,14811.58,8.827,22,28,59.0,574:586,37.64,32.3,32.2,171.0,54.0,0.0,0.0,59.0,0.4641175,32.2,54.0
1678,214,74,103,14820.41,8.827,22,28,59.0,1151,37.64,32.3,32.2,171.0,54.0,0.0,0.0,59.0,0.46439457,32.2,54.0
1679,214,73,103,14829.24,8.827,22,28,59.0,569,37.64,32.3,34.3,186.0,77.0,0.0,0.0,59.0,0.46467164,34.3,77.0
1680,219,74,103,14838.06,8.827,22,28,60.0,582:578,37.64,32.3,34.3,186.0,77.0,0.0,0.0,60.0,0.46494874,34.3,77.0
1681,215,75,104,14846.89,8.827,22,27,60.0,565,37.64,32.3,34.3,203.0,89.0,0.0,0.0,60.0,0.46522582,34.3,89.0
1682,213,74,104,14855.72,8.827,22,27,60.0,,37.64,32.35,34.7,352.0,117.0,0.0,0.0,60.0,0.46550292,34.7,117.0
1683,213,72,104,14864.54,8.827,22,28,60.0,582:542,37.64,32.35,34.7,352.0,117.0,0.0,0.0,60.0,0.46578,34.7,117.0
1684,215,70,104,14873.37,8.827,22,29,60.0,563:569,37.64,32.3,34.7,303.0,73.0,0.0,0.0,60.0,0.4660571,34.7,73.0
1685,217,70,104,14882.2,8.827,22,30,60.0,569:569,37.64,32.3,34.7,303.0,73.0,0.0,0.0,60.0,0.46633416,34.7,73.0
1686,217,70,105,14891.03,8.827,22,30,60.0,569,37.64,32.3,34.7,303.0,73.0,0.0,0.0,60.0,0.46661124,34.7,73.0
1687,218,72,105,14899.85,8.827,22,29,61.0,569:574,37.64,32.3,33.4,195.0,52.0,0.0,0.0,61.0,0.46688834,33.4,52.0
1688,216,73,104,14908.68,8.827,22,28,60.0,574:578,37.64,32.3,33.4,195.0,52.0,0.0,0.0,60.0,0.4671654,33.4,52.0
1689,217,73,104,14917.51,8.827,22,28,60.0,580:601,37.64,32.3,26.4,308.0,77.0,0.0,0.0,60.0,0.4674425,26.4,77.0
1690,219,75,104,14926.33,8.827,22,28,60.0,559,37.64,32.3,26.4,308.0,77.0,0.0,0.0,60.0,0.46771958,26.4,77.0
1691,215,77,104,14935.16,8.827,22,27,60.0,582:574,37.64,32.3,25.3,281.0,66.0,0.0,0.0,60.0,0.4679967,25.3,66.0
1692,213,76,104,14943.99,8.827,22,27,60.0,577:574,37.64,32.3,27.5,230.0,64.0,0.0,0.0,60.0,0.46827376,27.5,64.0
1693,214,74,104,14952.82,8.827,22,28,61.0,569,37.64,32.3,35.0,234.0,75.0,0.0,0.0,61.0,0.46855083,35.0,75.0
1694,216,74,105,14961.64,8.827,22,28,61.0,569:565:569,37.64,32.3,35.0,171.0,70.0,0.0,0.0,61.0,0.46882793,35.0,70.0
1695,216,73,105,14970.47,8.827,22,28,61.0,573,37.64,32.3,35.0,171.0,70.0,0.0,0.0,61.0,0.469105,35.0,70.0
1696,216,72,105,14979.3,8.827,22,29,61.0,569:574,37.64,32.3,32.7,227.0,82.0,0.0,0.0,61.0,0.4693821,32.7,82.0
1697,218,73,104,14988.15,8.827,22,29,61.0,578:578,37.64,32.3,32.7,227.0,82.0,0.0,0.0,61.0,0.46965918,32.7,82.0
1698,217,73,104,14996.95,8.827,22,28,61.0,582,37.64,32.25,32.7,309.0,77.0,0.0,0.0,61.0,0.46993628,32.7,77.0
1699,217,76,104,15005.78,8.827,22,27,60.0,580:589,37.64,32.3,32.7,296.0,67.0,0.0,0.0,60.0,0.47021335,32.7,67.0
1700,218,78,104,15014.61,8.827,22,27,59.0,574:586,37.64,32.3,34.2,269.0,69.0,0.0,0.0,59.0,0.47049043,34.2,69.0
1701,215,78,104,15023.43,8.827,22,26,60.0,569,37.64,32.3,34.2,249.0,65.0,0.0,0.0,60.0,0.47076753,34.2,65.0
1702,215,78,104,15032.26,8.827,22,26,60.0,577:578,37.64,32.3,34.2,217.0,66.0,0.0,0.0,60.0,0.4710446,34.2,66.0
1703,215,76,104,15041.09,8.827,22,27,61.0,569:578,37.64,32.3,32.6,207.0,67.0,0.0,0.0,61.0,0.4713217,32.6,67.0
1704,213,75,104,15049.91,8.827,22,27,61.0,578:574,37.65,32.3,32.6,181.0,70.0,0.0,0.0,61.0,0.47159877,32.6,70.0
1705,214,73,104,15058.74,8.827,22,28,61.0,577:586,37.65,32.3,34.3,171.0,64.0,0.0,0.0,61.0,0.47187588,34.3,64.0
1706,216,72,104,15067.57,8.827,22,29,61.0,578,37.65,32.3,34.3,171.0,64.0,0.0,0.0,61.0,0.47215295,34.3,64.0
1707,216,72,104,15076.4,8.827,22,29,61.0,582:582,37.65,32.25,37.1,184.0,66.0,0.0,0.0,61.0,0.47243005,37.1,66.0
1708,215,72,103,15085.27,8.827,22,29,61.0,578:584,37.65,32.25,37.1,184.0,66.0,0.0,0.0,61.0,0.47270712,37.1,66.0
1709,217,72,103,15094.05,8.827,22,29,61.0,586,37.65,32.25,37.9,184.0,64.0,0.0,0.0,61.0,0.4729842,37.9,64.0
