time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,left_right_balance,hrv,core_temperature,skin_temperature,respiration,tidal_volume,tidal_volume_min,heat_strain_index,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
2102,186,72,110,18496.48,8.827,21,25,52,550:550,37.79,30.95,30.9,166.0,46.0,0.3,0.3,0.32970244,30.9,46.0
2103,218,72,109,18505.34,8.827,21,29,55,550:555,37.79,30.95,30.9,158.0,44.0,0.3,0.3,0.32996812,30.9,44.0
2104,227,73,109,18514.13,8.827,21,30,55,555:559,37.79,30.95,30.9,167.0,55.0,0.3,0.3,0.33023378,30.9,55.0
2105,224,75,109,18522.95,8.827,21,29,47,578:541,37.79,30.95,35.0,190.0,69.0,0.3,0.3,0.33049947,35.0,69.0
2106,239,77,108,18531.82,8.827,21,30,47,569:565,37.79,30.9,35.0,183.0,74.0,0.3,0.3,0.33076516,35.0,74.0
2107,169,77,108,18540.61,8.827,21,21,47,563,37.79,30.95,39.0,235.0,97.0,0.3,0.3,0.33076516,39.0,97.0
2108,206,76,108,18549.43,8.827,21,26,50,559:561,37.79,30.9,40.9,234.0,96.0,0.3,0.3,0.33103082,40.9,96.0
2109,188,75,107,18558.26,8.827,21,24,60,565:563,37.8,30.9,40.9,249.0,102.0,0.3,0.3,0.33103082,40.9,102.0
2110,157,72,107,18567.09,8.827,21,21,58,565:559,37.8,30.9,40.9,245.0,99.0,0.3,0.3,0.33103082,40.9,99.0
2111,203,70,107,18575.92,8.827,21,28,58,563,37.8,30.9,40.9,268.0,91.0,0.3,0.3,0.3312965,40.9,91.0
2112,246,70,107,18584.74,8.827,21,34,58,554:555,37.8,30.9,38.9,218.0,69.0,0.2,0.2,0.33156216,38.9,69.0
2113,246,73,108,18593.57,8.827,21,32,47,546:550,37.8,30.9,38.9,238.0,83.0,0.2,0.2,0.33182785,38.9,83.0
2114,221,76,108,18602.39,8.827,21,28,47,546:546,37.8,30.9,38.9,238.0,83.0,0.2,0.2,0.3320935,38.9,83.0
2115,243,78,108,18611.22,8.827,21,30,51,554:550,37.8,30.9,36.5,253.0,87.0,0.2,0.2,0.3323592,36.5,87.0
2116,195,78,108,18620.05,8.827,21,24,57,555,37.8,30.9,36.5,231.0,91.0,0.3,0.3,0.3323592,36.5,91.0
2117,213,77,108,18628.87,8.827,21,26,57,550:550,37.8,30.9,34.9,246.0,96.0,0.3,0.3,0.33262485,34.9,96.0
2118,251,78,108,18637.73,8.827,21,31,51,550:554,37.8,30.9,34.9,223.0,76.0,0.2,0.2,0.33289054,34.9,76.0
2119,206,80,109,18646.52,8.827,21,25,31,546:546,37.8,30.9,34.9,211.0,69.0,0.2,0.2,0.33315623,34.9,69.0
2120,149,77,109,18655.35,8.827,21,18,31,542:546,37.8,30.9,34.9,169.0,54.0,0.2,0.2,0.33315623,34.9,54.0
2121,198,74,109,18664.18,8.827,21,26,40,538:546,37.8,30.85,35.8,175.0,60.0,0.2,0.2,0.33315623,35.8,60.0
2122,205,75,110,18673.0,8.827,21,26,45,542:546,37.8,30.85,34.9,199.0,69.0,0.2,0.2,0.3334219,34.9,69.0
2123,196,75,110,18681.83,8.827,21,25,45,550,37.8,30.9,34.9,199.0,69.0,0.2,0.2,0.3334219,34.9,69.0
2124,236,77,110,18690.66,8.827,21,29,48,546:546,37.8,30.9,36.3,189.0,70.0,0.2,0.2,0.33368757,36.3,70.0
2125,158,76,110,18699.48,8.827,21,20,52,546:546,37.8,30.9,36.3,189.0,70.0,0.2,0.2,0.33368757,36.3,70.0
2126,222,75,110,18708.31,8.827,21,28,41,546:546,37.8,30.9,37.2,188.0,70.0,0.2,0.2,0.33395323,37.2,70.0
2127,215,76,110,18717.15,8.827,21,27,56,546:542,37.8,30.9,37.2,170.0,66.0,0.2,0.2,0.33421892,37.2,66.0
2128,197,75,110,18725.96,8.827,21,25,56,546,37.8,30.85,37.2,188.0,66.0,0.2,0.2,0.33421892,37.2,66.0
2129,222,74,110,18734.82,8.827,21,29,62,538:542,37.8,30.85,37.2,204.0,69.0,0.2,0.2,0.33448458,37.2,69.0
2130,194,75,110,18743.62,8.827,21,25,62,535:538,37.8,30.85,34.2,224.0,68.0,0.2,0.2,0.33448458,34.2,68.0
2131,213,75,111,18752.44,8.827,21,27,47,535:533,37.8,30.85,35.5,217.0,67.0,0.2,0.2,0.33475026,35.5,67.0
2132,215,76,111,18761.27,8.827,21,27,48,531:538,37.8,30.85,37.2,211.0,76.0,0.2,0.2,0.33501595,37.2,76.0
2133,208,76,111,18770.13,8.827,21,26,50,535:538,37.8,30.85,41.9,202.0,87.0,0.2,0.2,0.3352816,41.9,87.0
2134,211,76,111,18778.94,8.827,21,27,50,541,37.8,30.85,50.7,193.0,87.0,0.2,0.2,0.3355473,50.7,87.0
2135,223,78,113,18787.76,8.827,21,27,50,550:550,37.8,30.85,50.7,175.0,92.0,0.2,0.2,0.33581296,50.7,92.0
2136,212,77,112,18796.58,8.827,21,26,53,550:550,37.8,30.8,52.0,178.0,95.0,0.2,0.2,0.33607864,52.0,95.0
2137,223,79,111,18805.41,8.827,21,27,55,559:550,37.8,30.8,52.0,174.0,93.0,0.2,0.2,0.3363443,52.0,93.0
2138,182,77,111,18814.24,8.827,21,23,53,550:546,37.8,30.85,52.0,169.0,73.0,0.2,0.2,0.3363443,52.0,73.0
2139,205,76,111,18823.07,8.827,21,26,55,546:542,37.8,30.8,52.0,175.0,66.0,0.2,0.2,0.33661,52.0,66.0
2140,216,76,111,18831.89,8.827,21,27,49,535:537,37.8,30.85,43.8,172.0,59.0,0.2,0.2,0.33687568,43.8,59.0
2141,187,76,111,18840.71,8.827,21,23,48,531,37.8,30.85,40.9,154.0,50.0,0.2,0.2,0.33687568,40.9,50.0
2142,186,75,112,18849.54,8.827,21,24,48,531:531,37.8,30.85,40.9,154.0,50.0,0.2,0.2,0.33687568,40.9,50.0
2143,206,73,112,18858.37,8.827,21,27,56,523:527,37.8,30.8,40.9,136.0,52.0,0.2,0.2,0.33714134,40.9,52.0
2144,208,74,113,18867.19,8.827,21,27,63,527:522,37.8,30.8,40.9,136.0,52.0,0.2,0.2,0.33740702,40.9,52.0
2145,186,73,113,18876.02,8.827,21,24,63,523:527,37.8,30.8,35.0,163.0,62.0,0.2,0.2,0.33740702,35.0,62.0
2146,222,73,113,18884.84,8.827,21,29,63,523:527,37.8,30.8,35.0,184.0,65.0,0.2,0.2,0.33767268,35.0,65.0
2147,212,73,114,18893.67,8.827,21,28,53,519:526,37.8,30.8,34.2,207.0,64.0,0.2,0.2,0.33793837,34.2,64.0
2148,217,74,114,18902.49,8.827,21,28,59,527:527,37.8,30.8,34.2,251.0,69.0,0.2,0.2,0.33820403,34.2,69.0
2149,223,74,116,18911.32,8.827,21,29,59,456,37.8,30.8,34.2,251.0,69.0,0.2,0.2,0.3384697,34.2,69.0
2150,223,76,114,18920.15,8.827,21,28,52,605:527,37.8,30.8,33.9,264.0,66.0,0.2,0.2,0.3387354,33.9,66.0
2151,218,77,114,18928.97,8.827,21,27,52,533:527,37.8,30.8,29.1,232.0,62.0,0.2,0.2,0.33900106,29.1,62.0
2152,227,79,114,18937.82,8.827,21,27,55,531:527,37.8,30.8,29.1,221.0,61.0,0.2,0.2,0.33926675,29.1,61.0
2153,185,79,114,18946.63,8.827,21,22,49,527:523,37.8,30.75,29.1,201.0,62.0,0.2,0.2,0.33926675,29.1,62.0
2154,202,77,114,18955.45,8.827,21,25,56,514:527,37.8,30.75,32.9,225.0,79.0,0.2,0.2,0.3395324,32.9,79.0
2155,206,77,114,18964.28,8.827,21,26,59,531:523,37.8,30.75,32.9,208.0,82.0,0.2,0.2,0.3397981,32.9,82.0
2156,218,78,114,18973.1,8.827,21,27,56,523:523,37.8,30.8,32.9,229.0,96.0,0.2,0.2,0.34006375,32.9,96.0
2157,211,78,114,18981.97,8.827,21,26,53,526:519,37.8,30.75,33.3,284.0,99.0,0.2,0.2,0.34032944,33.3,99.0
2158,219,78,114,18990.77,8.827,21,27,53,523:519,37.8,30.75,33.3,346.0,117.0,0.2,0.2,0.34059513,33.3,117.0
2159,211,78,115,18999.58,8.827,21,26,44,519,37.8,30.75,33.8,305.0,84.0,0.2,0.2,0.34086078,33.8,84.0
2160,192,78,115,19008.41,8.827,21,24,58,519:514:512,37.8,30.75,35.1,251.0,73.0,0.2,0.2,0.34086078,35.1,73.0
2161,195,77,116,19017.24,8.827,21,24,50,515:512,37.8,30.75,35.9,253.0,86.0,0.2,0.2,0.34086078,35.9,86.0
2162,199,76,116,19026.06,8.827,21,25,47,519,37.8,30.75,35.9,205.0,79.0,0.2,0.2,0.34112647,35.9,79.0
2163,236,76,116,19034.9,8.827,21,30,52,515:515,37.8,30.75,35.9,205.0,79.0,0.2,0.2,0.34139213,35.9,79.0
2164,236,77,116,19043.72,8.827,21,29,46,518:519,37.8,30.75,30.9,225.0,84.0,0.2,0.2,0.34165782,30.9,84.0
2165,200,79,116,19052.54,8.827,21,24,46,515:515,37.8,30.75,30.9,266.0,100.0,0.2,0.2,0.34192348,30.9,100.0
2166,185,76,116,19061.37,8.827,21,23,45,515:519,37.8,30.75,30.9,246.0,67.0,0.2,0.2,0.34192348,30.9,67.0
2167,199,75,116,19070.2,8.827,21,25,51,510:515,37.8,30.75,30.9,246.0,67.0,0.2,0.2,0.34218916,30.9,67.0
2168,207,75,116,19079.02,8.827,21,26,56,519:515,37.8,30.75,31.5,242.0,68.0,0.2,0.2,0.34245482,31.5,68.0
2169,218,75,116,19087.85,8.827,21,28,60,519:515,37.8,30.7,31.5,227.0,64.0,0.2,0.2,0.3427205,31.5,64.0
2170,226,76,116,19096.68,8.827,21,28,48,526:519,37.8,30.7,29.5,263.0,77.0,0.2,0.2,0.3429862,29.5,77.0
2171,216,77,115,19105.5,8.827,21,27,49,535:538,37.8,30.7,29.5,286.0,87.0,0.2,0.2,0.34325185,29.5,87.0
2172,246,78,114,19114.33,8.827,21,30,49,542,37.8,30.7,29.5,302.0,93.0,0.2,0.2,0.34351754,29.5,93.0
2173,217,80,113,19123.15,8.827,21,26,43,542:537:538,37.8,30.7,30.6,286.0,99.0,0.2,0.2,0.3437832,30.6,99.0
2174,178,77,113,19131.98,8.827,21,22,46,538,37.8,30.7,36.2,260.0,96.0,0.2,0.2,0.3437832,36.2,96.0
2175,202,76,112,19140.82,8.827,21,25,53,537:542,37.8,30.7,36.2,235.0,93.0,0.2,0.2,0.3440489,36.2,93.0
2176,205,75,112,19149.64,8.827,21,26,51,542:546,37.8,30.7,36.2,235.0,93.0,0.2,0.2,0.34431455,36.2,93.0
2177,222,78,112,19158.46,8.827,21,27,53,538:542,37.8,30.7,36.2,209.0,80.0,0.2,0.2,0.34458023,36.2,80.0
2178,183,78,112,19167.29,8.827,21,22,53,535:538,37.8,30.7,36.2,220.0,77.0,0.2,0.2,0.34458023,36.2,77.0
2179,183,75,112,19176.11,8.827,21,23,49,460:611,37.8,30.7,35.7,222.0,60.0,0.2,0.2,0.34458023,35.7,60.0
2180,205,74,112,19184.97,8.827,21,26,54,535,37.8,30.65,35.7,222.0,60.0,0.2,0.2,0.34484592,35.7,60.0
2181,178,73,112,19193.77,8.827,21,23,56,535:535,37.8,30.65,34.9,214.0,59.0,0.2,0.2,0.34484592,34.9,59.0
2182,235,74,112,19202.59,8.827,21,30,57,531:535,37.8,30.7,34.9,192.0,55.0,0.2,0.2,0.34511158,34.9,55.0
2183,219,76,112,19211.42,8.827,21,28,59,533:531,37.8,30.7,29.4,190.0,56.0,0.2,0.2,0.34537727,29.4,56.0
2184,189,75,112,19220.25,8.827,21,24,48,535:535,37.8,30.65,29.4,179.0,55.0,0.2,0.2,0.34537727,29.4,55.0
2185,185,74,112,19229.07,8.827,21,24,52,538:531,37.8,30.65,29.4,179.0,55.0,0.2,0.2,0.34537727,29.4,55.0
2186,215,73,112,19237.9,8.827,21,28,52,537:538,37.8,30.65,31.2,197.0,73.0,0.2,0.2,0.34564292,31.2,73.0
2187,206,73,112,19246.73,8.827,21,27,52,542:542,37.8,30.65,31.2,197.0,73.0,0.2,0.2,0.3459086,31.2,73.0
2188,239,74,112,19255.56,8.827,21,31,46,542,37.8,30.65,31.2,226.0,80.0,0.2,0.2,0.34617427,31.2,80.0
2189,198,74,111,19264.38,8.827,21,26,49,546:550,37.8,30.65,31.2,264.0,94.0,0.2,0.2,0.34617427,31.2,94.0
2190,198,74,111,19273.21,8.827,21,26,50,546:546,37.8,30.65,32.2,239.0,83.0,0.2,0.2,0.34617427,32.2,83.0
2191,201,74,111,19282.03,8.827,21,26,51,546:542,37.8,30.65,32.2,232.0,69.0,0.2,0.2,0.34643996,32.2,69.0
2192,201,73,110,19290.87,8.827,21,26,51,550:546,37.8,30.65,34.8,242.0,79.0,0.2,0.2,0.34670565,34.8,79.0
2193,211,73,110,19299.69,8.827,21,28,48,546,37.8,30.65,34.8,226.0,81.0,0.2,0.2,0.3469713,34.8,81.0
2194,190,72,110,19308.51,8.827,21,25,48,546:546,37.8,30.65,32.7,243.0,79.0,0.2,0.2,0.3469713,32.7,79.0
2195,242,73,110,19317.35,8.827,21,32,48,546:546,37.8,30.65,32.7,271.0,88.0,0.2,0.2,0.347237,32.7,88.0
2196,256,75,110,19326.17,8.827,21,33,50,546:542,37.8,30.65,29.9,249.0,79.0,0.2,0.2,0.34750265,29.9,79.0
2197,172,75,110,19334.99,8.827,21,22,57,546:542,37.8,30.65,29.9,242.0,69.0,0.2,0.2,0.34750265,29.9,69.0
2198,201,73,110,19343.82,8.827,21,26,40,565:515,37.8,30.65,31.1,230.0,67.0,0.2,0.2,0.34776834,31.1,67.0
2199,262,76,110,19352.65,8.827,21,33,55,546,37.8,30.65,31.1,206.0,63.0,0.2,0.2,0.348034,31.1,63.0
2200,192,76,111,19361.49,8.827,21,24,52,542:535,37.8,30.65,31.3,201.0,63.0,0.2,0.2,0.348034,31.3,63.0
2201,217,75,111,19370.3,8.827,21,28,52,542:535,37.8,30.65,31.3,199.0,64.0,0.2,0.2,0.34829968,31.3,64.0
2202,190,75,111,19379.13,8.827,21,24,49,538:541,37.8,30.65,31.3,211.0,70.0,0.2,0.2,0.34829968,31.3,70.0
2203,227,76,110,19387.97,8.827,21,29,61,550:546,37.8,30.65,31.3,214.0,73.0,0.2,0.2,0.34856537,31.3,73.0
2204,182,76,110,19396.78,8.827,21,23,46,550,37.8,30.65,31.3,214.0,73.0,0.2,0.2,0.34856537,31.3,73.0
2205,182,74,110,19405.61,8.827,21,23,56,546:542:546,37.8,30.65,31.3,318.0,90.0,0.2,0.2,0.34856537,31.3,90.0
2206,205,74,110,19414.43,8.827,21,26,54,546,37.8,30.6,29.4,267.0,73.0,0.2,0.2,0.34883103,29.4,73.0
2207,205,73,110,19423.26,8.827,21,27,52,542:546,37.8,30.65,29.4,283.0,68.0,0.2,0.2,0.34909672,29.4,68.0
2208,220,73,110,19432.08,8.827,21,29,52,538,37.8,30.65,30.6,271.0,75.0,0.2,0.2,0.34936237,30.6,75.0
2209,266,75,110,19440.92,8.827,21,34,42,1088:542,37.8,30.65,30.6,271.0,75.0,0.2,0.2,0.34962806,30.6,75.0
2210,192,76,110,19449.74,8.827,21,24,52,546:546,37.8,30.6,30.6,206.0,64.0,0.2,0.2,0.34962806,30.6,64.0
2211,189,75,110,19458.57,8.827,21,24,52,546:542,37.8,30.65,28.6,276.0,85.0,0.2,0.2,0.34962806,28.6,85.0
2212,191,73,110,19467.39,8.827,21,25,52,546,37.8,30.65,28.6,276.0,85.0,0.2,0.2,0.34962806,28.6,85.0
2213,223,74,110,19476.23,8.827,21,29,54,546:542,37.8,30.65,25.8,251.0,67.0,0.2,0.2,0.34989372,25.8,67.0
2214,243,76,110,19485.05,8.827,21,31,54,546:535,37.8,30.65,25.8,251.0,67.0,0.2,0.2,0.3501594,25.8,67.0
2215,205,77,110,19493.87,8.827,21,25,49,546:546,37.8,30.65,27.9,262.0,74.0,0.2,0.2,0.3504251,27.9,74.0
2216,199,75,110,19502.7,8.827,21,25,49,550:550,37.8,30.65,27.9,241.0,70.0,0.2,0.2,0.35069075,27.9,70.0
2217,207,75,110,19511.52,8.827,21,26,49,550,37.8,30.65,27.9,279.0,76.0,0.2,0.2,0.35095644,27.9,76.0
2218,214,75,110,19520.38,8.827,21,27,58,550:546:550,37.8,30.6,27.9,320.0,88.0,0.2,0.2,0.3512221,27.9,88.0
2219,255,76,110,19529.18,8.827,21,32,52,546,37.8,30.6,26.5,271.0,73.0,0.2,0.2,0.3514878,26.5,73.0
2220,185,77,110,19538.0,8.827,21,23,44,546:542,37.8,30.6,26.5,264.0,67.0,0.2,0.2,0.3514878,26.5,67.0
2221,201,75,110,19546.83,8.827,21,26,48,546:541,37.8,30.65,27.7,255.0,72.0,0.2,0.2,0.35175344,27.7,72.0
2222,200,74,110,19555.67,8.827,21,26,49,546:542,37.8,30.65,27.7,204.0,65.0,0.2,0.2,0.35201913,27.7,65.0
2223,195,74,110,19564.49,8.827,21,25,58,546:542,37.8,30.6,29.8,208.0,67.0,0.2,0.2,0.35201913,29.8,67.0
2224,209,73,110,19573.31,8.827,21,27,54,550,37.8,30.6,29.8,227.0,78.0,0.2,0.2,0.3522848,29.8,78.0
2225,266,75,110,19582.14,8.827,21,34,54,546:542,37.8,30.6,29.3,223.0,72.0,0.2,0.2,0.35255048,29.3,72.0
2226,179,77,110,19590.96,8.827,21,22,48,546:542,37.8,30.6,29.3,217.0,67.0,0.2,0.2,0.35255048,29.3,67.0
2227,219,76,110,19599.79,8.827,21,28,35,550:542,37.8,30.6,32.4,235.0,78.0,0.2,0.2,0.35281616,32.4,78.0
2228,192,75,110,19608.62,8.827,21,24,46,550:550,37.8,30.6,32.4,245.0,82.0,0.2,0.2,0.35281616,32.4,82.0
2229,286,76,110,19617.48,8.827,21,36,50,550,37.8,30.6,33.2,254.0,83.0,0.2,0.2,0.35281616,33.2,83.0
2230,198,78,109,19626.28,8.827,21,24,45,550:550,37.8,30.6,33.2,273.0,94.0,0.2,0.2,0.35281616,33.2,94.0
2231,180,77,109,19635.1,8.827,21,22,55,550:546,37.8,30.6,30.9,257.0,83.0,0.2,0.2,0.35281616,30.9,83.0
2232,193,75,109,19643.92,8.827,21,25,55,546,37.8,30.6,30.9,250.0,73.0,0.2,0.2,0.35281616,30.9,73.0
2233,197,74,110,19652.75,8.827,21,25,53,542:542:546,37.8,30.6,30.7,205.0,60.0,0.2,0.2,0.35281616,30.7,60.0
2234,243,75,110,19661.58,8.827,21,31,47,538,37.8,30.6,30.7,205.0,60.0,0.2,0.2,0.35308182,30.7,60.0
2235,193,76,110,19670.4,8.827,21,24,52,537:542:542,37.8,30.6,31.9,217.0,66.0,0.2,0.2,0.35308182,31.9,66.0
2236,224,76,110,19679.23,8.827,21,28,47,546,37.8,30.55,31.9,213.0,69.0,0.2,0.2,0.3533475,31.9,69.0
2237,224,74,110,19688.06,8.827,21,29,56,542:541,37.8,30.6,30.0,243.0,72.0,0.2,0.2,0.35361317,30.0,72.0
2238,249,78,110,19696.89,8.827,21,30,50,541:542,37.8,30.6,30.0,272.0,78.0,0.2,0.2,0.35387886,30.0,78.0
2239,168,77,110,19705.71,8.827,21,21,50,546:542,37.8,30.55,30.0,272.0,78.0,0.2,0.2,0.35387886,30.0,78.0
2240,205,75,110,19714.54,8.827,21,26,48,546:546,37.8,30.55,28.0,253.0,62.0,0.2,0.2,0.3541445,28.0,62.0
2241,192,76,110,19723.36,8.827,21,24,57,541:546,37.8,30.6,29.5,230.0,61.0,0.2,0.2,0.3541445,29.5,61.0
2242,207,74,110,19732.19,8.827,21,27,57,546,37.8,30.6,29.5,195.0,53.0,0.2,0.2,0.3544102,29.5,53.0
2243,216,75,110,19741.01,8.827,21,28,56,542:538,37.8,30.55,29.1,212.0,60.0,0.2,0.2,0.3546759,29.1,60.0
2244,230,76,110,19749.84,8.827,21,29,47,542:541,37.8,30.55,29.1,212.0,60.0,0.2,0.2,0.35494155,29.1,60.0
2245,188,75,110,19758.67,8.827,21,24,53,542:546,37.8,30.55,29.1,217.0,67.0,0.2,0.2,0.35494155,29.1,67.0
2246,211,73,110,19767.49,8.827,21,28,53,546:542,37.8,30.55,26.5,304.0,81.0,0.2,0.2,0.35520723,26.5,81.0
2247,218,74,110,19776.32,8.827,21,28,53,546,37.8,30.55,26.5,304.0,81.0,0.2,0.2,0.3554729,26.5,81.0
2248,238,79,110,19785.14,8.818,21,29,39,546:538,37.8,30.55,26.8,257.0,63.0,0.2,0.2,0.35573858,26.8,63.0
2249,174,77,110,19793.96,8.827,21,22,43,546:542,37.8,30.55,26.8,257.0,63.0,0.2,0.2,0.35573858,26.8,63.0
2250,193,75,110,19802.79,8.827,21,25,43,542:546,37.8,30.55,29.4,232.0,66.0,0.2,0.2,0.35573858,29.4,66.0
2251,230,76,110,19811.63,8.827,21,29,57,541:542,37.8,30.55,31.2,193.0,67.0,0.2,0.2,0.35600424,31.2,67.0
2252,198,76,110,19820.45,8.827,21,25,53,546:546,37.8,30.55,31.2,193.0,67.0,0.2,0.2,0.35600424,31.2,67.0
2253,203,75,110,19829.27,8.827,21,26,53,550:550,37.8,30.55,31.2,213.0,81.0,0.2,0.2,0.35626993,31.2,81.0
2254,214,75,110,19838.11,8.827,21,27,53,541,37.8,30.55,29.9,224.0,76.0,0.2,0.2,0.3565356,29.9,76.0
2255,171,74,110,19846.92,8.827,21,22,51,546:541,37.8,30.55,29.9,244.0,78.0,0.2,0.2,0.3565356,29.9,78.0
2256,226,73,110,19855.75,8.827,21,30,56,546:542,37.8,30.55,31.1,211.0,60.0,0.2,0.2,0.35680127,31.1,60.0
2257,183,74,110,19864.57,8.827,21,24,52,550,37.8,30.55,32.0,200.0,57.0,0.2,0.2,0.35680127,32.0,57.0
2258,206,73,110,19873.4,8.827,21,27,50,541:550:546,37.8,30.55,32.0,200.0,57.0,0.2,0.2,0.35706696,32.0,57.0
2259,218,74,110,19882.26,8.827,21,28,50,538:550,37.8,30.55,32.0,215.0,71.0,0.2,0.2,0.35733262,32.0,71.0
2260,224,74,110,19891.05,8.827,21,29,47,550,37.8,30.55,32.0,215.0,71.0,0.2,0.2,0.3575983,32.0,71.0
2261,188,74,110,19899.88,8.827,21,24,61,554:550,37.8,30.55,32.0,235.0,80.0,0.2,0.2,0.3575983,32.0,80.0
2262,220,73,109,19908.72,8.827,21,29,61,555:550,37.8,30.55,28.7,282.0,83.0,0.2,0.2,0.35786396,28.7,83.0
2263,245,75,109,19917.53,8.827,21,31,52,546:546,37.8,30.55,28.7,334.0,98.0,0.2,0.2,0.35812965,28.7,98.0
2264,194,75,110,19926.36,8.827,21,25,51,537,37.8,30.55,28.6,284.0,70.0,0.2,0.2,0.35812965,28.6,70.0
2265,197,73,110,19935.19,8.827,21,26,48,546:538,37.8,30.5,28.6,284.0,70.0,0.2,0.2,0.35812965,28.6,70.0
2266,231,73,110,19944.01,8.827,21,30,48,538:542,37.8,30.5,30.8,250.0,69.0,0.2,0.2,0.35839534,30.8,69.0
2267,231,74,111,19952.84,8.827,21,30,37,538:533,37.8,30.5,33.2,188.0,68.0,0.2,0.2,0.358661,33.2,68.0
2268,216,77,111,19961.66,8.827,21,27,48,542:542,37.8,30.5,33.2,188.0,68.0,0.2,0.2,0.35892668,33.2,68.0
2269,187,76,111,19970.49,8.827,21,23,48,535:542,37.8,30.5,30.4,198.0,72.0,0.2,0.2,0.35892668,30.4,72.0
2270,223,75,110,19979.32,8.827,21,28,48,546:546,37.8,30.5,30.4,198.0,72.0,0.2,0.2,0.35919234,30.4,72.0
2271,218,75,110,19988.15,8.827,21,28,64,555,37.8,30.5,30.4,206.0,75.0,0.2,0.2,0.35945803,30.4,75.0
2272,218,78,110,19996.97,8.827,21,27,70,550:546,37.8,30.55,30.4,288.0,73.0,0.2,0.2,0.3597237,30.4,73.0
2273,190,77,110,20005.81,8.827,21,24,44,555:554,37.8,30.5,30.4,288.0,73.0,0.2,0.2,0.3597237,30.4,73.0
2274,193,75,110,20014.63,8.827,21,25,51,546:550,37.8,30.5,31.6,265.0,68.0,0.2,0.2,0.3597237,31.6,68.0
2275,203,75,110,20023.45,8.827,21,26,51,550:542,37.8,30.5,32.3,231.0,66.0,0.2,0.2,0.35998937,32.3,66.0
2276,179,74,110,20032.28,8.827,21,23,51,546:546,37.8,30.5,32.3,231.0,66.0,0.2,0.2,0.35998937,32.3,66.0
2277,178,72,110,20041.1,8.827,21,24,55,542,37.8,30.5,31.1,159.0,55.0,0.2,0.2,0.35998937,31.1,55.0
2278,241,72,110,20049.93,8.827,21,32,53,546:542,37.8,30.5,34.4,156.0,55.0,0.2,0.2,0.36025506,34.4,55.0
2279,234,75,110,20058.78,8.827,21,30,53,538:542,37.8,30.5,34.4,150.0,56.0,0.2,0.2,0.36052072,34.4,56.0
2280,182,76,110,20067.58,8.827,21,23,41,533:538,37.8,30.5,36.9,181.0,67.0,0.2,0.2,0.36052072,36.9,67.0
2281,170,73,110,20076.41,8.827,21,22,51,542,37.8,30.5,36.9,181.0,67.0,0.2,0.2,0.36052072,36.9,67.0
2282,254,73,110,20085.24,8.827,21,33,54,542:550,37.8,30.5,36.9,200.0,76.0,0.2,0.2,0.3607864,36.9,76.0
2283,201,75,110,20094.08,8.827,21,26,54,546:546:546,37.8,30.5,36.9,276.0,87.0,0.2,0.2,0.36105207,36.9,87.0
2284,179,73,110,20102.89,8.827,21,23,50,550:550,37.8,30.5,36.9,276.0,87.0,0.2,0.2,0.36105207,36.9,87.0
2285,187,72,110,20111.73,8.827,21,25,52,550,37.81,30.5,32.9,262.0,66.0,0.2,0.2,0.36105207,32.9,66.0
2286,224,71,109,20120.54,8.827,21,30,49,555:550,37.81,30.45,32.9,262.0,66.0,0.2,0.2,0.36131775,32.9,66.0
2287,202,71,109,20129.37,8.827,21,27,58,550:555,37.81,30.5,32.1,239.0,65.0,0.2,0.2,0.3615834,32.1,65.0
2288,202,74,109,20138.21,8.827,21,26,48,555:555,37.81,30.5,32.1,211.0,59.0,0.2,0.2,0.3618491,32.1,59.0
2289,210,73,109,20147.03,8.827,21,27,48,559,37.81,30.5,28.3,211.0,57.0,0.2,0.2,0.36211476,28.3,57.0
2290,237,74,109,20155.86,8.827,21,31,51,554:550,37.81,30.45,28.3,202.0,59.0,0.2,0.2,0.36238045,28.3,59.0
2291,206,75,109,20164.68,8.827,21,26,51,555:546,37.81,30.45,28.3,202.0,59.0,0.2,0.2,0.36264613,28.3,59.0
2292,186,74,109,20173.5,8.827,21,24,51,546:550,37.81,30.45,26.0,208.0,54.0,0.2,0.2,0.36264613,26.0,54.0
2293,193,72,109,20182.33,8.827,21,26,58,550,37.81,30.45,27.0,210.0,57.0,0.2,0.2,0.36264613,27.0,57.0
2294,199,71,109,20191.16,8.827,21,27,54,550:555,37.81,30.45,27.0,210.0,58.0,0.2,0.2,0.3629118,27.0,58.0
2295,270,73,109,20199.98,8.827,21,35,49,555:559,37.81,30.45,27.0,210.0,58.0,0.2,0.2,0.36317748,27.0,58.0
2296,225,75,108,20208.82,8.827,21,29,32,559:558,37.81,30.45,27.9,222.0,62.0,0.2,0.2,0.36344314,27.9,62.0
2297,207,77,108,20217.64,8.827,21,26,32,555:563,37.81,30.45,27.9,264.0,79.0,0.2,0.2,0.36370882,27.9,79.0
2298,195,76,108,20226.46,8.827,21,25,49,559,37.81,30.45,27.9,264.0,79.0,0.2,0.2,0.36370882,27.9,79.0
2299,230,76,108,20235.29,8.827,21,29,49,559,37.81,30.4,27.9,289.0,87.0,0.2,0.2,0.36397448,27.9,87.0
2300,190,76,106,20244.13,8.827,21,24,49,749:559,37.81,30.4,29.2,275.0,83.0,0.2,0.2,0.36397448,29.2,83.0
