time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,tidal_volume,tidal_volume_min,PercentageinZ2,TymeBreathRate,TymeVentilation
274,217,76,124,2415.71,8.837,18,27,55.3,37.9,242.0,75.93,0.048228692,29.68,75.93
275,216,76,124,2423.98,8.837,18,27,55.3,37.9,241.9,75.81,0.048404068,29.61,75.81
276,216,76,125,2433.28,8.838,18,27,54.7,37.89,241.3,75.88,0.048579447,29.58,75.88
277,216,76,124,2442.61,8.838,18,27,54.4,37.89,241.6,76.29,0.048754822,29.6,76.29
278,217,77,124,2451.37,8.837,18,27,55.3,37.89,244.3,77.57,0.0489302,29.76,77.57
279,217,78,124,2458.85,8.837,18,27,55.8,37.89,244.2,77.4,0.049105577,29.89,77.4
280,216,78,124,2466.08,8.837,18,26,55.4,37.89,243.1,76.66,0.049280953,30.01,76.66
281,215,77,124,2476.21,8.838,18,27,55.6,37.89,242.4,75.99,0.049456332,30.15,75.99
282,215,76,124,2486.09,8.838,18,27,56.3,37.89,243.5,75.6,0.049631707,30.31,75.6
283,215,76,123,2494.37,8.837,18,27,56.9,37.89,244.3,75.21,0.049807087,30.49,75.21
284,216,76,123,2502.65,8.837,18,27,56.8,37.89,243.2,74.81,0.049982462,30.76,74.81
285,217,77,123,2511.97,8.838,18,27,57.7,37.89,242.1,74.38,0.050157838,31.15,74.38
286,216,77,123,2521.28,8.838,18,27,58.0,37.89,241.0,73.94,0.050333217,31.63,73.94
287,215,76,122,2530.61,8.838,18,27,58.1,37.89,240.6,73.83,0.050508592,32.18,73.83
288,215,75,121,2539.91,8.838,18,27,57.7,37.89,240.4,73.85,0.05068397,32.63,73.85
289,215,74,121,2547.82,8.837,18,28,57.3,37.89,239.8,73.91,0.050859347,32.73,73.91
290,216,74,120,2556.95,8.838,18,28,58.0,37.89,239.3,73.97,0.051034726,32.83,73.97
291,216,74,120,2566.83,8.838,18,28,57.7,37.89,240.8,74.04,0.0512101,33.03,74.04
292,216,74,120,2574.07,8.835,18,28,56.6,37.89,243.4,74.12,0.051385477,33.29,74.12
293,216,74,120,2581.32,8.835,18,28,56.7,37.89,242.4,74.21,0.051560856,33.46,74.21
294,216,74,119,2590.17,8.838,18,28,56.7,37.89,241.1,74.1,0.051736232,33.57,74.1
295,216,74,120,2599.49,8.838,18,28,57.2,37.89,239.6,73.91,0.05191161,33.65,73.91
296,216,75,120,2608.23,8.837,18,28,57.7,37.89,238.7,74.1,0.052086987,33.71,74.1
297,217,76,120,2617.56,8.838,18,27,57.4,37.89,239.4,75.59,0.052262366,33.73,75.59
298,217,76,120,2626.16,8.838,18,27,58.0,37.89,241.1,76.62,0.05243774,33.79,76.62
299,217,76,120,2634.11,8.837,18,27,57.9,37.89,243.1,77.27,0.052613117,33.84,77.27
300,216,77,121,2643.43,8.837,18,27,56.8,37.89,244.7,77.51,0.052788496,33.85,77.51
301,215,76,121,2652.75,8.838,18,27,58.0,37.89,245.4,77.43,0.05296387,33.86,77.43
302,217,76,121,2662.06,8.838,18,27,58.4,37.89,245.2,77.0,0.05313925,33.85,77.0
303,224,76,121,2670.34,9.072,18,28,57.7,37.89,245.0,76.57,0.053314626,33.85,76.57
304,237,76,120,2679.66,9.387,18,30,57.4,37.89,244.8,76.42,0.05349,33.88,76.42
305,248,75,121,2690.01,9.469,18,32,57.9,37.89,244.5,76.36,0.05366538,33.9,76.36
306,250,74,121,2700.36,9.469,18,32,57.2,37.89,244.3,76.32,0.053840756,33.81,76.32
307,250,74,120,2710.23,9.469,18,32,56.6,37.89,244.0,76.42,0.054016136,33.7,76.42
308,251,73,121,2719.55,9.466,18,33,56.4,37.89,243.7,76.75,0.05419151,33.55,76.75
309,251,73,120,2728.86,9.466,18,33,56.5,37.89,243.7,76.8,0.05436689,33.5,76.8
310,253,72,120,2736.97,9.468,18,34,57.1,37.89,243.7,76.8,0.054542266,33.47,76.8
311,253,72,120,2744.85,9.468,18,34,57.9,37.89,243.7,76.8,0.05471764,33.44,76.8
312,252,73,120,2755.2,9.469,18,33,56.9,37.89,244.2,76.84,0.05489302,33.42,76.84
313,252,73,120,2765.56,9.469,18,33,56.7,37.89,245.2,76.93,0.055068396,33.41,76.93
314,252,73,120,2775.07,9.467,18,33,57.0,37.89,245.7,76.93,0.055243775,33.24,76.93
315,253,73,120,2784.2,9.465,18,33,56.5,37.89,245.7,76.88,0.05541915,32.92,76.88
316,253,74,121,2794.55,9.469,18,33,55.1,37.89,245.7,77.03,0.05559453,32.54,77.03
317,252,75,122,2804.06,9.467,18,32,54.8,37.89,246.5,77.41,0.055769905,32.31,77.41
318,251,74,122,2813.64,9.466,18,32,54.2,37.89,248.4,78.02,0.05594528,32.28,78.02
319,252,73,122,2822.19,9.468,18,33,54.3,37.89,249.6,78.3,0.05612066,32.2,78.3
320,252,73,122,2830.2,9.468,18,33,53.8,37.89,250.6,78.48,0.056296036,32.12,78.48
321,252,73,122,2841.13,9.469,18,33,52.9,37.89,251.6,78.66,0.056471415,32.04,78.66
322,252,73,123,2850.05,9.466,18,33,53.8,37.89,252.4,78.6,0.05664679,31.91,78.6
323,253,74,123,2859.17,9.466,18,33,54.3,37.89,252.8,78.2,0.056822166,31.73,78.2
324,254,76,124,2869.05,9.466,18,32,55.2,37.89,252.1,78.1,0.056997545,31.61,78.1
325,254,78,125,2878.86,9.465,18,31,54.8,37.89,250.9,78.15,0.05717292,31.53,78.15
326,253,78,126,2890.24,9.468,18,31,55.1,37.89,251.3,78.59,0.0573483,31.56,78.59
327,252,78,125,2900.11,9.466,18,31,54.5,37.89,252.4,78.92,0.057523675,31.58,78.92
328,252,77,125,2909.44,9.466,18,31,52.9,37.89,253.7,79.04,0.057699054,31.55,79.04
329,252,77,125,2918.74,9.466,18,31,52.5,37.89,254.8,79.08,0.05787443,31.52,79.08
330,251,77,126,2928.07,9.466,18,31,52.2,37.89,254.7,78.79,0.058049805,31.51,78.79
331,251,76,126,2938.42,9.469,18,32,51.2,37.89,254.6,78.51,0.058225185,31.5,78.51
332,251,75,126,2946.68,9.468,18,32,50.9,37.89,257.6,79.17,0.05840056,31.49,79.17
333,252,75,126,2953.94,9.465,18,32,50.9,37.89,259.9,79.67,0.05857594,31.46,79.67
334,251,75,127,2963.27,9.466,18,32,52.4,37.89,257.8,79.0,0.058751315,31.33,79.0
335,251,75,127,2973.62,9.469,18,32,52.7,37.89,255.7,78.38,0.058926694,31.21,78.38
336,252,74,127,2982.92,9.466,18,33,53.7,37.89,255.1,78.76,0.05910207,31.07,78.76
337,252,75,127,2992.24,9.466,18,32,54.1,37.89,254.6,79.03,0.059277445,30.95,79.03
338,252,75,127,3002.11,9.469,18,32,54.6,37.89,254.3,79.1,0.059452824,30.87,79.1
339,252,75,127,3011.44,9.466,18,32,54.2,37.89,253.1,79.25,0.0596282,30.83,79.25
340,252,75,127,3021.23,9.466,18,32,53.8,37.89,251.3,79.46,0.05980358,30.82,79.46
341,252,75,127,3031.58,9.469,18,32,52.9,37.89,250.8,79.8,0.059978954,30.82,79.8
342,252,75,127,3040.88,9.466,18,32,53.0,37.89,253.5,80.49,0.06015433,30.81,80.49
343,252,75,127,3050.21,9.466,18,32,52.8,37.89,255.6,81.05,0.06032971,30.83,81.05
344,253,76,127,3060.56,9.469,18,32,52.3,37.89,255.9,81.13,0.060505085,30.95,81.13
345,252,76,128,3069.86,9.466,18,32,52.6,37.89,256.7,81.43,0.060680464,31.08,81.43
346,251,75,128,3079.18,9.466,18,32,52.9,37.89,258.0,81.89,0.06085584,31.2,81.89
347,251,75,128,3089.54,9.469,18,32,53.8,37.89,258.5,81.83,0.06103122,31.21,81.83
348,252,74,129,3098.84,9.466,18,33,53.9,37.89,259.0,81.77,0.061206594,31.22,81.77
349,252,74,129,3107.12,9.463,18,33,54.0,37.89,257.5,81.61,0.06138197,31.24,81.61
350,252,74,129,3115.4,9.463,18,33,55.1,37.89,253.3,81.3,0.06155735,31.27,81.3
351,252,74,129,3124.73,9.466,18,33,54.4,37.88,252.0,81.37,0.061732724,31.31,81.37
352,252,74,130,3135.08,9.469,18,33,52.7,37.88,252.3,81.62,0.061908104,31.33,81.62
353,252,75,130,3144.0,9.466,18,32,52.1,37.88,253.4,81.78,0.06208348,31.42,81.78
354,253,75,129,3153.13,9.466,18,32,51.8,37.88,254.8,81.66,0.06225886,31.57,81.66
355,253,76,129,3163.0,9.466,18,32,51.7,37.88,254.6,80.91,0.062434234,31.73,80.91
356,252,76,129,3172.32,9.466,18,32,51.6,37.88,254.0,80.26,0.06260961,31.91,80.26
357,251,76,129,3182.68,9.469,18,32,51.5,37.88,252.6,79.83,0.062784985,32.13,79.83
358,251,75,129,3191.98,9.466,18,32,52.3,37.88,251.5,79.58,0.062960364,32.32,79.58
359,252,75,129,3201.31,9.466,18,32,52.4,37.88,250.7,79.61,0.06313574,32.48,79.61
360,253,76,129,3210.24,9.466,18,32,51.3,37.88,250.0,79.68,0.06331112,32.62,79.68
361,252,76,129,3219.38,9.466,18,32,52.0,37.88,250.1,79.86,0.063486494,32.73,79.86
362,252,75,128,3230.29,9.469,18,32,52.5,37.88,250.1,80.04,0.06366187,32.83,80.04
363,252,75,128,3239.59,9.466,18,32,51.6,37.88,250.5,80.19,0.06383725,33.0,80.19
364,252,75,128,3248.92,9.466,18,32,51.9,37.88,251.2,80.25,0.064012624,33.22,80.25
365,252,76,128,3258.23,9.466,18,32,52.9,37.88,251.6,80.17,0.064188,33.42,80.17
366,252,76,128,3267.09,9.466,18,32,52.0,37.88,251.4,80.01,0.06436338,33.53,80.01
367,252,76,128,3277.31,9.469,18,32,52.2,37.88,251.0,79.86,0.06453876,33.61,79.86
368,252,76,128,3287.18,9.466,18,32,52.6,37.88,250.3,79.72,0.064714134,33.63,79.72
369,251,75,128,3296.51,9.466,18,32,52.7,37.88,250.5,79.99,0.06488951,33.62,79.99
370,251,74,127,3306.86,9.469,18,32,53.0,37.88,251.2,80.54,0.06506489,33.58,80.54
371,252,74,127,3317.24,9.469,18,33,53.0,37.88,252.4,81.15,0.065240264,33.53,81.15
372,253,74,127,3326.54,9.466,18,33,52.2,37.88,258.0,82.31,0.06541564,33.41,82.31
373,253,75,128,3333.77,9.465,18,32,52.8,37.88,259.5,82.08,0.06559102,33.31,82.08
374,252,75,128,3342.05,9.468,18,32,52.9,37.88,259.1,81.25,0.065766394,33.21,81.25
375,251,75,128,3352.41,9.469,18,32,53.1,37.88,257.9,80.55,0.06594177,33.18,80.55
376,251,74,128,3361.73,9.466,18,32,53.1,37.88,256.7,79.85,0.06611715,33.15,79.85
377,252,74,127,3371.05,9.466,18,33,53.4,37.88,257.4,79.72,0.06629253,33.13,79.72
378,252,74,126,3381.41,9.469,18,33,53.1,37.88,257.6,79.56,0.0664679,33.12,79.56
379,252,74,126,3390.71,9.466,18,33,52.3,37.88,257.3,79.35,0.06664328,33.13,79.35
380,252,74,126,3400.04,9.466,18,33,51.1,37.88,257.2,79.2,0.06681866,33.12,79.2
381,252,74,126,3410.39,9.469,18,33,51.0,37.88,257.5,79.18,0.066994034,33.08,79.18
382,252,74,125,3420.74,9.469,18,33,51.5,37.88,257.8,79.17,0.06716941,33.03,79.17
383,252,74,125,3430.04,9.466,18,33,51.5,37.88,258.0,78.92,0.06734479,32.85,78.92
384,253,75,125,3439.37,9.466,18,32,51.3,37.88,258.3,78.65,0.06752017,32.66,78.65
385,253,76,125,3448.67,9.466,18,32,51.7,37.88,257.6,78.65,0.06769554,32.48,78.65
386,252,76,125,3458.0,9.466,18,32,52.6,37.88,256.8,78.66,0.06787092,32.3,78.66
387,251,75,125,3468.35,9.469,18,32,52.4,37.88,256.9,79.07,0.0680463,32.05,79.07
388,251,74,125,3476.61,9.468,18,32,52.9,37.88,256.1,79.35,0.06822167,31.78,79.35
389,252,74,126,3483.86,9.465,18,33,53.2,37.88,252.8,79.19,0.06839705,31.5,79.19
390,253,74,126,3493.19,9.466,18,33,52.9,37.88,253.1,79.52,0.06857243,31.27,79.52
391,252,74,126,3503.54,9.469,18,33,52.6,37.88,255.4,80.15,0.06874781,31.07,80.15
392,251,73,126,3513.89,9.469,18,33,52.5,37.88,257.6,80.59,0.06892318,30.85,80.59
393,251,73,126,3523.19,9.466,18,33,53.6,37.88,259.5,80.4,0.06909856,30.53,80.4
394,252,73,126,3532.52,9.466,18,33,53.8,37.88,261.6,80.37,0.06927394,30.24,80.37
395,253,73,126,3542.87,9.469,18,33,53.7,37.88,264.1,80.51,0.06944931,29.96,80.51
396,252,73,126,3551.12,9.468,18,33,53.0,37.88,265.3,80.35,0.06962469,29.7,80.35
397,251,72,125,3559.43,9.468,18,33,53.5,37.88,264.7,79.74,0.06980007,29.47,79.74
398,252,72,124,3569.78,9.469,18,33,53.3,37.88,263.4,79.45,0.06997545,29.28,79.45
399,253,73,124,3579.05,9.466,18,33,53.1,37.88,261.3,79.49,0.07015082,29.12,79.49
400,253,74,124,3588.37,9.466,18,33,53.0,37.88,261.5,79.68,0.0703262,29.1,79.68
401,253,75,124,3598.76,9.469,18,32,52.8,37.88,262.0,79.88,0.07050158,29.09,79.88
402,252,75,124,3608.06,9.466,18,32,53.1,37.88,262.1,79.91,0.07067695,29.11,79.91
403,253,76,124,3617.36,9.466,18,32,53.9,37.88,261.0,79.44,0.07085233,29.2,79.44
404,253,76,125,3627.69,9.469,18,32,52.9,37.88,259.9,78.96,0.07102771,29.29,78.96
405,252,76,125,3637.03,9.466,18,32,52.8,37.88,258.9,78.82,0.07120309,29.38,78.82
406,251,76,125,3645.89,9.466,18,32,53.8,37.88,257.9,78.74,0.07137846,29.47,78.74
407,252,75,125,3655.22,9.466,18,32,53.6,37.88,256.9,78.65,0.07155384,29.56,78.65
408,253,76,125,3664.96,9.466,18,32,53.2,37.88,256.5,78.6,0.07172922,29.65,78.6
409,252,76,126,3675.31,9.469,18,32,53.6,37.88,256.2,78.56,0.07190459,29.74,78.56
410,252,76,126,3684.65,9.466,18,32,53.7,37.88,256.1,78.66,0.07207997,29.83,78.66
411,252,75,126,3693.98,9.466,18,32,53.8,37.88,256.5,79.04,0.07225535,29.91,79.04
412,251,75,127,3704.34,9.469,18,32,53.6,37.88,257.1,79.39,0.07243072,29.97,79.39
413,251,75,128,3713.64,9.466,18,32,53.1,37.88,258.9,79.64,0.0726061,29.93,79.64
414,252,74,128,3722.97,9.466,18,33,52.4,37.88,259.7,79.69,0.07278148,29.88,79.69
415,253,75,128,3733.32,9.469,18,32,53.4,37.88,259.0,79.4,0.07295686,29.82,79.4
416,253,76,129,3742.61,9.466,18,32,52.9,37.88,258.0,79.11,0.07313223,29.75,79.11
417,252,76,129,3751.93,9.466,18,32,53.3,37.88,256.5,78.81,0.07330761,29.66,78.81
418,252,75,129,3761.24,9.466,18,32,53.4,37.88,256.5,78.69,0.07348299,29.65,78.69
419,252,76,129,3770.57,9.466,18,32,53.6,37.88,256.5,78.49,0.07365836,29.68,78.49
420,252,76,129,3778.83,9.468,18,32,52.5,37.88,256.2,77.81,0.07383374,29.83,77.81
421,251,75,129,3787.14,9.468,18,32,53.0,37.88,255.9,77.4,0.07400912,30.05,77.4
422,251,75,128,3796.43,9.466,18,32,52.8,37.88,255.5,77.22,0.0741845,30.33,77.22
423,252,75,128,3805.76,9.466,18,32,52.9,37.88,255.2,77.09,0.07435987,30.65,77.09
424,252,74,128,3816.11,9.469,18,33,52.9,37.88,255.1,77.21,0.07453525,31.14,77.21
425,251,74,128,3825.59,9.469,18,32,52.7,37.88,255.1,77.29,0.07471063,31.53,77.29
426,252,73,128,3834.75,9.467,18,33,52.9,37.88,255.0,77.32,0.074886,31.83,77.32
427,253,74,128,3845.1,9.466,18,33,53.1,37.88,254.9,77.36,0.07506138,32.14,77.36
428,254,76,128,3854.39,9.466,18,32,51.9,37.88,254.8,77.42,0.07523676,32.5,77.42
429,253,77,128,3863.72,9.466,18,31,51.7,37.88,254.7,77.49,0.07541214,32.86,77.49
430,253,77,128,3873.02,9.466,18,31,51.9,37.88,254.0,77.1,0.07558751,33.21,77.1
431,252,77,128,3882.35,9.466,18,31,50.9,37.88,252.7,76.65,0.07576289,33.46,76.65
432,251,77,128,3892.71,9.469,18,31,51.0,37.88,250.5,76.29,0.07593827,33.55,76.29
433,250,76,128,3902.01,9.466,18,31,51.7,37.88,249.8,76.24,0.07611364,33.5,76.24
434,251,75,128,3911.35,9.466,18,32,52.1,37.88,250.1,76.43,0.07628902,33.33,76.43
435,252,74,128,3921.7,9.469,18,33,51.4,37.88,249.1,76.67,0.0764644,33.02,76.67
436,252,74,128,3930.97,9.466,18,33,51.1,37.87,247.7,76.67,0.07663978,32.73,76.67
437,253,75,127,3940.29,9.466,18,32,51.6,37.87,246.1,76.5,0.07681515,32.47,76.5
438,253,76,127,3949.62,9.466,18,32,51.9,37.87,246.5,76.82,0.07699053,32.29,76.82
439,253,76,127,3958.95,9.466,18,32,51.6,37.87,247.3,77.06,0.07716591,32.15,77.06
440,253,77,127,3968.23,9.466,18,31,50.1,37.87,248.7,77.15,0.07734128,32.12,77.15
441,253,77,127,3977.06,9.466,18,31,51.2,37.87,250.2,77.24,0.07751666,32.08,77.24
442,251,76,127,3987.33,9.469,18,32,51.0,37.87,251.3,77.31,0.07769204,32.06,77.31
443,250,74,127,3998.29,9.469,18,32,50.9,37.87,251.6,77.32,0.07786742,32.1,77.32
444,251,73,127,4007.59,9.466,18,33,52.1,37.87,252.3,77.47,0.07804279,32.17,77.47
445,253,74,127,4014.81,9.465,18,33,52.9,37.87,253.8,77.94,0.07821817,32.3,77.94
446,253,75,127,4023.13,9.468,18,32,52.6,37.87,255.2,78.4,0.07839355,32.4,78.4
447,252,75,127,4033.48,9.469,18,32,52.6,37.87,256.4,78.85,0.07856892,32.45,78.85
448,252,76,126,4044.88,9.468,18,32,52.2,37.87,257.6,79.25,0.0787443,32.46,79.25
449,253,77,126,4055.2,9.465,18,31,53.1,37.87,258.9,79.58,0.07891968,32.41,79.58
450,253,78,126,4064.53,9.466,18,31,52.4,37.87,260.0,79.81,0.07909505,32.34,79.81
451,252,78,126,4073.83,9.466,18,31,51.6,37.87,260.1,79.41,0.07927043,32.13,79.41
452,251,77,126,4083.16,9.466,18,31,51.6,37.87,260.2,79.0,0.07944581,31.92,79.0
453,251,76,126,4092.46,9.466,18,32,52.2,37.87,260.1,78.59,0.07962119,31.59,78.59
454,251,76,126,4101.79,9.466,18,32,51.7,37.87,259.7,78.2,0.07979656,31.23,78.2
455,251,75,127,4112.14,9.469,18,32,52.3,37.87,258.5,77.91,0.07997194,30.94,77.91
456,252,75,127,4121.44,9.466,18,32,53.3,37.87,257.9,77.79,0.08014732,30.64,77.79
457,252,76,127,4130.74,9.466,18,32,53.7,37.87,258.3,78.08,0.08032269,30.29,78.08
458,253,76,127,4140.05,9.466,18,32,53.6,37.87,258.1,78.11,0.08049807,30.0,78.11
459,252,77,127,4149.4,9.466,18,31,54.2,37.87,257.1,77.83,0.08067345,29.78,77.83
460,253,77,126,4158.31,9.466,18,31,54.0,37.87,258.1,78.18,0.08084883,29.64,78.18
461,253,78,126,4166.52,9.463,18,31,52.9,37.87,260.1,78.89,0.0810242,29.55,78.89
462,253,79,126,4176.31,9.466,18,31,51.8,37.87,260.9,79.14,0.08119958,29.53,79.14
463,253,79,126,4185.61,9.466,18,31,52.4,37.87,260.6,79.04,0.08137496,29.58,79.04
464,253,80,125,4196.0,9.465,18,30,52.6,37.87,261.0,79.38,0.08155033,29.65,79.38
465,253,81,126,4206.31,9.465,18,30,52.7,37.87,262.9,80.83,0.08172571,29.77,80.83
466,252,81,126,4215.64,9.466,18,30,52.4,37.87,264.8,82.27,0.08190109,29.89,82.27
467,251,81,126,4224.94,9.466,18,30,53.0,37.87,268.6,84.16,0.08207647,30.03,84.16
468,250,79,126,4234.28,9.466,18,30,53.1,37.87,271.7,85.74,0.08225184,30.17,85.74
469,250,78,127,4243.57,9.466,18,31,54.1,37.87,270.0,84.95,0.08242722,30.22,84.95
470,251,77,127,4252.91,9.466,18,31,53.6,37.87,268.2,84.22,0.0826026,30.26,84.22
471,251,76,128,4262.2,9.466,18,32,53.2,37.87,265.3,83.9,0.08277797,30.21,83.9
472,252,76,127,4271.06,9.466,18,32,53.4,37.87,262.4,83.59,0.08295335,30.16,83.59
473,252,76,127,4281.3,9.469,18,32,53.9,37.87,260.6,83.66,0.08312873,30.1,83.66
474,252,77,127,4291.16,9.466,18,31,53.4,37.87,261.1,84.6,0.08330411,30.0,84.6
475,252,77,127,4300.52,9.466,18,31,52.7,37.87,261.9,85.43,0.08347948,29.85,85.43
476,251,76,127,4309.81,9.466,18,32,53.4,37.87,263.1,86.06,0.08365486,29.61,86.06
477,252,76,128,4319.15,9.466,18,32,53.4,37.87,263.3,86.12,0.08383024,29.5,86.12
478,252,75,128,4329.5,9.469,18,32,53.0,37.87,263.4,86.09,0.08400561,29.44,86.09
479,252,75,128,4338.79,9.466,18,32,52.9,37.87,263.5,86.24,0.08418099,29.5,86.24
480,254,76,128,4347.07,9.463,18,32,53.2,37.87,263.5,86.39,0.08435637,29.57,86.39
481,253,78,129,4356.41,9.466,18,31,53.1,37.87,263.8,86.58,0.08453175,29.73,86.58
482,253,78,128,4365.71,9.466,18,31,52.3,37.87,264.3,86.78,0.08470712,29.94,86.78
483,253,79,128,4373.99,9.463,18,31,52.8,37.87,264.7,86.99,0.0848825,30.14,86.99
484,254,81,130,4384.38,9.465,18,30,51.9,37.87,264.8,87.11,0.08505788,30.47,87.11
485,253,82,130,4395.74,9.468,18,29,51.7,37.87,264.8,87.22,0.08523325,30.81,87.22
486,251,81,129,4405.04,9.466,18,30,51.8,37.87,265.1,87.04,0.08540863,31.11,87.04
487,251,80,129,4413.32,9.463,18,30,50.9,37.87,265.5,86.67,0.08558401,31.37,86.67
488,252,79,130,4422.17,9.466,18,30,50.3,37.87,267.5,86.72,0.08575938,31.69,86.72
489,251,78,130,4432.44,9.469,18,31,50.0,37.87,275.9,88.54,0.08593476,32.24,88.54
490,250,77,130,4441.92,9.466,18,31,49.8,37.87,279.4,89.11,0.08611014,32.7,89.11
491,251,76,130,4451.07,9.466,18,32,49.9,37.87,279.7,88.86,0.08628552,33.11,88.86
492,252,75,130,4461.99,9.469,18,32,49.5,37.87,279.9,88.61,0.08646089,33.51,88.61
493,252,75,130,4471.29,9.466,18,32,50.6,37.87,279.5,88.53,0.08663627,33.85,88.53
494,252,76,129,4480.62,9.466,18,32,51.1,37.87,279.1,88.46,0.08681165,34.18,88.46
495,252,76,129,4489.91,9.466,18,32,50.6,37.87,278.4,88.42,0.08698702,34.46,88.42
496,253,77,129,4499.24,9.466,18,31,50.4,37.87,278.9,88.58,0.0871624,34.72,88.58
497,254,78,128,4508.16,9.466,18,31,51.2,37.87,281.7,89.07,0.08733778,34.93,89.07
498,254,80,128,4516.37,9.463,18,30,50.0,37.87,282.1,89.08,0.087513156,34.92,89.08
499,253,81,127,4525.1,9.463,18,30,49.1,37.87,282.5,89.09,0.08768853,34.92,89.09
500,252,81,127,4535.48,9.465,18,30,49.8,37.87,282.4,89.1,0.08786391,34.93,89.1
501,251,80,127,4546.85,9.468,18,30,49.2,37.87,281.7,89.1,0.08803929,34.96,89.1
502,251,80,127,4555.76,9.466,18,30,48.6,37.87,278.7,88.7,0.08821466,35.02,88.7
503,251,79,127,4564.92,9.466,18,30,48.2,37.87,276.6,88.33,0.08839004,35.06,88.33
504,252,78,128,4574.78,9.466,18,31,48.6,37.87,275.8,88.26,0.08856542,35.06,88.26
505,252,78,129,4584.12,9.466,18,31,50.0,37.87,275.1,88.55,0.088740796,35.01,88.55
506,252,78,128,4593.03,9.466,18,31,51.3,37.87,275.3,88.57,0.08891617,34.94,88.57
507,252,78,127,4602.18,9.466,18,31,51.7,37.87,276.3,88.32,0.08909155,34.85,88.32
508,251,77,127,4612.04,9.466,18,31,51.5,37.87,277.3,88.06,0.089266926,34.76,88.06
509,251,76,127,4621.38,9.466,18,32,51.8,37.87,274.2,86.95,0.0894423,34.51,86.95
510,252,77,127,4630.29,9.466,18,31,51.9,37.87,271.2,85.97,0.08961768,34.24,85.97
511,253,77,127,4638.58,9.465,18,31,51.1,37.87,269.8,86.41,0.089793056,33.9,86.41
512,253,78,127,4647.92,9.467,18,31,50.9,37.87,268.5,86.85,0.089968435,33.56,86.85
513,252,78,127,4657.6,9.466,18,31,51.9,37.87,265.3,86.66,0.09014381,32.92,86.66
514,251,77,127,4667.1,9.467,18,31,51.6,37.87,263.3,86.65,0.09031919,32.5,86.65
515,251,77,127,4676.7,9.466,18,31,52.7,37.87,262.7,86.89,0.090494566,32.31,86.89
516,251,77,127,4686.57,9.466,18,31,53.3,37.87,262.0,87.13,0.09066994,32.13,87.13
517,252,76,127,4695.42,9.466,18,32,54.4,37.87,261.6,87.3,0.09084532,31.89,87.3
518,252,76,127,4705.21,9.469,18,32,54.5,37.87,261.5,87.28,0.091020696,31.53,87.28
519,251,76,127,4714.71,9.467,18,32,54.0,37.87,261.5,87.27,0.091196075,31.17,87.27
520,252,76,127,4724.32,9.466,18,32,53.3,37.87,262.6,87.19,0.09137145,30.75,87.19
521,252,76,127,4734.18,9.466,18,32,52.6,37.87,263.7,87.12,0.091546826,30.33,87.12
522,252,76,126,4743.51,9.466,18,32,50.1,37.87,263.4,86.67,0.091722205,29.91,86.67
523,253,77,126,4752.8,9.466,18,31,48.9,37.87,260.3,85.56,0.09189758,29.49,85.56
524,254,78,126,4762.62,9.465,18,31,50.3,37.87,259.8,85.27,0.092072956,29.22,85.27
525,253,79,126,4773.98,9.468,18,31,49.8,37.87,260.5,85.38,0.092248335,29.02,85.38
526,251,79,127,4782.79,9.468,18,30,50.8,37.87,260.8,84.9,0.092423715,28.82,84.9
527,251,77,127,4792.18,9.466,18,31,51.6,37.87,260.7,83.93,0.09259909,28.62,83.93
528,251,76,127,4801.14,9.466,18,32,51.7,37.87,260.6,82.95,0.092774466,28.42,82.95
529,252,76,127,4808.24,9.465,18,32,51.7,37.87,259.3,81.59,0.092949845,28.4,81.59
530,252,76,127,4818.04,9.466,18,32,51.7,37.87,257.8,80.16,0.09312522,28.42,80.16
531,252,76,127,4829.45,9.468,18,32,51.3,37.87,259.8,81.01,0.093300596,28.58,81.01
532,252,76,127,4840.81,9.468,18,32,50.2,37.87,262.2,82.1,0.093475975,28.78,82.1
533,253,77,126,4849.72,9.466,18,31,49.1,37.87,264.4,82.54,0.09365135,29.01,82.54
534,253,77,126,4857.93,9.463,18,31,48.8,37.87,266.6,82.99,0.093826726,29.24,82.99
535,253,78,127,4867.71,9.466,18,31,48.5,37.87,267.0,82.58,0.094002105,29.54,82.58
536,252,79,127,4877.0,9.466,18,30,48.3,37.87,267.3,82.08,0.094177485,29.84,82.08
537,251,79,127,4886.34,9.466,18,30,49.3,37.87,268.0,81.9,0.09435286,30.35,81.9
538,251,79,128,4895.64,9.466,18,30,50.2,37.87,268.4,81.83,0.094528235,30.74,81.83
539,252,78,129,4904.98,9.466,18,31,50.4,37.87,268.0,81.81,0.094703615,30.94,81.81
540,252,78,128,4914.25,9.466,18,31,51.2,37.87,267.7,81.8,0.09487899,31.14,81.8
541,252,78,128,4923.58,9.466,18,31,51.5,37.87,266.5,81.69,0.095054366,31.34,81.69
542,252,78,128,4932.52,9.466,18,31,50.4,37.87,265.1,81.56,0.095229745,31.55,81.56
543,252,78,128,4940.49,9.465,18,31,49.1,37.87,262.8,81.43,0.095405124,31.79,81.43
544,252,78,128,4949.8,9.467,18,31,49.6,37.87,262.6,81.05,0.095580496,32.0,81.05
545,252,78,128,4961.9,9.465,18,31,49.5,37.87,263.1,80.78,0.095755875,32.18,80.78
