time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,tidal_volume,tidal_volume_min,PercentageinZ2,TymeBreathRate,TymeVentilation
3034,285,60,137,30107.21,10.197,18,45,47.0,37.99,295.6,102.9,0.10733076,34.99,102.9
3035,286,60,136,30117.1,10.197,18,46,46.9,37.99,296.1,103.6,0.10733076,35.28,103.6
3036,288,61,136,30128.35,10.197,18,45,45.8,37.99,296.8,104.2,0.10733076,35.55,104.2
3037,292,64,136,30137.71,10.197,18,44,45.9,37.99,301.1,105.6,0.10733076,35.47,105.6
3038,298,70,136,30148.16,10.197,18,41,45.8,37.99,302.7,107.4,0.10733076,35.38,107.4
3039,296,77,137,30159.78,10.197,18,37,44.9,37.99,303.2,108.2,0.10733076,35.4,108.2
3040,289,81,137,30169.32,10.197,18,34,44.4,37.99,303.4,108.8,0.10733076,35.44,108.8
3041,286,82,137,30178.4,10.197,18,33,44.1,37.99,303.8,109.0,0.10733076,35.49,109.0
3042,286,83,137,30189.56,10.197,18,33,43.5,37.99,304.3,109.3,0.10733076,35.53,109.3
3043,283,82,138,30201.17,10.197,18,33,43.2,37.99,302.0,108.3,0.10733076,35.63,108.3
3044,283,81,138,30210.72,10.197,18,33,43.0,37.99,298.6,107.1,0.10733076,35.85,107.1
3045,284,80,139,30219.13,10.197,18,34,44.1,37.99,295.7,106.8,0.10733076,36.33,106.8
3046,283,79,138,30228.57,10.197,18,34,43.7,37.99,296.2,108.2,0.10733076,36.92,108.2
3047,284,78,139,30240.5,10.197,18,35,44.5,37.99,296.4,108.5,0.10733076,37.44,108.5
3048,284,77,138,30250.49,10.197,18,35,44.9,37.99,296.4,108.2,0.10733076,37.9,108.2
3049,286,77,138,30261.18,10.197,18,35,45.0,37.99,296.2,107.8,0.10733076,38.35,107.8
3050,288,79,138,30272.83,10.197,18,35,45.0,37.99,294.6,107.2,0.10733076,38.7,107.2
3051,287,81,138,30281.9,10.197,18,34,44.8,,293.1,106.7,0.10733076,39.05,106.7
3052,285,82,138,30291.46,10.197,18,33,43.9,,291.4,106.4,0.10733076,39.33,106.4
3053,284,82,138,30300.54,10.197,18,33,43.6,,289.6,106.2,0.10733076,39.56,106.2
3054,285,82,139,30311.69,10.197,18,33,43.2,,288.3,106.1,0.10733076,39.48,106.1
3055,284,82,138,30323.31,10.197,18,33,42.7,,287.3,106.1,0.10733076,39.36,106.1
3056,283,80,139,30333.66,10.197,18,34,42.9,,288.2,106.6,0.10733076,39.05,106.6
3057,283,79,138,30342.91,10.197,18,34,43.6,,283.0,103.8,0.10733076,38.46,103.8
3058,285,78,139,30351.59,10.197,18,35,43.3,,278.9,102.9,0.10733076,38.08,102.9
3059,288,79,139,30362.28,10.197,18,35,42.9,,280.4,103.5,0.10733076,38.07,103.5
3060,287,80,139,30371.63,10.197,18,34,42.9,,282.8,104.1,0.10733076,38.13,104.1
3061,284,80,138,30381.28,10.197,18,34,42.0,,286.5,104.6,0.10733076,38.29,104.6
3062,284,79,139,30393.23,10.197,18,34,41.9,,286.9,104.0,0.10733076,38.47,104.0
3063,284,79,139,30405.3,10.197,18,34,42.1,,285.9,103.0,0.10733076,38.65,103.0
3064,284,78,139,30414.03,10.197,18,35,42.4,,287.2,103.9,0.10733076,38.81,103.9
3065,283,77,138,30424.02,10.197,18,35,41.9,,288.7,104.9,0.10733076,38.97,104.9
3066,284,76,138,30434.26,10.197,18,36,41.8,,289.8,105.6,0.10733076,39.04,105.6
3067,284,76,138,30444.17,10.197,18,36,41.5,,291.0,106.3,0.10733076,39.11,106.3
3068,285,76,138,30455.79,10.197,18,36,41.4,,293.6,107.3,0.10733076,39.17,107.3
3069,286,76,138,30465.34,10.197,18,36,40.7,,298.9,108.7,0.10733076,39.16,108.7
3070,288,78,138,30474.43,10.197,18,35,39.7,,300.8,108.1,0.10733076,38.92,108.1
3071,288,81,138,30483.97,10.197,18,34,38.5,,301.2,106.6,0.10733076,38.4,106.6
3072,287,82,139,30494.67,10.197,18,33,37.8,,300.7,105.9,0.10733076,37.85,105.9
3073,286,83,138,30506.74,10.197,18,33,38.2,,300.1,106.3,0.10733076,37.4,106.3
3074,284,82,137,30515.82,10.197,18,33,37.8,,300.5,107.0,0.10733076,36.88,107.0
3075,284,81,138,30525.37,10.197,18,33,38.5,,302.6,108.4,0.10733076,36.26,108.4
3076,286,82,137,30535.24,10.197,18,33,39.2,,302.4,108.3,0.10733076,35.71,108.3
3077,286,82,137,30546.82,10.197,18,33,38.5,,300.9,107.4,0.10733076,35.19,107.4
3078,285,82,138,30557.18,10.197,18,33,39.1,,298.3,106.5,0.10733076,35.15,106.5
3079,284,82,137,30566.75,10.197,18,33,38.9,,296.6,105.8,0.10733076,35.12,105.8
3080,284,81,137,30575.84,10.197,18,33,39.9,,299.1,106.7,0.10733076,35.17,106.7
3081,285,80,137,30586.98,10.197,18,34,40.4,,301.6,107.5,0.10733076,35.23,107.5
3082,286,81,138,30598.61,10.197,18,34,39.6,,305.2,107.9,0.10733076,35.26,107.9
3083,285,81,138,30608.15,10.197,18,34,40.6,,308.0,107.7,0.10733076,35.28,107.7
3084,283,80,138,30617.24,10.197,18,34,40.9,,307.6,105.5,0.10733076,35.26,105.5
3085,284,79,138,30627.56,10.197,18,34,40.5,,307.7,104.2,0.10733076,35.11,104.2
3086,285,79,137,30637.13,10.197,18,34,41.0,,308.0,103.5,0.10733076,34.86,103.5
3087,285,79,137,30646.22,10.197,18,34,41.4,,308.3,103.2,0.10733076,34.61,103.2
3088,284,79,137,30657.36,10.197,18,34,41.1,,308.5,103.1,0.10733076,34.36,103.1
3089,285,79,137,30668.99,10.197,18,34,41.3,,306.9,102.3,0.10733076,34.02,102.3
3090,286,80,136,30679.31,10.197,18,34,41.8,,303.6,101.1,0.10733076,33.61,101.1
3091,286,81,136,30688.87,10.197,18,34,41.1,,299.5,99.67,0.10733076,33.21,99.67
3092,285,81,137,30697.96,10.197,18,34,40.9,,296.6,99.07,0.10733076,33.1,99.07
3093,286,81,137,30709.15,10.197,18,34,40.1,,293.9,98.58,0.10733076,33.02,98.58
3094,285,81,136,30720.74,10.197,18,34,40.6,,296.0,99.41,0.10733076,33.13,99.41
3095,284,80,135,30731.06,10.197,18,34,40.9,,298.2,100.2,0.10733076,33.23,100.2
3096,283,79,136,30740.62,10.197,18,34,41.1,,300.6,100.4,0.10733076,33.29,100.4
3097,284,78,136,30749.33,10.197,18,35,40.8,,303.1,100.5,0.10733076,33.35,100.5
3098,286,80,136,30759.99,10.197,18,34,41.1,,301.9,99.49,0.10733076,33.3,99.49
3099,288,82,136,30771.67,10.197,18,34,40.1,,300.4,98.3,0.10733076,33.24,98.3
3100,286,83,136,30780.76,10.197,18,33,40.4,37.99,298.7,97.13,0.10733076,33.18,97.13
3101,284,81,136,30791.13,10.197,18,33,40.4,37.99,295.9,96.29,0.10733076,33.1,96.29
3102,283,80,136,30800.66,10.197,18,34,39.9,37.99,295.5,96.21,0.10733076,33.04,96.21
3103,284,79,136,30809.78,10.197,18,34,39.7,37.99,295.9,96.41,0.10733076,32.98,96.41
3104,285,79,136,30819.76,10.197,18,34,40.1,37.99,296.5,96.51,0.10733076,32.87,96.51
3105,285,79,136,30830.44,10.197,18,34,40.9,37.99,297.1,96.58,0.10733076,32.73,96.58
3106,285,79,137,30842.89,10.197,18,34,40.9,37.99,299.2,96.92,0.10733076,32.51,96.92
3107,285,79,137,30853.25,10.197,18,34,41.1,37.99,301.6,97.31,0.10733076,32.26,97.31
3108,285,80,138,30862.49,10.197,18,34,40.6,37.99,300.9,96.97,0.10733076,32.06,96.97
3109,285,80,137,30871.17,10.197,18,34,41.3,37.99,300.4,96.77,0.10733076,31.89,96.77
3110,284,79,136,30882.22,10.197,18,34,41.1,37.99,300.8,97.09,0.10733076,31.8,97.09
3111,284,78,136,30892.57,10.197,18,35,41.2,37.99,301.2,97.37,0.10733076,31.7,97.37
3112,285,78,136,30902.93,10.197,18,35,42.0,37.99,301.4,97.39,0.10733076,31.58,97.39
3113,286,78,136,30912.17,10.197,18,35,41.8,37.99,301.7,97.37,0.10733076,31.48,97.37
3114,286,79,136,30920.52,10.197,18,35,41.8,37.99,302.1,97.18,0.10733076,31.46,97.18
3115,285,79,136,30931.87,10.197,18,34,41.6,37.99,302.5,97.0,0.10733076,31.43,97.0
3116,285,78,136,30944.32,10.197,18,35,41.7,37.99,300.8,96.08,0.10733076,31.47,96.08
3117,285,79,135,30954.68,10.197,18,34,42.4,37.99,299.7,95.51,0.10733076,31.52,95.51
3118,287,81,135,30964.21,10.197,18,34,42.5,37.99,301.7,96.33,0.10733076,31.57,96.33
3119,287,82,135,30973.27,10.197,18,33,43.0,37.99,303.5,96.85,0.10733076,31.62,96.85
3120,286,82,135,30983.65,10.197,18,33,41.6,37.99,304.1,96.06,0.10733076,31.69,96.06
3121,284,81,134,30994.81,10.197,18,33,41.6,37.99,303.9,95.12,0.10733076,31.74,95.12
3122,283,80,134,31005.62,10.197,18,34,41.0,37.99,300.1,93.56,0.10733076,31.72,93.56
3123,285,79,134,31014.71,10.197,18,34,40.5,37.99,296.5,92.26,0.10733076,31.64,92.26
3124,285,80,134,31025.05,10.197,18,34,40.4,37.99,292.9,91.45,0.10733076,31.43,91.45
3125,284,80,133,31035.04,10.197,18,34,40.8,37.99,290.9,91.15,0.10733076,31.35,91.15
3126,283,79,134,31044.4,10.197,18,34,40.5,37.99,289.1,90.9,0.10733076,31.28,90.9
3127,285,79,133,31055.66,10.197,18,34,40.9,37.99,288.9,91.93,0.10733076,31.27,91.93
3128,287,79,133,31067.71,10.197,18,35,42.1,37.99,290.7,94.28,0.10733076,31.32,94.28
3129,287,80,133,31076.78,10.197,18,34,42.3,37.99,291.6,94.09,0.10733076,31.28,94.09
3130,285,81,133,31086.36,10.197,18,34,41.8,37.99,292.5,93.87,0.10733076,31.25,93.87
3131,285,81,134,31095.43,10.197,18,34,41.2,37.99,289.1,92.6,0.10733076,31.23,92.6
3132,285,81,133,31105.76,10.197,18,34,41.1,37.99,286.7,91.98,0.10733076,31.26,91.98
3133,284,80,132,31116.96,10.197,18,34,41.7,37.99,286.3,92.58,0.10733076,31.34,92.58
3134,284,79,133,31128.57,10.197,18,34,41.7,37.99,286.0,92.94,0.10733076,31.4,92.94
3135,285,79,133,31137.81,10.197,18,34,41.7,37.99,285.7,92.95,0.10733076,31.41,92.95
3136,285,80,133,31145.65,10.197,18,34,41.2,37.99,285.4,92.89,0.10733076,31.41,92.89
3137,283,79,133,31154.43,10.197,18,34,41.6,37.99,284.7,92.55,0.10733076,31.36,92.55
3138,284,78,132,31165.19,10.197,18,35,40.8,37.99,283.9,92.23,0.10733076,31.31,92.23
3139,285,78,132,31177.43,10.197,18,35,41.1,37.99,282.2,92.04,0.10733076,31.34,92.04
3140,286,78,132,31187.3,10.197,18,35,40.8,37.99,281.7,92.25,0.10733076,31.43,92.25
3141,286,80,133,31198.91,10.197,18,34,41.0,37.99,282.4,92.95,0.10733076,31.58,92.95
3142,287,81,133,31208.48,10.197,18,34,40.9,37.99,282.8,93.45,0.10733076,31.75,93.45
3143,286,82,133,31217.58,10.197,18,33,40.3,37.99,283.0,93.75,0.10733076,31.94,93.75
3144,284,81,133,31227.93,10.079,18,33,40.0,37.99,282.8,93.86,0.10733076,32.1,93.86
3145,282,80,133,31238.28,10.013,18,34,41.0,37.99,281.8,93.48,0.10733076,32.2,93.48
3146,283,79,133,31249.44,10.197,18,34,40.9,37.99,280.7,93.09,0.10733076,32.3,93.09
3147,285,79,133,31261.04,10.197,18,34,41.4,37.99,278.8,92.53,0.10733076,32.49,92.53
3148,285,79,133,31270.59,10.197,18,34,40.5,37.99,277.0,92.2,0.10733076,32.71,92.2
3149,284,79,134,31279.68,10.197,18,34,40.5,37.99,278.2,93.32,0.10733076,32.93,93.32
3150,284,79,133,31290.03,10.197,18,34,40.8,37.99,279.4,94.45,0.10733076,33.14,94.45
3151,285,79,134,31299.57,10.197,18,34,42.2,37.99,282.4,95.3,0.10733076,33.39,95.3
3152,286,80,134,31308.65,10.197,18,34,41.8,37.99,285.1,95.86,0.10733076,33.63,95.86
3153,286,81,134,31319.8,10.197,18,34,40.8,37.99,280.7,94.03,0.10733076,33.81,94.03
3154,284,80,134,31330.49,10.197,18,34,41.0,37.99,276.0,92.94,0.10733076,34.02,92.94
3155,285,79,134,31339.07,10.197,18,34,41.5,37.99,272.0,92.66,0.10733076,34.25,92.66
3156,285,79,135,31352.13,10.197,18,34,40.8,37.98,273.0,93.7,0.10733076,34.48,93.7
3157,285,78,135,31361.67,10.197,18,35,41.8,37.98,273.9,94.03,0.10733076,34.64,94.03
3158,285,79,134,31370.76,10.197,18,34,41.7,37.98,274.7,94.11,0.10733076,34.79,94.11
3159,286,79,134,31381.11,10.197,18,35,42.1,37.98,275.1,94.1,0.10733076,34.96,94.1
3160,285,79,134,31391.46,10.197,18,34,42.3,37.98,275.0,93.94,0.10733076,35.17,93.94
3161,285,79,133,31401.81,10.197,18,34,42.3,37.98,274.7,93.3,0.10733076,35.3,93.3
3162,283,78,133,31411.35,10.197,18,35,41.2,37.98,273.3,92.84,0.10733076,35.46,92.84
3163,284,77,133,31422.06,10.197,18,35,40.7,37.98,270.9,92.58,0.10733076,35.67,92.58
3164,286,78,133,31433.82,10.197,18,35,41.5,37.98,269.9,92.56,0.10733076,35.84,92.56
3165,287,79,133,31442.5,10.197,18,35,42.1,37.98,269.4,92.61,0.10733076,36.0,92.61
3166,286,79,133,31453.55,10.197,18,35,42.2,37.98,270.8,92.8,0.10733076,36.04,92.8
3167,285,80,133,31463.09,10.197,18,34,41.7,37.98,272.3,92.93,0.10733076,36.12,92.93
3168,285,80,133,31472.18,10.197,18,34,40.8,37.98,273.9,92.99,0.10733076,36.24,92.99
3169,285,80,132,31482.54,10.197,18,34,40.6,37.98,273.5,92.92,0.10733076,36.38,92.92
3170,284,79,132,31493.71,10.197,18,34,40.0,37.98,272.7,92.82,0.10733076,36.51,92.82
3171,283,78,132,31505.32,10.197,18,35,39.7,37.98,270.8,92.79,0.10733076,36.52,92.79
3172,285,79,131,31514.85,10.197,18,34,40.1,37.98,268.5,92.77,0.10733076,36.5,92.77
3173,285,79,131,31523.95,10.197,18,34,40.1,37.98,265.9,92.77,0.10733076,36.42,92.77
3174,285,79,131,31534.28,10.197,18,34,40.1,37.98,263.0,92.46,0.10733076,36.25,92.46
3175,286,80,132,31543.82,10.197,18,34,40.6,37.98,260.0,91.84,0.10733076,36.0,91.84
3176,286,80,131,31554.03,10.197,18,34,40.6,37.98,260.0,91.94,0.10733076,35.81,91.94
3177,285,79,132,31565.77,10.197,18,34,40.7,37.98,260.1,92.05,0.10733076,35.63,92.05
3178,285,80,131,31575.0,10.197,18,34,40.6,37.98,260.1,92.04,0.10733076,35.39,92.04
3179,285,80,131,31586.03,10.197,18,34,40.2,37.98,261.7,92.71,0.10733076,35.11,92.71
3180,285,80,131,31594.63,10.197,18,34,39.7,37.98,266.6,94.92,0.10733076,34.78,94.92
3181,285,81,131,31600.56,10.197,18,34,39.8,37.98,265.9,93.79,0.10733076,34.46,93.79
3182,286,82,132,31617.1,9.963,18,33,39.9,37.98,264.3,92.87,0.10733076,34.21,92.87
3183,284,80,131,31626.63,9.757,18,34,40.2,37.98,261.8,92.21,0.10733076,34.03,92.21
3184,283,79,131,31635.72,10.077,18,34,41.0,37.98,261.2,92.24,0.10733076,33.88,92.24
3185,286,80,131,31644.97,10.197,18,34,40.5,37.98,262.7,93.03,0.10733076,33.78,93.03
3186,288,81,132,31653.64,10.194,18,34,40.6,37.98,264.2,93.75,0.10733076,33.69,93.75
3187,286,82,132,31665.47,10.191,18,33,41.5,37.98,265.4,93.52,0.10733076,33.76,93.52
3188,283,80,133,31677.12,10.197,18,34,41.3,37.98,266.2,93.25,0.10733076,33.83,93.25
3189,283,79,133,31687.48,10.197,18,34,41.6,37.98,265.2,92.72,0.10733076,33.92,92.72
3190,284,78,133,31697.83,10.197,18,35,41.8,37.98,265.3,92.87,0.10733076,34.06,92.87
3191,285,78,133,31708.18,10.197,18,35,43.0,37.98,266.1,93.5,0.10733076,34.24,93.5
3192,285,78,133,31717.72,10.197,18,35,41.3,37.98,267.1,94.05,0.10733076,34.44,94.05
3193,284,77,132,31726.79,10.197,18,35,41.9,37.98,268.3,94.44,0.10733076,34.68,94.44
3194,284,77,132,31737.13,10.197,18,35,42.1,37.98,269.0,94.32,0.10733076,34.79,94.32
3195,285,77,132,31747.13,10.197,18,35,42.9,37.98,268.9,93.66,0.10733076,34.77,93.66
3196,286,78,133,31756.45,10.197,18,35,43.0,37.98,268.4,92.96,0.10733076,34.72,92.96
3197,286,79,133,31767.74,10.197,18,35,42.9,37.98,265.5,92.01,0.10733076,34.46,92.01
3198,286,80,132,31779.81,10.197,18,34,42.5,37.98,265.8,92.6,0.10733076,34.28,92.6
3199,286,81,132,31788.92,10.197,18,34,43.1,37.98,270.2,94.53,0.10733076,34.23,94.53
3200,287,82,132,31798.45,10.197,18,33,42.6,37.98,275.0,95.38,0.10733076,34.26,95.38
3201,286,83,133,31807.55,10.197,18,33,42.8,37.98,273.8,93.76,0.10733076,34.27,93.76
3202,284,81,132,31818.71,10.197,18,33,43.2,37.98,272.7,92.39,0.10733076,34.29,92.39
3203,283,80,132,31830.31,10.197,18,34,43.0,37.98,271.4,91.99,0.10733076,34.32,91.99
3204,283,79,132,31840.66,10.197,18,34,42.4,37.98,271.6,91.95,0.10733076,34.43,91.95
3205,284,79,132,31850.2,10.197,18,34,42.0,37.98,273.5,92.38,0.10733076,34.66,92.38
3206,285,79,133,31859.29,10.197,18,34,41.3,37.98,276.8,92.64,0.10733076,34.99,92.64
3207,285,79,133,31869.63,10.197,18,34,40.4,37.98,278.3,92.71,0.10733076,35.18,92.71
3208,285,79,133,31879.62,10.197,18,34,40.5,37.98,278.9,92.68,0.10733076,35.29,92.68
3209,286,80,133,31888.98,10.197,18,34,40.3,37.98,279.0,92.48,0.10733076,35.41,92.48
3210,285,79,133,31898.63,10.197,18,34,40.6,37.98,278.6,92.04,0.10733076,35.55,92.04
3211,283,78,133,31910.59,10.197,18,35,41.1,37.98,277.9,91.94,0.10733076,35.76,91.94
3212,284,78,134,31922.65,10.197,18,35,41.5,37.98,277.3,92.14,0.10733076,35.95,92.14
3213,286,79,134,31931.72,10.197,18,35,41.3,37.98,279.4,93.61,0.10733076,35.78,93.61
3214,286,79,134,31941.7,10.197,18,35,42.8,37.98,281.6,95.01,0.10733076,35.59,95.01
3215,284,79,134,31951.7,10.197,18,34,42.4,37.98,284.6,95.53,0.10733076,35.2,95.53
3216,284,79,134,31961.97,10.197,18,34,41.9,37.98,286.2,95.76,0.10733076,34.77,95.76
3217,286,79,134,31971.06,10.197,18,35,42.2,37.98,286.1,95.68,0.10733076,34.32,95.68
3218,286,79,134,31981.43,10.197,18,35,41.8,37.98,285.1,95.47,0.10733076,33.92,95.47
3219,285,80,134,31990.96,10.197,18,34,40.6,37.98,284.1,95.29,0.10733076,33.55,95.29
3220,284,79,133,32001.68,10.197,18,34,41.0,37.98,283.5,95.2,0.10733076,33.3,95.2
3221,285,78,132,32014.18,10.197,18,35,41.8,37.98,283.0,95.11,0.10733076,33.06,95.11
3222,285,79,132,32023.53,10.197,18,34,40.8,37.98,282.3,95.0,0.10733076,32.84,95.0
3223,285,79,132,32033.18,10.197,18,34,40.9,37.98,281.4,94.88,0.10733076,32.64,94.88
3224,285,79,132,32043.52,10.197,18,34,42.0,37.98,284.5,95.72,0.10733076,32.42,95.72
3225,286,79,132,32053.06,10.197,18,35,41.4,37.98,286.5,95.97,0.10733076,32.25,95.97
3226,286,80,133,32062.16,10.197,18,34,42.5,37.98,286.6,95.39,0.10733076,32.15,95.39
3227,284,80,132,32072.5,10.197,18,34,42.0,37.98,286.7,94.82,0.10733076,32.04,94.82
3228,283,78,132,32083.68,10.197,18,35,41.9,37.98,286.9,94.72,0.10733076,32.03,94.72
3229,284,77,133,32095.29,10.197,18,35,42.3,37.98,287.0,94.76,0.10733076,32.05,94.76
3230,287,79,133,32105.64,10.197,18,35,42.1,37.98,287.5,95.25,0.10733076,32.08,95.25
3231,287,80,134,32114.23,10.197,18,34,41.6,37.98,288.1,95.98,0.10733076,32.11,95.98
3232,286,81,134,32120.13,10.197,18,34,41.6,37.98,289.3,96.69,0.10733076,32.11,96.69
3233,283,80,134,32134.62,10.197,18,34,42.3,37.98,292.7,97.39,0.10733076,31.96,97.39
3234,284,79,134,32144.97,10.197,18,34,41.3,37.98,294.7,97.21,0.10733076,31.81,97.21
3235,283,78,134,32155.32,10.197,18,35,40.4,37.98,294.4,95.73,0.10733076,31.65,95.73
3236,284,77,134,32164.85,10.197,18,35,40.4,37.98,292.9,95.15,0.10733076,31.56,95.15
3237,286,78,135,32173.93,10.197,18,35,41.4,37.98,291.2,94.73,0.10733076,31.48,94.73
3238,287,78,134,32184.28,10.197,18,35,40.5,37.98,291.5,95.17,0.10733076,31.38,95.17
3239,285,78,134,32194.65,10.197,18,35,41.5,37.98,292.4,95.86,0.10733076,31.28,95.86
3240,284,77,134,32205.8,10.197,18,35,41.2,37.98,293.8,96.11,0.10733076,31.14,96.11
3241,285,77,134,32217.4,10.197,18,35,41.3,37.98,295.6,96.0,0.10733076,30.97,96.0
3242,286,77,134,32227.76,10.197,18,35,40.6,37.98,293.9,95.65,0.10733076,31.04,95.65
3243,285,78,134,32238.1,10.197,18,35,40.5,37.98,292.8,95.46,0.10733076,31.14,95.46
3244,283,77,134,32248.46,10.197,18,35,40.7,37.98,293.0,95.64,0.10733076,31.3,95.64
3245,283,76,134,32258.8,10.197,18,36,41.4,37.98,292.9,95.69,0.10733076,31.45,95.69
3246,284,75,134,32268.35,10.197,18,36,41.1,37.98,291.4,94.95,0.10733076,31.63,94.95
3247,287,76,134,32277.46,10.197,18,36,41.4,37.98,290.3,94.43,0.10733076,31.82,94.43
3248,287,78,134,32287.81,10.197,18,35,41.8,37.98,290.0,94.56,0.10733076,32.04,94.56
3249,286,78,134,32297.77,10.197,18,35,41.5,37.98,289.7,94.72,0.10733076,32.21,94.72
3250,285,78,135,32307.09,10.197,18,35,41.6,37.98,289.5,94.92,0.10733076,32.31,94.92
3251,287,79,135,32316.78,10.197,18,35,40.9,37.98,289.3,95.12,0.10733076,32.42,95.12
3252,286,80,135,32327.95,10.197,18,34,41.4,37.98,289.4,95.3,0.10733076,32.53,95.3
3253,286,81,135,32338.73,10.197,18,34,42.1,37.98,288.2,94.86,0.10733076,32.69,94.86
3254,287,83,136,32348.63,10.197,18,33,40.9,37.98,286.1,94.02,0.10733076,32.87,94.02
3255,287,84,136,32360.26,10.197,18,33,41.3,37.98,283.7,93.38,0.10733076,32.85,93.38
3256,285,85,136,32369.79,10.197,18,32,40.9,37.98,281.7,92.97,0.10733076,32.82,92.97
3257,284,84,136,32378.89,10.197,18,32,40.8,37.98,281.7,93.56,0.10733076,32.78,93.56
3258,282,82,136,32389.24,10.197,18,33,41.7,37.98,281.1,94.0,0.10733076,32.79,94.0
3259,282,80,137,32398.47,10.197,18,34,40.6,37.98,279.5,94.11,0.10733076,32.94,94.11
3260,283,79,136,32406.83,10.197,18,34,42.0,37.98,279.5,94.39,0.10733076,33.07,94.39
3261,284,78,137,32417.53,10.197,18,35,43.3,37.98,279.5,94.66,0.10733076,33.19,94.66
3262,284,77,137,32428.57,10.197,18,35,42.8,37.98,279.9,95.24,0.10733076,33.32,95.24
3263,284,76,137,32440.56,10.197,18,36,43.7,37.98,280.7,96.13,0.10733076,33.46,96.13
3264,285,76,137,32452.59,10.197,18,36,43.7,37.98,281.8,96.6,0.10733076,33.67,96.6
3265,286,78,137,32461.69,10.197,18,35,42.2,37.98,283.1,96.59,0.10733076,33.97,96.59
3266,286,79,137,32472.04,10.197,18,35,41.6,37.98,281.4,96.44,0.10733076,34.24,96.44
3267,285,79,136,32481.57,10.197,18,34,41.1,37.98,280.0,96.32,0.10733076,34.49,96.32
3268,286,79,136,32490.29,10.197,18,35,39.8,37.98,279.3,96.27,0.10733076,34.69,96.27
3269,286,80,137,32500.32,10.197,18,34,39.0,37.98,277.5,95.7,0.10733076,34.86,95.7
3270,286,81,137,32512.18,10.197,18,34,39.7,37.98,272.7,93.76,0.10733076,34.92,93.76
3271,284,80,136,32523.79,10.197,18,34,38.8,37.98,269.0,92.92,0.10733076,34.94,92.92
3272,284,79,136,32533.02,10.197,18,34,38.9,37.98,265.8,92.54,0.10733076,34.96,92.54
3273,285,79,136,32541.72,10.197,18,34,39.1,37.98,268.2,93.6,0.10733076,34.98,93.6
3274,286,80,136,32552.77,10.197,18,34,38.8,37.98,268.4,93.73,0.10733076,35.04,93.73
3275,285,79,136,32562.3,10.197,18,34,38.4,37.98,267.3,93.3,0.10733076,35.11,93.3
3276,285,79,136,32573.04,10.197,18,34,39.0,37.98,267.0,93.86,0.10733076,35.26,93.86
3277,286,80,135,32584.77,10.197,18,34,38.0,37.99,266.9,94.6,0.10733076,35.42,94.6
3278,286,81,135,32593.47,10.197,18,34,38.6,37.99,268.8,95.75,0.10733076,35.61,95.75
3279,285,81,135,32603.7,10.197,18,34,38.5,37.99,270.5,96.57,0.10733076,35.76,96.57
3280,284,80,135,32612.78,10.197,18,34,37.3,37.99,271.3,96.82,0.10733076,35.83,96.82
3281,284,79,136,32623.08,10.197,18,34,37.4,37.99,272.7,97.25,0.10733076,36.02,97.25
3282,284,78,135,32633.43,10.197,18,35,37.9,37.99,274.3,97.78,0.10733076,36.25,97.78
3283,284,78,135,32643.47,10.197,18,35,38.3,37.99,275.8,98.18,0.10733076,36.44,98.18
3284,285,79,134,32654.18,10.197,18,34,39.3,37.99,277.1,98.41,0.10733076,36.58,98.41
3285,285,79,134,32666.6,10.197,18,34,39.1,37.99,276.7,97.75,0.10733076,36.62,97.75
3286,285,79,134,32675.82,10.197,18,34,38.6,37.99,276.1,97.24,0.10733076,36.65,97.24
3287,285,79,134,32684.19,10.197,18,34,38.5,37.99,274.4,97.49,0.10733076,36.69,97.49
3288,286,80,133,32694.89,10.197,18,34,38.8,37.99,275.1,97.79,0.10733076,36.7,97.79
3289,286,80,134,32705.1,10.197,18,34,39.2,37.99,275.4,97.86,0.10733076,36.71,97.86
3290,285,80,134,32715.04,10.197,18,34,39.4,37.99,274.9,97.59,0.10733076,36.72,97.59
3291,285,80,134,32726.64,10.197,18,34,40.1,37.99,273.6,97.07,0.10733076,36.71,97.07
3292,284,79,133,32736.96,10.197,18,34,39.3,37.99,270.4,96.03,0.10733076,36.68,96.03
3293,284,78,133,32747.33,10.197,18,35,39.1,37.99,268.1,95.38,0.10733076,36.59,95.38
3294,284,79,133,32757.71,10.197,18,34,39.9,37.99,267.4,95.13,0.10733076,36.52,95.13
3295,285,79,134,32767.24,10.197,18,34,38.6,37.99,270.0,95.67,0.10733076,36.56,95.67
3296,285,79,134,32776.34,10.197,18,34,38.9,37.99,271.2,95.7,0.10733076,36.64,95.7
3297,285,79,133,32786.69,10.197,18,34,39.0,37.99,272.0,95.53,0.10733076,36.7,95.53
3298,285,79,132,32796.22,10.197,18,34,39.0,37.99,273.0,95.32,0.10733076,36.71,95.32
3299,286,79,133,32806.92,10.197,18,35,39.5,37.99,274.2,95.21,0.10733076,36.71,95.21
3300,285,79,132,32818.96,10.197,18,34,39.5,37.99,276.1,95.74,0.10733076,36.66,95.74
3301,285,79,132,32828.09,10.197,18,34,39.6,37.99,277.9,96.45,0.10733076,36.56,96.45
3302,286,79,132,32837.76,10.197,18,35,40.2,37.99,278.7,96.83,0.10733076,36.43,96.83
3303,286,80,133,32846.73,10.197,18,34,39.2,37.99,277.6,96.32,0.10733076,36.33,96.32
