time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,hrv,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,THb,TymeBreathRate,TymeVentilation
5287,285,78,133,55163.22,10.571,19,35,64.961,449:449,38.2,30.4,193.0,0.7,0.58348966,73.017,34.23,65.84
5288,286,79,133,55172.99,10.571,19,35,65.031815,449:451,38.2,30.4,189.6,0.7,0.58360004,73.72546,34.73,65.72
5289,285,79,133,55183.72,10.571,19,34,65.10222,449,38.2,30.4,187.3,0.7,0.58371043,72.98333,35.17,66.02
5290,284,79,134,55193.13,10.571,19,34,65.274,894:451,38.2,30.4,188.6,0.7,0.58382076,72.381,35.39,66.49
5291,284,79,134,55203.05,10.571,19,34,65.43727,448:448:446,38.2,30.4,189.9,0.7,0.58393115,73.24,35.62,66.97
5292,283,78,134,55214.73,10.571,19,35,65.40667,449,38.2,30.4,193.3,0.7,0.5840415,73.11889,36.05,67.96
5293,283,77,133,55223.95,10.571,19,35,65.203,446:446:442,38.2,30.4,197.3,0.7,0.58415186,72.388,36.39,68.92
5294,285,78,133,55235.71,10.571,19,35,65.15546,451:446,38.2,30.45,201.8,0.7,0.58426225,71.34454,36.64,69.85
5295,287,81,134,55248.1,10.571,19,34,65.22889,449,38.2,30.4,203.5,0.7,0.5843726,72.14222,36.82,70.37
5296,285,82,134,55258.31,10.571,19,33,65.096,894:449:444,38.2,30.4,204.8,0.7,0.58448297,73.373,36.99,70.83
5297,282,82,134,55267.97,10.571,19,33,64.82455,446:449,38.2,30.4,204.7,0.7,0.5845933,71.90091,37.11,71.18
5298,282,81,134,55278.14,10.571,19,33,64.92,442:449,38.2,30.4,205.4,0.7,0.5847037,71.94222,37.2,71.48
5299,283,79,134,55288.87,10.571,19,34,65.085,893,38.2,30.4,207.0,0.7,0.584814,71.677,37.28,71.74
5300,284,78,134,55299.61,10.571,19,35,65.26727,449:444:448,38.2,30.4,206.9,0.7,0.5849244,70.99909,37.39,71.9
5301,284,78,134,55310.33,10.571,19,35,65.45111,898,38.2,30.4,207.1,0.7,0.5850348,70.58889,37.55,72.36
5302,285,79,134,55322.21,10.571,19,34,65.481,448:446,38.2,30.4,207.9,0.7,0.5851451,70.9,37.79,73.28
5303,284,80,134,55333.94,10.571,19,34,65.48273,451:453,38.2,30.4,206.7,0.7,0.5852555,70.27,37.93,73.53
5304,283,80,134,55343.52,10.462,19,34,65.39,444:448:449,38.2,30.4,204.6,0.7,0.58536583,71.026665,38.03,73.48
5305,283,79,134,55353.26,10.477,19,34,65.259,446:449,38.2,30.4,203.1,0.7,0.5854762,71.081,38.13,73.41
5306,285,78,134,55364.0,10.571,19,35,65.141,451:449,38.2,30.4,202.2,0.7,0.5855866,70.136,38.19,73.38
5307,285,78,134,55374.72,10.571,19,35,65.033,449:448,38.2,30.4,202.4,0.7,0.58569694,69.364,38.11,73.6
5308,285,79,133,55384.29,10.571,19,34,64.996,896,38.2,30.4,203.3,0.7,0.5858073,70.258,37.98,73.78
5309,284,80,134,55394.04,10.571,19,34,64.95545,446:446:448,38.2,30.4,204.6,0.7,0.58591765,72.20091,37.82,73.95
5310,284,80,134,55404.77,10.571,19,34,64.791115,448:446,38.2,30.4,203.5,0.7,0.58602804,71.47444,37.59,73.27
5311,284,79,134,55415.5,10.571,19,34,64.675,442:453,38.2,30.4,202.3,0.7,0.58613837,71.534,37.21,72.7
5312,284,80,134,55427.38,10.571,19,34,64.52273,446:449:446,38.2,30.4,201.9,0.7,0.58624876,71.40182,36.68,72.55
5313,283,80,134,55438.13,10.571,19,34,64.26444,449:449,38.2,30.4,200.2,0.7,0.58635914,70.475555,36.27,71.88
5314,282,79,134,55446.77,10.571,19,34,64.026,449:448,38.2,30.4,200.1,0.7,0.5864695,70.786,36.22,72.21
5315,281,78,134,55456.27,10.32,19,34,63.816364,444:448,38.2,30.4,200.1,0.7,0.58657986,72.04909,36.17,72.53
5316,283,76,134,55466.99,10.355,19,36,63.657776,449:449:448,38.2,30.4,199.8,0.7,0.5866902,71.43445,36.19,72.49
5317,285,75,134,55477.7,10.571,19,36,63.57,451:449,38.2,30.4,199.6,0.7,0.5868006,71.684,36.22,72.44
5318,285,76,134,55489.59,10.571,19,36,63.445454,451:453,38.2,30.4,199.3,0.7,0.58691096,71.80546,36.25,72.39
5319,284,78,134,55501.33,10.571,19,35,63.344444,448:453,38.2,30.4,198.5,0.7,0.5870213,70.78667,36.42,72.12
5320,283,78,134,55512.07,10.403,19,35,63.334,453:449,38.2,30.4,197.6,0.7,0.5871317,70.781,36.6,71.8
5321,283,77,133,55522.8,10.427,19,35,63.29909,451:453:453,38.2,30.4,194.6,0.7,0.587242,71.76363,36.79,70.93
5322,284,76,134,55533.53,10.571,19,36,63.135555,449,38.2,30.4,192.4,0.7,0.5873524,71.69222,36.98,70.4
5323,284,77,133,55544.24,10.571,19,35,62.957,453:451:453,38.2,30.4,192.4,0.7,0.5874627,71.008,37.17,70.76
5324,285,77,132,55553.81,10.571,19,35,62.83,,38.2,30.4,192.4,0.7,0.5875731,72.18727,37.3,71.08
5325,287,78,132,55563.57,10.571,19,35,62.766666,1353:451,38.2,30.4,192.5,0.7,0.5876835,70.80666,37.32,71.31
5326,286,79,132,55574.3,10.571,19,35,62.707,453:444,38.2,30.4,192.5,0.7,0.5877938,71.406,37.32,71.52
5327,284,80,133,55585.03,10.571,19,34,62.655453,451:451:449,38.2,30.4,191.7,0.7,0.5879042,72.251816,37.18,71.27
5328,283,80,132,55595.77,10.571,19,34,62.68667,451:451,38.2,30.4,191.7,0.7,0.58801454,72.22222,36.82,71.47
5329,283,79,132,55605.34,10.571,19,34,62.785,449:453,38.2,30.4,191.0,0.7,0.58812493,71.585,36.58,71.44
5330,284,78,133,55615.07,10.571,19,35,62.77909,453:453:451,38.2,30.4,190.2,0.7,0.5882353,70.28909,36.44,71.39
5331,284,78,133,55625.8,10.571,19,35,62.81222,451:453,38.2,30.4,192.1,0.7,0.58834565,72.9,36.43,72.27
5332,283,77,133,55636.54,10.571,19,35,62.77,446,38.2,30.4,191.2,0.7,0.58845603,73.435,36.52,71.81
5333,283,77,133,55647.27,10.571,19,35,62.697273,907:451,38.2,30.4,189.0,0.7,0.58856636,71.95182,36.67,70.77
5334,283,76,133,55658.0,10.571,19,36,62.64,455:456,38.2,30.4,187.1,0.7,0.58867675,72.096664,36.95,70.39
5335,284,75,133,55668.7,10.571,19,36,62.564,456:453:456,38.2,30.4,185.2,0.7,0.58878714,72.651,37.22,70.01
5336,285,76,133,55679.43,10.571,19,36,62.63727,456:455,38.2,30.4,185.0,0.7,0.58889747,72.01182,37.57,70.3
5337,285,77,133,55690.19,10.571,19,35,62.764446,458:449,38.2,30.4,185.3,0.7,0.58900785,72.28667,37.94,70.74
5338,284,77,132,55700.91,10.571,19,35,62.934,458:456,38.2,30.4,186.0,0.7,0.5891182,72.901,38.67,70.89
5339,283,77,132,55710.49,10.571,19,35,63.124546,453:455,38.2,30.4,187.6,0.7,0.5892286,72.80909,39.27,71.32
5340,285,78,132,55720.24,10.571,19,35,63.177776,462:456,38.2,30.4,188.9,0.7,0.5893389,72.85222,39.75,71.71
5341,286,79,131,55732.1,10.571,19,35,63.152,455:456,38.2,30.4,188.6,0.7,0.5894493,73.562,40.06,71.73
5342,284,79,131,55743.82,10.571,19,34,63.167,456:453:456,38.2,30.4,187.4,0.7,0.5895597,73.26,40.25,71.65
5343,283,79,131,55754.58,10.571,19,34,63.235,,38.2,30.4,186.2,0.7,0.58967,72.83,40.34,71.79
5344,283,78,132,55765.3,10.571,19,35,63.318,912:911,38.2,30.4,185.6,0.7,0.5897804,71.419,40.21,72.71
5345,283,77,132,55776.01,10.571,19,35,63.395,456:453,38.2,30.4,184.7,0.7,0.5898907,73.17,40.08,72.62
5346,283,77,132,55784.43,10.571,19,35,63.408,456:458:458,38.2,30.4,183.6,0.7,0.5900011,73.451,39.95,72.3
5347,284,76,132,55792.65,10.571,19,36,63.441,456:458,38.2,30.4,181.3,0.7,0.5901115,72.534,39.86,71.75
5348,284,75,131,55803.36,10.419,19,36,63.524,449:458,38.2,30.4,177.8,0.7,0.5902218,72.924,40.02,71.13
5349,284,75,131,55814.66,10.427,19,36,63.544,456:451,38.2,30.4,179.2,0.7,0.5903322,72.829,40.24,71.59
5350,285,76,132,55825.39,10.571,19,36,63.601,455:455:453,38.2,30.4,180.8,0.7,0.59044254,72.914,40.49,71.96
5351,285,76,131,55835.6,10.571,19,36,63.605,456:456,38.2,30.4,181.1,0.7,0.5905529,72.874,40.82,71.4
5352,285,77,131,55846.3,10.571,19,35,63.675,456:449,38.2,30.4,182.0,0.7,0.59066325,73.92,41.08,71.42
5353,285,78,131,55858.72,10.571,19,35,63.813,455,38.2,30.4,182.9,0.7,0.59077364,73.279,41.31,71.59
5354,285,78,131,55869.92,10.571,19,35,64.007,910:455,38.2,30.35,183.6,0.7,0.59088403,72.468,41.39,71.41
5355,285,79,132,55880.64,10.571,19,34,64.183,453:456,38.2,30.35,182.7,0.7,0.59099436,72.391,41.44,70.91
5356,285,80,131,55890.75,10.571,19,34,64.406,453:456,38.2,30.35,180.6,0.7,0.59110475,73.094,41.46,70.17
5357,285,81,131,55899.94,10.571,19,34,64.628,453:451:453,38.2,30.35,177.9,0.7,0.5912151,72.804,41.39,69.87
5358,284,81,132,55910.12,10.571,19,33,64.735,453:456,38.2,30.4,176.8,0.7,0.59132546,72.562,41.19,70.17
5359,283,80,132,55921.41,10.571,19,34,64.806,449:453,38.2,30.4,177.3,0.7,0.59143585,73.297,40.87,70.93
5360,284,79,132,55933.22,10.571,19,34,64.891,453:455,38.2,30.35,178.0,0.7,0.5915462,72.369,40.53,71.69
5361,285,80,132,55943.97,10.571,19,34,64.973,449:451,38.2,30.35,177.2,0.7,0.59165657,71.889,40.15,71.13
5362,284,80,132,55954.15,10.571,19,34,65.082,449:451:449,38.2,30.4,176.8,0.7,0.5917669,71.69,39.85,70.91
5363,284,81,132,55964.89,10.571,19,33,65.208,451:453,38.2,30.35,176.5,0.7,0.5918773,72.853,39.58,70.83
5364,285,81,132,55974.46,10.571,19,34,65.259,451:449:453,38.2,30.35,177.2,0.7,0.5919876,72.726,39.27,71.02
5365,285,82,132,55984.2,10.571,19,33,65.353,453:448,38.2,30.35,177.6,0.7,0.592098,72.358,38.96,70.99
5366,284,82,133,55996.09,10.571,19,33,65.42,453:453,38.2,30.35,174.9,0.7,0.5922084,72.059,38.73,69.76
5367,282,80,133,56007.81,10.571,19,34,65.523,453:451,38.2,30.35,176.2,0.7,0.5923187,71.559,38.61,70.48
5368,281,78,133,56018.54,10.571,19,34,65.663,451:451,38.2,30.35,178.1,0.7,0.5924291,72.726,38.51,71.48
5369,282,77,133,56029.26,10.571,19,35,65.751,455:451,38.2,30.35,178.9,0.7,0.5925394,72.735,38.42,71.42
5370,284,77,132,56039.99,10.571,19,35,65.777,451:907,38.2,30.35,179.8,0.7,0.5926498,71.5,38.37,71.23
5371,285,77,132,56050.2,10.571,19,35,65.824,453:456,38.2,30.35,180.9,0.7,0.5927602,71.317,38.4,70.78
5372,285,78,132,56059.85,10.571,19,35,65.833,451:456,38.2,30.35,182.7,0.7,0.59287053,71.353,38.44,71.02
5373,284,78,133,56070.03,10.571,19,35,65.818,451,38.2,30.35,185.3,0.7,0.5929809,70.454,38.5,71.88
5374,284,78,133,56080.77,10.571,19,35,65.779,912:455,38.2,30.35,186.2,0.7,0.59309125,70.758,38.5,71.82
5375,284,78,133,56091.5,10.571,19,35,65.726,451:453,38.2,30.35,187.0,0.7,0.59320164,71.594,38.5,71.72
5376,284,78,132,56102.23,10.571,19,35,65.54,455:448:456,38.2,30.35,188.8,0.7,0.593312,71.043,38.53,72.68
5377,284,78,132,56111.8,10.571,19,35,65.392,456:453,38.2,30.35,190.0,0.7,0.59342235,70.873,38.54,73.37
5378,284,79,132,56121.55,10.571,19,34,65.293,456:453,38.2,30.35,190.6,0.7,0.59353274,71.916,38.53,73.77
5379,284,79,132,56132.28,10.571,19,34,65.223,456:453:453,38.2,30.35,191.7,0.7,0.59364307,71.484,38.44,74.26
5380,283,79,132,56143.01,10.571,19,34,65.152,455:451,38.2,30.35,193.2,0.7,0.59375346,70.035,38.29,74.77
5381,283,79,132,56153.75,10.571,19,34,65.194,456:456,38.2,30.35,194.0,0.7,0.5938638,70.383,38.27,74.77
5382,283,78,132,56165.64,10.571,19,35,65.194,453:453,38.2,30.35,193.5,0.7,0.5939742,70.16,38.41,74.09
5383,284,77,132,56177.35,10.571,19,35,64.947,453,38.2,30.35,193.0,0.7,0.59408456,70.218,38.54,73.65
5384,285,78,132,56188.08,10.571,19,35,64.637,907:449,38.2,30.35,192.4,0.7,0.5941949,70.571,38.61,73.49
5385,284,78,132,56197.65,10.571,19,35,64.389,453:453:451,38.2,30.35,190.9,0.7,0.5943053,70.273,38.67,73.02
5386,284,79,132,56207.39,10.571,19,34,64.257,451:456,38.2,30.35,189.8,0.7,0.5944156,69.52,38.72,72.89
5387,284,79,132,56218.12,10.571,19,34,64.216,456:451,38.2,30.35,189.4,0.7,0.594526,70.247,38.76,72.96
5388,283,79,132,56228.86,10.571,19,34,64.109,449:453,38.2,30.3,190.1,0.7,0.5946364,70.908,38.76,72.94
5389,283,78,132,56239.59,10.571,19,35,63.979,449:449,38.2,30.35,190.4,0.7,0.5947467,70.232,38.8,72.67
5390,284,77,132,56250.32,10.571,19,35,63.924,453:453,38.2,30.35,190.1,0.7,0.5948571,69.717,38.86,72.11
5391,284,77,132,56261.05,10.571,19,35,63.882,904:455,38.2,30.35,190.2,0.7,0.5949674,70.752,39.0,71.91
5392,283,77,132,56271.78,10.571,19,35,63.883,449:451,38.2,30.35,190.3,0.7,0.5950778,70.412,39.08,71.89
5393,283,76,132,56281.95,10.571,19,36,63.973,451:453,38.2,30.35,190.6,0.7,0.59518814,69.495,39.11,71.93
5394,283,75,133,56292.65,10.571,19,36,63.987,451:453:451,38.2,30.35,192.1,0.7,0.5952985,70.094,39.07,72.45
5395,283,75,133,56303.96,10.571,19,36,64.001,901,38.2,30.3,193.6,0.7,0.5954089,70.502,39.03,72.96
5396,283,74,132,56313.1,10.571,19,37,63.961,449:451,38.2,30.35,194.5,0.7,0.59551924,70.388,38.88,72.74
5397,283,73,133,56322.71,10.571,19,37,63.892,449:449,38.2,30.3,195.0,0.7,0.59562963,71.408,38.72,72.44
5398,286,74,133,56335.18,10.571,19,37,63.318,896,38.2,30.35,194.0,0.7,0.59573996,69.784,38.63,72.33
5399,288,76,133,56346.89,10.571,19,36,62.358,449:449:444,38.2,30.3,192.9,0.7,0.59585035,69.592,38.53,72.12
5400,286,79,133,56356.46,10.571,19,35,61.7,451:446,38.2,30.3,191.1,0.7,0.59596074,68.117,38.41,71.63
5401,283,80,133,56366.21,10.571,19,34,61.485,889,38.2,30.35,191.0,0.7,0.59607106,69.485,38.41,71.32
5402,282,80,133,56376.41,10.491,19,34,61.686,449:446,38.2,30.3,191.9,0.7,0.59618145,70.021,38.44,71.32
5403,282,79,133,56386.59,10.407,19,34,62.063,446:446:439,38.2,30.3,193.8,0.7,0.5962918,70.811,38.5,71.63
5404,284,78,134,56396.38,10.48,19,35,62.337,449:448,38.2,30.3,195.2,0.7,0.59640217,70.796,38.39,71.67
5405,285,78,134,56406.43,10.571,19,35,62.392,446:441,38.2,30.3,196.4,0.7,0.5965125,70.805,38.23,71.64
5406,286,79,134,56417.7,10.571,19,35,62.39,449,38.2,30.3,198.4,0.7,0.5966229,73.035,37.93,71.86
5407,285,81,134,56428.97,10.571,19,34,62.585,897:444,38.2,30.3,199.5,0.7,0.5967333,75.76,37.63,71.33
5408,284,81,134,56440.77,10.571,19,33,63.195,451:898,38.2,30.3,200.0,0.7,0.5968436,75.123,37.33,70.65
5409,283,80,134,56450.89,10.571,19,34,64.061,444:453,38.2,30.3,201.0,0.7,0.596954,76.081,37.08,70.8
5410,283,79,134,56460.64,10.571,19,34,64.811,451:448,38.2,30.3,200.5,0.7,0.5970643,76.59,37.0,70.5
5411,283,78,134,56471.35,10.571,19,35,65.294,446:446:449,38.2,30.3,200.2,0.7,0.5971747,75.704,36.98,70.37
5412,283,78,134,56481.55,10.571,19,35,65.462,449:449,38.2,30.3,200.1,0.7,0.5972851,76.416,37.0,70.37
5413,284,77,133,56492.28,10.571,19,35,65.396,444:451,38.2,30.3,199.9,0.7,0.5973954,76.295,36.98,70.24
5414,285,77,133,56503.55,10.571,19,35,65.158,451,38.2,30.3,199.3,0.7,0.5975058,75.279,36.9,69.96
5415,286,78,133,56513.12,10.571,19,35,64.791,897:446,38.2,30.3,199.7,0.7,0.59761614,75.821,36.76,70.3
5416,286,80,134,56522.34,10.571,19,34,64.299,444:442:444,38.2,30.3,200.9,0.7,0.5977265,75.129,36.55,71.17
5417,285,80,134,56534.11,10.571,19,34,63.712,448:444,38.2,30.3,201.9,0.7,0.5978369,73.564,36.39,71.48
5418,285,81,133,56546.48,10.571,19,34,63.156,444:444,38.2,30.3,202.7,0.7,0.59794724,74.89,36.24,71.44
5419,284,82,133,56556.04,10.571,19,33,62.554,439:444,38.2,30.3,201.9,0.7,0.5980576,74.897,35.95,71.31
5420,283,83,134,56565.79,10.56,19,33,61.905,442:441,38.2,30.3,200.9,0.7,0.59816796,74.101,35.65,71.14
5421,282,81,135,56576.52,10.568,19,33,61.312,437:446,38.2,30.3,199.8,0.7,0.59827834,73.284,35.41,70.8
5422,282,79,135,56585.66,10.577,19,34,60.809,441:442:439,38.2,30.3,198.7,0.7,0.5983887,76.095,35.17,70.46
5423,284,79,135,56597.39,10.571,19,34,60.046,444:442,38.2,30.3,196.6,0.7,0.59849906,75.874,34.77,70.13
5424,285,80,135,56609.69,10.571,19,34,59.549,441:442,38.2,30.3,194.3,0.7,0.59860945,73.727,34.25,69.85
5425,283,81,136,56618.91,10.571,19,33,59.403,437:444:442,38.2,30.3,193.3,0.7,0.5987198,74.224,33.78,69.67
5426,282,79,136,56629.63,10.571,19,34,59.317,441:437,38.2,30.3,192.1,0.7,0.59883016,73.266,33.5,69.11
5427,282,78,136,56640.91,10.571,19,35,59.119,444:442,38.2,30.3,190.8,0.7,0.5989405,75.107,33.26,68.45
5428,283,77,136,56651.64,10.571,19,35,58.788,439:442:442,38.2,30.3,189.8,0.7,0.5990509,75.713,33.03,68.05
5429,284,76,136,56662.37,10.571,19,36,58.378,442:439,38.2,30.3,189.2,0.7,0.59916127,74.308,32.81,68.08
5430,285,77,136,56673.09,10.571,19,35,58.06,442:439,38.2,30.3,188.9,0.7,0.5992716,75.631,32.71,68.17
5431,285,77,136,56682.66,10.571,19,35,57.404,437:439:439,38.2,30.3,189.2,0.7,0.599382,76.486,32.78,68.33
5432,285,78,136,56692.41,10.571,19,35,56.909,437:433,38.2,30.3,190.3,0.7,0.5994923,74.24,32.88,68.81
5433,285,79,136,56703.14,10.571,19,34,56.828,437:435,38.2,30.3,192.7,0.7,0.5996027,74.194,33.03,69.79
5434,285,80,135,56714.39,10.571,19,34,56.896,433:432:425,38.2,30.3,194.4,0.7,0.599713,74.978,33.12,70.24
5435,285,81,136,56726.19,10.571,19,34,57.031,437:432,38.2,30.3,195.6,0.7,0.5998234,75.278,33.17,70.35
5436,284,80,136,56736.3,10.571,19,34,57.186,432:430,38.2,30.3,196.1,0.7,0.5999338,75.299,33.24,70.18
5437,283,80,137,56746.01,10.571,19,34,57.236,432,38.2,30.3,196.3,0.7,0.60004413,76.643,33.33,69.81
5438,283,79,137,56756.2,10.571,19,34,57.255,866:862,38.2,30.3,195.6,0.7,0.6001545,76.312,33.52,69.51
5439,283,78,138,56766.89,10.571,19,35,57.293,862,38.2,30.3,195.0,0.7,0.60026485,75.289,33.68,69.49
5440,283,77,139,56778.19,10.571,19,35,57.479,437:435,38.2,30.3,194.8,0.7,0.60037524,75.957,33.72,69.91
5441,284,77,139,56788.95,10.571,19,35,57.778,430:439,38.2,30.3,194.7,0.7,0.6004856,75.761,33.77,70.33
5442,285,77,139,56799.7,10.571,19,35,58.281,435:432:437,38.2,30.3,195.4,0.7,0.60059595,73.963,34.05,71.13
5443,285,78,139,56808.5,10.571,19,35,58.932,437:437,38.2,30.3,195.3,0.7,0.60070634,74.414,34.55,71.54
5444,285,79,138,56817.79,10.571,19,34,59.642,435:439:435,38.2,30.3,194.7,0.7,0.60081667,74.293,35.02,71.57
5445,285,80,138,56829.75,10.571,19,34,60.414,433:441,38.2,30.3,194.7,0.7,0.60092705,74.838,35.29,71.78
5446,284,80,138,56840.48,10.571,19,34,61.254,437:437,38.2,30.3,194.4,0.7,0.60103744,76.549,35.58,71.89
5447,283,79,138,56852.38,10.571,19,34,61.979,435:441,38.2,30.3,193.2,0.7,0.6011478,76.732,35.98,71.76
5448,284,78,137,56863.56,10.571,19,35,62.509,437:435:432,38.2,30.25,191.2,0.7,0.60125816,78.553,36.36,71.69
5449,286,79,138,56872.8,10.571,19,35,62.712,442:439,38.2,30.3,189.1,0.7,0.6013685,77.288,36.72,71.79
5450,286,80,138,56882.86,10.571,19,34,62.898,441,38.2,30.3,191.1,0.7,0.6014789,76.583,37.01,72.99
5451,284,82,137,56894.14,10.571,19,33,63.214,882:442,38.2,30.3,192.0,0.7,0.6015892,75.35,37.31,73.41
5452,282,82,137,56904.34,10.571,19,33,63.589,437:444:444,38.2,30.3,191.9,0.7,0.6016996,74.222,37.57,73.58
5453,281,80,137,56913.98,10.571,19,34,63.908,437:446,38.2,30.3,191.3,0.7,0.60181,75.117,37.79,73.87
5454,282,78,137,56924.17,10.571,19,35,64.089,442:439,38.2,30.3,190.3,0.7,0.6019203,74.482,38.12,73.33
5455,284,77,136,56934.91,10.571,19,35,64.195,448:444,38.2,30.25,188.9,0.7,0.6020307,73.87,38.34,72.89
5456,284,77,136,56945.64,10.571,19,35,64.298,444:437,38.2,30.25,187.1,0.7,0.602141,75.055,38.49,72.55
5457,284,77,135,56956.37,10.571,19,35,64.377,446:446:441,38.2,30.25,185.2,0.7,0.6022514,74.127,38.72,71.78
5458,285,77,135,56967.1,10.571,19,35,64.44,448:446,38.2,30.25,184.0,0.7,0.6023618,73.581,38.98,71.47
5459,285,78,135,56979.0,10.571,19,35,64.466,444:444,38.2,30.25,183.9,0.7,0.6024721,74.679,39.26,71.96
5460,285,79,135,56989.71,10.571,19,34,64.517,449:444:444,38.2,30.25,183.1,0.7,0.6025825,74.253,39.55,72.14
5461,284,79,135,56999.63,10.571,19,34,64.573,449:442,38.2,30.3,181.7,0.7,0.60269284,73.226,39.87,71.94
5462,284,79,135,57010.54,10.571,19,34,64.565,448:448,38.2,30.25,183.0,0.7,0.60280323,74.092,40.03,72.83
5463,284,79,134,57020.22,10.571,19,34,64.508,444:442,38.2,30.25,184.6,0.7,0.60291356,74.231,40.21,73.46
5464,284,79,135,57030.41,10.571,19,34,64.431,451:446:444,38.2,30.3,186.6,0.7,0.60302395,73.836,40.36,73.9
5465,283,79,135,57041.14,10.571,19,34,64.356,449,38.2,30.25,189.2,0.7,0.60313433,73.858,40.39,74.6
5466,284,78,134,57050.93,10.571,19,35,64.257,896:446,38.2,30.25,190.4,0.7,0.60324466,74.442,40.31,73.98
5467,284,79,134,57060.46,10.571,19,34,64.135,446:437,38.2,30.2,191.0,0.7,0.60335505,73.816,40.19,73.0
5468,284,79,134,57072.14,10.571,19,34,64.069,449,38.2,30.25,190.6,0.7,0.6034654,72.537,40.02,72.97
5469,285,80,134,57084.07,10.571,19,34,63.997,893:444:442,38.2,30.25,192.0,0.7,0.60357577,73.488,39.74,73.44
5470,284,80,134,57094.8,10.364,19,34,63.838,442:441,38.2,30.25,194.6,0.7,0.60368615,72.681,39.43,74.11
5471,283,80,134,57104.55,10.31,19,34,63.74,444:439,38.2,30.25,198.0,0.7,0.6037965,72.759,39.21,74.66
5472,283,80,134,57114.61,10.571,19,34,63.623,441:442,38.2,30.25,200.0,0.7,0.60390687,73.399,39.09,74.79
5473,284,79,134,57125.89,10.571,19,34,63.465,439:442:441,38.2,30.25,200.9,0.7,0.6040172,73.301,39.18,74.43
5474,285,80,135,57135.45,10.571,19,34,63.304,439:441,38.2,30.25,201.3,0.7,0.6041276,72.002,39.37,73.89
5475,285,81,135,57147.52,10.571,19,34,63.22,441:439,38.2,30.25,203.1,0.7,0.6042379,71.664,39.4,74.4
5476,283,81,136,57160.21,10.571,19,33,63.132,442:437:437,38.2,30.25,204.8,0.7,0.6043483,72.85,39.43,74.87
5477,282,79,136,57169.79,10.571,19,34,63.035,435:442,38.2,30.25,205.9,0.7,0.6044587,71.596,39.43,74.91
5478,282,78,136,57178.39,10.571,19,35,63.081,439:439,38.2,30.25,207.0,0.7,0.604569,71.701,39.43,74.95
5479,283,77,136,57187.6,10.571,19,35,63.056,439:432:441,38.2,30.25,208.5,0.7,0.6046794,71.237,39.24,74.94
5480,283,76,136,57198.31,10.571,19,36,63.049,437:433,38.2,30.25,209.6,0.7,0.60478973,70.35,38.96,74.82
5481,284,75,137,57209.62,10.571,19,36,62.96,435:425,38.2,30.25,208.4,0.7,0.6049001,68.421,38.66,74.4
5482,284,76,137,57219.37,10.571,19,36,62.901,441:433:430,38.2,30.25,207.3,0.7,0.6050105,67.545,38.34,74.02
5483,284,76,136,57229.34,10.571,19,36,62.938,857,38.2,30.2,207.5,0.7,0.60512084,67.066,37.73,74.59
5484,284,75,137,57240.73,10.571,19,36,62.994,425:435,38.2,30.2,208.4,0.7,0.6052312,67.187,37.23,75.12
5485,284,76,137,57251.99,10.571,19,36,63.021,432:430,38.2,30.25,209.4,0.7,0.60534155,67.781,36.73,75.55
5486,283,76,138,57263.26,10.571,19,36,62.935,430:428:425,38.2,30.2,210.5,0.7,0.60545194,67.415,36.13,75.63
5487,284,75,139,57274.0,10.571,19,36,62.779,423:432,38.2,30.25,210.6,0.7,0.6055623,66.16,35.83,75.32
5488,285,75,140,57284.2,10.571,19,36,62.655,428:426,38.2,30.25,210.7,0.7,0.60567266,66.368,35.53,75.0
5489,285,76,139,57293.85,10.571,19,36,62.479,425:426:426,38.2,30.25,211.0,0.7,0.60578305,66.202,35.18,74.81
5490,287,78,139,57305.2,10.571,19,35,62.205,428:423,38.2,30.25,211.5,0.7,0.6058934,66.258,34.77,74.75
5491,288,80,140,57315.94,10.571,19,34,61.985,421:430,38.2,30.25,212.4,0.7,0.60600376,65.394,34.47,75.06
5492,286,82,141,57325.91,10.509,19,33,61.865,428:428:425,38.2,30.25,213.3,0.7,0.6061141,66.508,34.2,75.47
5493,284,82,140,57336.34,10.48,19,33,61.834,428:428,38.2,30.2,214.1,0.7,0.6062245,66.998,33.91,75.42
5494,284,81,141,57346.41,10.571,19,33,61.835,425:425:423,38.2,30.2,214.8,0.7,0.60633487,67.836,33.61,75.17
5495,285,82,141,57358.86,10.497,19,33,61.781,856,38.2,30.2,214.8,0.7,0.6064452,67.525,33.56,75.03
5496,283,82,141,57370.57,10.338,19,33,61.682,423:423,38.2,30.2,214.8,0.7,0.6065556,70.971,33.51,74.9
5497,282,80,140,57379.7,10.413,19,34,61.082,428:435:428,38.2,30.2,215.5,0.7,0.6066659,71.894,33.59,74.95
5498,285,79,140,57389.33,10.571,19,34,60.141,428:423,38.2,30.2,216.3,0.7,0.6067763,71.5,33.66,75.0
5499,286,80,141,57400.07,10.571,19,34,59.832,430,38.2,30.2,215.9,0.7,0.6068867,70.742,33.73,74.39
5500,284,81,141,57409.73,10.571,19,33,60.059,428:855,38.2,30.2,215.4,0.7,0.606997,71.348,33.8,73.76
5501,283,80,141,57419.39,10.571,19,34,60.249,430:430:425,38.2,30.2,215.1,0.7,0.6071074,70.832,33.68,73.7
