time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,PercentageinZ2,THb,hrv,HeatStrainIndex,respiration,skin_temperature,TymeBreathRate,tidal_volume,TymeVentilation
6618,257,79,142,65959.31,9.469,19,31,60.839999999999996,38.01,0.6640327,72.15599999999999,433:11:58,0.0,28.01,26.9,33.97,271.9,86.15
6619,257,77,142,65966.16,9.465,19,32,60.129,38.01,0.66416895,72.393,428:01:00,0.0,28.01,26.9,33.47,273.1,86.51
6620,258,74,142,65977.43,9.468,19,33,59.51899999999999,38.01,0.66430515,70.202,426:03:00,0.0,28.01,26.9,33.14,270.6,85.1
6621,260,74,141,65988.25,9.469,19,34,59.394000000000005,38.01,0.6644414,68.65299999999999,426:02:58,0.0,28.01,26.9,32.82,267.9,83.58
6622,260,75,141,65995.0,9.467,19,33,59.592999999999996,38.01,0.66457766,68.12100000000001,423:03:00,0.0,28.01,26.9,32.71,265.1,83.08
6623,258,74,142,66004.03,9.469,19,33,59.824,38.01,0.6647139,67.46000000000001,424:59:00,0.0,29.3,26.9,32.6,262.2,82.59
6624,258,72,142,66013.27,9.464,19,34,60.034000000000006,38.01,0.6648501,69.083,840:03:00,0.0,29.3,26.9,32.49,259.4,82.09
6625,261,72,143,66023.48,9.469,19,35,60.220000000000006,38.01,0.6649864,69.471,423:01:03,0.0,29.3,26.9,32.33,257.3,81.78
6626,263,74,143,66031.3,9.464,19,34,60.464999999999996,38.01,0.6651226,69.47,426:01:00,0.0,29.3,26.9,32.09,256.8,81.81
6627,261,76,143,66041.92,9.468,19,33,60.709,38.01,0.6652589,70.325,423:01:00,0.0,29.3,26.9,31.85,256.2,81.84
6628,259,76,143,66050.64,9.464,19,33,60.864999999999995,38.01,0.6653951,70.569,424:58:00,0.0,30.56,26.9,31.61,255.5,81.85
6629,258,74,144,66060.7,9.469,19,33,60.95399999999999,38.01,0.66553134,69.888,429:58:00,0.0,30.56,26.9,31.38,254.9,81.86
6630,259,74,143,66068.98,9.469,19,33,60.981111111111105,38.01,0.6656676,70.50777777777779,424:56:00,0.0,30.56,26.9,31.19,256.1,82.42
6631,260,74,143,66079.2,9.464,19,34,60.99,38.01,0.6658038,70.8790909090909,425:01:01,0.0,30.56,26.9,31.01,257.9,83.1
6632,261,74,143,66089.73,9.469,19,34,61.037,38.01,0.66594005,72.011,424:58:00,0.0,30.56,26.9,30.82,259.6,83.78
6633,261,75,143,66098.26,9.464,19,33,61.086666666666666,38.01,0.6660763,72.83777777777777,422:52:00,0.0,31.0,26.9,30.64,260.8,83.67
6634,261,76,143,66108.37,9.469,19,33,61.141818181818174,38.01,0.66621256,71.08727272727273,430:04:58,0.0,31.0,26.9,30.47,261.9,83.38
6635,259,76,144,66118.72,9.469,19,33,61.146,38.01,0.66634876,70.362,422:54:00,0.0,31.0,26.9,30.28,261.9,82.75
6636,258,76,144,66127.2,9.464,19,32,61.124,38.01,0.666485,70.811,429:58:00,0.0,31.0,26.9,30.08,261.6,81.98
6637,258,74,144,66137.34,9.469,19,33,61.142222222222216,38.01,0.66662127,69.77333333333334,840:56:00,0.0,31.0,26.9,29.93,259.8,81.31
6638,258,72,143,66146.87,9.469,19,34,61.23090909090909,38.01,0.66675746,71.1190909090909,428:03:00,0.0,30.12,26.9,29.8,256.9,80.71
6639,259,72,144,66157.91,9.469,19,34,61.142999999999994,38.01,0.6668937,73.40599999999999,423:04:59,0.0,30.12,26.9,29.76,255.9,81.02
6640,259,71,144,66164.22,9.467,19,35,60.968999999999994,38.01,0.66703,73.046,424:58:00,0.0,30.12,26.9,29.81,256.5,82.13
6641,258,71,144,66173.52,9.469,19,35,60.977999999999994,38.01,0.66716623,72.00800000000001,423:10:01,0.0,30.12,26.9,29.9,256.9,82.66
6642,259,70,143,66183.87,9.469,19,35,61.134,38.01,0.6673024,71.779,424:59:00,0.0,30.12,26.9,30.06,257.2,82.41
6643,260,70,143,66194.27,9.469,19,35,61.348,38.01,0.6674387,72.238,430:08:01,0.0,30.71,26.9,30.21,256.1,81.59
6644,261,71,143,66204.63,9.469,19,35,61.444,38.01,0.66757494,71.485,428:05:00,0.0,30.71,26.9,30.36,254.0,80.35
6645,260,71,143,66211.73,9.467,19,35,61.534000000000006,38.01,0.6677112,70.54299999999999,430:03:00,0.0,30.71,26.9,30.53,251.7,79.06
6646,259,71,143,66221.17,9.469,19,35,61.678999999999995,38.01,0.6678474,71.306,428:08:08,0.0,30.71,26.9,31.04,246.3,76.9
6647,260,71,143,66231.53,9.469,19,35,61.76111111111111,38.01,0.66798365,72.66555555555556,423,0.0,30.71,26.9,31.57,242.1,76.04
6648,261,71,142,66241.88,9.469,19,35,61.78818181818181,38.01,0.6681199,72.55636363636364,430:10:05,0.0,31.89,26.85,32.14,238.9,76.12
6649,261,71,142,66250.61,9.464,19,35,61.88099999999999,38.01,0.6682561,72.078,432:01:00,0.0,31.89,26.9,32.78,240.2,76.82
6650,260,72,142,66260.46,9.468,19,34,62.1,38.01,0.66839236,72.239,435:10:05,0.0,31.89,26.85,33.36,241.8,77.16
6651,259,71,142,66269.95,9.464,19,35,62.269000000000005,38.01,0.6685286,72.336,435:05:00,0.0,31.89,26.9,33.73,240.9,76.18
6652,259,70,142,66278.35,9.463,19,35,62.431999999999995,38.01,0.6686649,73.571,432:08:00,0.0,31.89,26.9,34.01,239.9,75.7
6653,259,70,142,66289.29,9.466,19,35,62.573,38.01,0.66880107,73.318,858:05:00,0.0,32.28,26.9,34.21,238.7,75.7
6654,259,69,141,66300.74,9.469,19,36,62.734,38.01,0.6689373,73.22999999999999,432:03:00,0.0,32.28,26.9,34.45,237.5,75.55
6655,261,69,141,66307.58,9.467,19,36,62.924,38.01,0.6690736,72.344,439:15:06,0.0,32.28,26.9,34.71,235.7,75.39
6656,264,70,141,66315.61,9.463,19,36,63.19500000000001,38.01,0.66920984,72.479,432:08:00,0.0,32.28,26.9,34.9,232.3,75.87
6657,263,72,141,66324.88,9.468,19,35,63.19500000000001,38.01,0.66934603,72.012,425:15:00,0.0,32.28,26.9,35.16,230.7,76.11
6658,259,72,141,66335.94,9.469,19,34,63.274,38.01,0.6694823,72.949,860:05:00,0.0,32.15,26.9,35.46,230.9,76.31
6659,257,70,141,66346.43,9.469,19,35,63.599000000000004,38.01,0.66961855,72.289,432,0.0,32.15,26.9,35.74,232.3,76.62
6660,259,69,140,66354.95,9.464,19,36,63.952,38.01,0.66975474,72.19,435:15:10,0.0,32.15,26.85,35.95,230.4,76.11
6661,262,70,140,66363.18,9.463,19,36,64.376,38.01,0.669891,72.95,435:17:03,0.0,32.15,26.9,36.14,227.3,75.32
6662,262,71,141,66373.33,9.469,19,35,64.768,38.01,0.67002726,73.09,439:28:00,0.0,32.15,26.9,36.3,225.1,74.74
6663,259,70,140,66383.68,9.469,19,35,65.142,38.01,0.6701635,73.197,414:08:00,0.0,34.03,26.85,36.34,225.8,74.91
6664,258,69,140,66392.2,9.464,19,36,65.475,38.01,0.6702997,72.66900000000001,432:19:06,0.0,34.03,26.85,36.37,226.4,75.09
6665,259,68,140,66402.25,9.469,19,36,65.714,38.01,0.67043597,72.24199999999999,428,0.0,34.03,26.85,36.29,226.2,74.81
6666,264,71,140,66410.83,9.464,19,36,65.862,38.01,0.6705722,71.827,437:15:08,0.0,34.03,26.9,36.2,225.2,74.72
6667,266,74,139,66420.93,9.469,19,34,65.728,38.01,0.6707084,70.65,433:19:08,0.0,34.03,26.85,36.14,223.9,74.99
6668,263,76,140,66429.46,9.464,19,33,65.60777777777778,38.01,0.6708447,71.70555555555556,435:10:00,0.0,35.28,26.85,36.07,223.5,74.96
6669,260,76,140,66439.56,9.469,19,33,65.7009090909091,38.01,0.67098093,71.85272727272728,437:10:00,0.0,35.28,26.85,35.97,223.3,75.03
6670,259,75,140,66448.05,9.464,19,33,65.764,38.01,0.6711172,71.874,435:05:00,0.0,35.28,26.85,35.8,223.6,75.41
6671,258,74,140,66458.2,9.469,19,33,65.83,38.01,0.6712534,71.502,869:10:00,0.0,35.28,26.85,35.6,224.1,75.6
6672,259,73,140,66467.73,9.469,19,34,65.85499999999999,38.01,0.67138964,71.315,435:19:10,0.0,35.28,26.85,35.25,224.8,75.16
6673,259,73,140,66478.77,9.469,19,34,65.671,38.01,0.6715259,72.18100000000001,433:08:00,0.0,35.33,26.85,34.8,224.5,74.82
6674,259,72,140,66489.26,9.469,19,34,65.49300000000001,38.01,0.67166215,71.79400000000001,437:12:00,0.0,35.33,26.85,34.33,224.5,74.9
6675,259,71,140,66497.78,9.464,19,35,65.46799999999999,38.01,0.67179835,70.639,435:10:00,0.0,35.33,26.85,33.96,226.1,75.47
6676,260,71,140,66507.83,9.469,19,35,65.602,38.01,0.6719346,69.696,435:19:10,0.0,35.33,26.85,33.72,227.3,75.59
6677,262,72,140,66514.58,9.467,19,35,65.71000000000001,38.01,0.67207086,70.24300000000001,437:06:00,0.0,35.33,26.85,33.55,228.4,75.46
6678,261,73,140,66524.45,9.469,19,34,65.733,38.01,0.67220706,69.603,435:12:00,0.0,34.18,26.85,33.31,227.8,75.21
6679,260,74,140,66534.8,9.469,19,34,65.7,38.01,0.6723433,69.139,437:15:12,0.0,34.18,26.85,33.01,225.9,74.88
6680,260,74,140,66543.33,9.464,19,34,65.63,38.01,0.67247957,69.795,439:08:00,0.0,34.18,26.85,32.81,226.4,75.02
6681,261,75,140,66553.37,9.469,19,33,65.395,38.01,0.6726158,70.127,433:17:00,0.0,34.18,26.9,32.61,226.9,75.16
6682,260,75,140,66563.77,9.469,19,33,65.124,38.01,0.672752,70.125,437:12:00,0.0,34.18,26.9,32.47,227.8,75.4
6683,259,73,140,66572.3,9.464,19,34,64.909,38.01,0.6728883,69.382,868:12:00,0.0,34.21,26.85,32.34,228.6,75.58
6684,259,73,139,66582.38,9.469,19,34,64.779,38.01,0.67302454,68.858,437:08:00,0.0,34.21,26.85,32.2,228.3,75.08
6685,259,73,140,66592.7,9.469,19,34,64.643,38.01,0.6731608,69.005,428:17:00,0.0,34.21,26.85,32.07,228.0,74.61
6686,260,73,139,66603.1,9.469,19,34,64.566,38.01,0.673297,70.032,437:13:12,0.0,34.21,26.85,31.93,228.4,74.69
6687,259,72,139,66609.8,9.467,19,34,64.534,38.01,0.67343324,69.638,428,0.0,34.21,26.85,31.8,228.8,74.78
6688,260,72,139,66619.66,9.469,19,34,64.56,38.01,0.6735695,69.102,871:19:12,0.0,35.4,26.85,31.67,229.2,74.87
6689,260,71,140,66630.02,9.469,19,35,64.563,38.01,0.6737057,69.876,442:13:00,0.0,35.4,26.85,31.51,230.0,75.24
6690,260,71,139,66638.49,9.464,19,35,64.539,38.01,0.67384195,71.787,439:10:00,0.0,35.4,26.85,31.35,230.8,75.62
6691,261,72,140,66648.64,9.469,19,35,64.455,38.01,0.6739782,70.614,,0.0,35.4,26.85,31.29,231.5,76.03
6692,263,72,139,66657.17,9.464,19,35,64.486,38.01,0.67411447,69.728,1306:19:19,0.0,35.4,26.85,31.23,232.2,76.44
6693,263,75,138,66667.29,9.469,19,33,64.525,38.01,0.67425066,69.874,442:12:00,0.0,35.02,26.85,31.17,233.6,76.88
6694,260,77,138,66677.63,9.469,19,32,64.465,38.01,0.6743869,70.129,439:15:00,0.0,35.02,26.85,31.1,235.3,77.36
6695,258,75,139,66686.1,9.464,19,33,64.38300000000001,38.01,0.6745232,70.172,439:22:12,0.0,35.02,26.85,31.04,234.4,76.54
6696,259,73,139,66696.2,9.469,19,34,64.284,38.01,0.6746594,70.363,435:17:00,0.0,35.02,26.85,31.02,231.6,74.89
6697,261,73,138,66706.61,9.469,19,34,64.191,38.01,0.6747956,71.118,442:13:00,0.0,35.02,26.85,31.09,231.6,74.99
6698,261,74,138,66715.14,9.464,19,34,64.03099999999999,38.01,0.6749319,72.443,439:15:00,0.0,33.97,26.85,31.16,231.7,75.08
6699,258,74,139,66725.18,9.469,19,33,63.803999999999995,38.01,0.67506814,71.883,442:17:17,0.0,33.97,26.85,31.23,231.7,75.18
6700,259,72,139,66731.42,9.467,19,34,63.67999999999999,38.01,0.67520434,71.09299999999999,442:17:00,0.0,33.97,26.85,31.38,232.5,75.55
6701,260,72,138,66741.65,9.469,19,34,63.69,38.01,0.6753406,70.209,439:17:00,0.0,33.97,26.85,31.55,233.5,75.99
6702,261,72,138,66751.31,9.469,19,35,63.73,38.01,0.67547685,70.574,435:24:15,0.0,33.97,26.85,31.74,235.8,76.8
6703,260,72,138,66762.38,9.469,19,34,63.827,38.01,0.6756131,70.806,444:13:00,0.0,32.88,26.85,31.92,238.3,77.68
6704,259,72,138,66771.02,9.464,19,34,63.902,38.01,0.6757493,70.293,444:17:00,0.0,32.88,26.85,32.2,240.5,77.89
6705,260,72,138,66781.13,9.469,19,34,63.987,38.01,0.67588556,70.076,439:24:17,0.0,32.88,26.85,32.49,241.7,77.72
6706,260,72,138,66791.48,9.469,19,34,64.05,38.01,0.6760218,70.578,444:13:00,0.0,32.88,26.85,32.71,241.0,77.47
6707,260,72,138,66801.84,9.469,19,34,64.194,38.01,0.676158,70.529,448:17:00,0.0,32.88,26.85,32.88,240.7,77.42
6708,261,72,138,66810.3,9.464,19,35,64.369,38.01,0.67629427,70.523,867,0.0,33.34,26.85,32.99,240.9,77.6
6709,260,72,138,66818.58,9.463,19,34,64.55699999999999,38.01,0.6764305,69.761,448:24:15,0.0,33.34,26.85,33.1,241.0,77.75
6710,259,72,137,66826.91,9.463,19,34,64.68,38.01,0.6765668,69.92999999999999,442:19:00,0.0,33.34,26.85,33.36,240.0,77.21
6711,261,72,137,66837.02,9.469,19,35,64.718,38.01,0.676703,70.446,444:15:00,0.0,33.34,26.85,33.6,239.1,76.76
6712,261,73,137,66847.31,9.469,19,34,64.799,38.01,0.67683923,71.21000000000001,442:24:19,0.0,33.34,26.85,33.83,238.3,76.34
6713,259,73,137,66857.72,9.469,19,34,64.87,38.01,0.6769755,71.74600000000001,444:15:00,0.0,34.04,26.85,33.99,235.0,75.52
6714,259,72,138,66866.25,9.464,19,34,64.94800000000001,38.01,0.67711174,71.36,439:21:00,0.0,34.04,26.85,34.16,233.2,75.15
6715,260,72,137,66876.36,9.469,19,34,64.966,38.01,0.67724794,71.214,444:17:00,0.0,34.04,26.85,34.34,233.0,75.35
6716,260,72,138,66886.7,9.469,19,34,64.97999999999999,38.01,0.6773842,71.245,442:26:17,0.0,34.04,26.85,34.53,232.4,75.84
6717,260,72,137,66893.4,9.467,19,34,65.00800000000001,38.01,0.67752045,71.058,435,0.0,34.04,26.85,34.71,231.6,76.41
6718,260,72,137,66903.27,9.469,19,34,64.964,38.01,0.67765665,70.356,880:15:00,0.0,32.53,26.85,34.74,232.5,76.59
6719,259,71,137,66913.56,9.469,19,35,64.85,38.01,0.6777929,70.252,442:17:00,0.0,32.53,26.85,34.76,233.4,76.76
6720,260,71,137,66923.96,9.469,19,35,64.661,38.01,0.67792916,70.348,446:17:00,0.0,32.53,26.85,34.8,232.7,76.69
6721,260,71,137,66934.32,9.469,19,35,64.451,38.01,0.6780654,70.001,437:435:441:439,0.0,32.53,26.8,34.85,231.5,76.55
6722,260,71,138,66941.01,9.467,19,35,64.29400000000001,38.01,0.6782016,69.533,879,0.0,32.53,26.8,34.95,229.8,76.43
6723,260,71,138,66950.82,9.469,19,35,64.263,38.01,0.6783379,68.717,449:21:00,0.0,32.32,26.85,35.04,228.4,76.31
6724,261,71,137,66961.22,9.469,19,35,64.312,38.01,0.6784741,69.322,444:15:00,0.0,32.32,26.85,35.03,228.7,76.19
6725,261,72,137,66969.75,9.464,19,35,64.396,38.01,0.6786103,70.058,449:26:19,0.0,32.32,26.85,34.91,230.0,76.65
6726,260,73,136,66979.86,9.469,19,34,64.439,38.01,0.6787466,69.412,435,0.0,32.32,26.85,34.7,232.2,77.59
6727,261,73,136,66990.2,9.469,19,34,64.396,38.01,0.67888284,68.989,451:29:19,0.0,32.32,26.85,34.59,233.3,77.94
6728,262,74,136,66998.73,9.464,19,34,64.386,38.01,0.6790191,68.495,882,0.0,31.78,26.85,34.48,234.2,78.37
6729,260,76,137,67008.78,9.469,19,33,64.34400000000001,38.01,0.6791553,70.181,449:19:00,0.0,31.78,26.85,34.36,234.4,79.38
6730,258,75,136,67019.17,9.469,19,33,64.221,38.01,0.67929155,70.861,440:31:19,0.0,31.78,26.85,34.23,235.5,80.14
6731,258,73,136,67027.69,9.464,19,34,64.131,38.01,0.6794278,70.735,446:21:00,0.0,31.78,26.85,34.11,237.7,80.64
6732,258,72,136,67035.94,9.463,19,34,64.14099999999999,38.01,0.67956406,70.143,444:24:00,0.0,31.78,26.85,33.98,237.9,80.56
6733,259,71,136,67044.26,9.463,19,35,64.208,38.01,0.67970026,70.058,448:22:00,0.0,32.21,26.85,33.84,235.4,79.64
6734,262,72,136,67053.55,9.468,19,35,64.23,38.01,0.6798365,70.902,444:31:22,0.0,32.21,26.85,33.82,233.7,79.53
6735,261,73,136,67064.59,9.469,19,34,64.187,38.01,0.67997277,71.08099999999999,446:17:00,0.0,32.21,26.85,33.89,233.0,79.96
6736,260,73,136,67075.09,9.469,19,34,64.156,38.01,0.68010896,70.889,451:22:00,0.0,32.21,26.8,33.96,234.9,80.24
6737,259,72,136,67085.43,9.469,19,34,64.175,38.01,0.6802452,69.795,446:19:00,0.0,32.21,26.85,34.03,236.5,80.48
6738,260,72,136,67093.95,9.464,19,34,64.185,38.01,0.6803815,70.399,458:42:00,0.0,32.1,26.85,34.12,235.9,80.15
6739,260,72,136,67104.06,9.469,19,34,64.224,38.01,0.68051773,70.358,875,0.0,32.1,26.8,34.2,235.2,79.83
6740,260,72,136,67110.75,9.467,19,34,64.4,38.01,0.6806539,70.45599999999999,449:29:19,0.0,32.1,26.8,34.31,236.1,79.96
6741,260,72,136,67120.62,9.469,19,34,64.521,38.01,0.6807902,69.36,448:22:00,0.0,32.1,26.85,34.4,237.6,80.12
6742,260,72,136,67130.97,9.469,19,34,64.636,38.01,0.68092644,69.854,449:17:00,0.0,32.1,26.85,34.45,240.0,80.27
6743,262,74,136,67139.49,9.464,19,34,64.765,38.01,0.6810627,70.353,453:19:00,0.0,32.82,26.85,34.5,239.1,79.64
6744,261,74,136,67149.61,9.469,19,34,64.806,38.01,0.6811989,69.63300000000001,439,0.0,32.82,26.85,34.56,236.0,78.49
6745,258,73,136,67159.95,9.469,19,34,64.769,38.01,0.68133515,69.78,891:29:21,0.0,32.82,26.85,34.58,233.5,77.87
6746,259,72,136,67170.29,9.469,19,34,64.733,38.01,0.6814714,69.40700000000001,444:24:00,0.0,32.82,26.8,34.58,231.4,77.58
6747,260,72,136,67180.65,9.469,19,34,64.757,38.01,0.6816076,69.939,448:19:00,0.0,32.82,26.85,34.58,229.0,77.13
6748,259,71,136,67187.34,9.467,19,35,64.813,38.01,0.68174386,71.402,442:24:00,0.0,32.51,26.8,34.58,226.1,76.47
6749,258,70,136,67197.16,9.469,19,35,64.798,38.01,0.6818801,70.89,446:26:22,0.0,32.51,26.85,34.6,225.1,76.53
6750,259,70,136,67207.57,9.469,19,35,64.751,38.01,0.6820164,70.283,446:19:00,0.0,32.51,26.8,34.64,224.4,76.52
6751,261,71,136,67216.09,9.464,19,35,64.863,38.01,0.68215257,70.479,883,0.0,32.51,26.8,34.69,224.1,76.29
6752,260,71,136,67226.2,9.469,19,35,64.92999999999999,38.01,0.6822888,70.738,451:21:00,0.0,32.51,26.85,34.76,224.1,76.09
6753,260,71,136,67236.55,9.469,19,35,64.977,38.01,0.6824251,69.925,442,0.0,32.51,26.85,34.82,224.1,75.9
6754,261,72,136,67243.23,9.467,19,35,65.025,38.01,0.6825613,69.797,460:51:19,0.0,34.27,26.8,34.83,224.6,75.97
6755,260,71,136,67253.12,9.469,19,35,65.009,38.01,0.68269753,69.466,456:43:00,0.0,34.27,26.8,34.84,224.9,76.01
6756,258,70,136,67263.46,9.469,19,35,64.923,38.01,0.6828338,68.67699999999999,448:21:00,0.0,34.27,26.8,34.74,223.4,75.83
6757,260,70,136,67273.81,9.469,19,35,64.56,38.01,0.68297005,68.676,444,0.0,34.27,26.8,34.66,221.9,75.61
6758,261,70,136,67284.15,9.469,19,36,64.41499999999999,38.01,0.68310624,70.035,894:21:00,0.0,34.26,26.8,34.59,220.5,75.37
6759,261,71,136,67290.84,9.467,19,35,64.584,38.01,0.6832425,69.914,451:29:21,0.0,34.26,26.8,34.62,221.5,75.78
6760,260,70,136,67300.72,9.469,19,35,64.831,38.01,0.68337876,70.104,446:26:00,0.0,34.26,26.8,34.66,224.3,76.43
6761,259,70,136,67311.08,9.469,19,35,65.1,38.01,0.683515,70.583,449:22:00,0.0,34.26,26.8,34.6,228.2,76.99
6762,260,71,135,67320.59,9.469,19,35,65.312,38.01,0.6836512,71.164,448:19:00,0.0,34.26,26.85,34.57,231.5,77.66
6763,260,71,136,67331.65,9.469,19,35,65.376,38.01,0.68378747,71.189,449:26:00,0.0,33.08,26.8,34.58,234.2,78.43
6764,258,70,136,67338.45,9.467,19,35,65.416,38.01,0.6839237,70.55199999999999,451:33:26,0.0,33.08,26.8,34.58,235.7,78.96
6765,258,69,135,67348.34,9.469,19,36,65.49300000000001,38.01,0.6840599,69.784,453:28:00,0.0,33.08,26.8,34.58,234.1,78.94
6766,259,69,136,67358.68,9.469,19,36,65.512,38.01,0.6841962,69.75,449:33:00,0.0,33.08,26.8,34.58,234.7,79.69
6767,261,70,135,67369.02,9.469,19,36,65.51700000000001,38.01,0.68433243,69.86,456:28:00,0.0,33.08,26.8,34.57,236.8,80.98
6768,264,72,135,67377.55,9.464,19,35,65.511,38.01,0.6844687,70.057,448:31:00,0.0,32.68,26.8,34.53,236.0,81.01
6769,263,74,134,67387.65,9.469,19,34,65.392,38.01,0.6846049,68.649,453:33:31,0.0,32.68,26.8,34.49,234.7,80.77
6770,260,74,134,67398.0,9.469,19,34,65.103,38.01,0.68474114,69.022,453:26:00,0.0,32.68,26.8,34.45,233.4,80.54
6771,260,74,134,67406.52,9.464,19,34,65.025,38.01,0.6848774,69.767,449:38:29,0.0,32.68,26.8,34.45,231.0,79.93
6772,260,74,134,67414.8,9.463,19,34,65.039,38.01,0.68501365,70.19800000000001,451:26:00,0.0,32.68,26.8,34.48,228.5,79.42
6773,259,73,134,67423.09,9.463,19,34,65.124,38.01,0.68514985,70.85600000000001,455:28:00,0.0,33.99,26.8,34.54,225.7,78.99
6774,259,73,134,67433.2,9.469,19,34,65.22200000000001,38.01,0.6852861,71.013,451:24:00,0.0,33.99,26.8,34.6,225.7,79.09
6775,259,73,134,67443.54,9.469,19,34,65.378,38.01,0.68542236,71.72200000000001,456:28:00,0.0,33.99,26.8,34.66,225.8,79.21
6776,259,72,134,67453.91,9.469,19,34,65.526,38.01,0.68555856,69.52000000000001,453:36:29,0.0,33.99,26.8,34.65,226.0,79.29
6777,257,70,134,67460.59,9.467,19,35,65.583,38.01,0.6856948,69.39500000000001,446,0.0,33.99,26.8,34.64,223.7,78.49
6778,256,68,134,67470.47,9.469,19,36,65.615,38.01,0.68583107,69.173,453:38:29,0.0,34.86,26.8,34.62,221.3,77.64
6779,257,67,135,67482.63,9.467,19,37,65.616,38.01,0.6859673,68.39500000000001,455:28:00,0.0,34.86,26.8,34.63,220.3,77.9
6780,260,66,134,67489.57,9.466,19,38,65.53099999999999,38.01,0.6861035,67.989,458:26:00,0.0,34.86,26.8,34.64,219.3,77.99
6781,261,66,134,67498.62,9.469,19,38,65.486,38.01,0.6862398,68.407,453:26:00,0.0,34.86,26.8,34.65,218.4,77.8
6782,261,67,134,67509.66,9.469,19,37,65.477,38.01,0.68637604,68.501,453:35:26,0.0,34.86,26.8,34.77,216.4,76.94
6783,260,68,134,67520.15,9.469,19,37,65.384,38.01,0.68651223,66.25399999999999,455:22:00,0.0,35.84,26.8,35.1,212.1,74.82
6784,260,68,134,67528.66,9.464,19,37,65.043,38.01,0.6866485,67.488,458:29:00,0.0,35.84,26.8,35.56,209.1,74.38
6785,261,68,134,67538.77,9.469,19,37,64.881,38.01,0.68678474,68.18100000000001,897,0.0,35.84,26.8,35.94,207.6,74.28
6786,264,69,134,67547.3,9.464,19,37,64.864,38.01,0.686921,68.768,458:28:00,0.0,35.84,26.8,36.24,208.0,74.63
6787,264,71,134,67556.57,9.468,19,36,64.37,38.01,0.6870572,65.759,453:38:29,0.0,35.84,26.8,36.49,207.7,74.56
6788,261,73,134,67567.63,9.469,19,34,63.388999999999996,38.01,0.68719345,66.433,453:26:00,0.0,34.92,26.8,36.72,206.8,74.21
6789,259,73,134,67578.05,9.469,19,34,62.786,38.01,0.6873297,66.578,453:29:29,0.0,34.92,26.8,36.91,205.8,73.91
6790,260,72,134,67586.6,9.464,19,34,62.59400000000001,38.01,0.68746597,67.096,449:24:00,0.0,34.92,26.8,37.01,204.6,73.73
6791,261,72,134,67593.05,9.466,19,35,62.784000000000006,38.01,0.68760216,66.858,449:24:00,0.0,34.92,26.8,37.12,203.5,73.63
6792,260,73,134,67602.11,9.469,19,34,62.73100000000001,38.01,0.6877384,65.32300000000001,451:22:00,0.0,34.92,26.8,37.27,205.0,74.51
6793,260,73,134,67612.27,9.469,19,34,62.452,38.01,0.6878747,68.416,453:21:00,0.0,36.27,26.8,37.42,204.1,74.29
6794,261,73,135,67621.71,9.464,19,34,62.63099999999999,38.01,0.6880109,71.566,449:26:24,0.0,36.27,26.8,37.6,201.2,73.81
6795,262,75,135,67633.74,9.466,19,33,63.097,38.01,0.6881471,72.182,448:21:00,0.0,36.27,26.8,37.76,199.3,73.69
6796,261,76,135,67640.68,9.466,19,33,63.699,38.01,0.6882834,72.289,451:19:00,0.0,36.27,26.8,37.8,201.1,74.48
6797,258,76,135,67650.54,9.469,19,32,64.511,38.01,0.68841964,72.57300000000001,446:28:19,0.0,36.27,26.8,37.95,201.5,74.65
6798,256,75,136,67660.02,9.469,19,33,65.197,38.01,0.68855584,72.932,437,0.0,37.96,26.8,38.16,201.0,74.46
6799,256,72,136,67671.09,9.469,19,34,65.51700000000001,38.01,0.6886921,73.365,439:31:17,0.0,37.96,26.8,38.4,200.6,74.31
6800,259,69,136,67681.6,9.469,19,36,65.378,38.01,0.68882835,72.343,441,0.0,37.96,26.8,38.57,200.2,74.13
6801,263,70,136,67690.13,9.464,19,36,65.05499999999999,38.01,0.6889646,71.24,1327:17:00,0.0,37.96,26.8,38.68,200.1,73.93
6802,266,73,137,67700.25,9.469,19,35,64.67699999999999,38.01,0.6891008,71.59200000000001,449:19:00,0.0,37.96,26.8,38.82,202.0,74.64
6803,265,76,137,67708.08,9.464,19,33,64.213,38.01,0.68923706,71.452,444:22:00,0.0,38.69,26.8,39.03,204.0,75.17
6804,261,79,136,67717.81,9.468,19,32,63.65599999999999,38.01,0.6893733,70.60799999999999,886:15:00,0.0,38.69,26.8,39.26,204.5,75.05
6805,257,77,136,67729.09,9.469,19,32,63.098,38.01,0.6895095,70.80499999999999,451:19:00,0.0,38.69,26.8,39.34,202.2,74.43
6806,256,74,136,67735.91,9.467,19,33,62.598,38.01,0.68964577,71.59400000000001,446:17:00,0.0,38.69,26.8,39.37,200.3,73.9
6807,257,71,136,67745.78,9.469,19,35,62.063,38.01,0.689782,71.397,449:17:00,0.0,38.69,26.8,39.22,199.6,73.7
6808,260,71,136,67754.3,9.464,19,35,61.602,38.01,0.6899183,71.161,446:31:19,0.0,39.57,26.8,38.91,199.8,73.77
6809,262,72,136,67764.39,9.469,19,35,61.185,38.01,0.6900545,70.563,446:19:00,0.0,39.57,26.8,38.63,201.2,74.37
6810,260,73,136,67774.77,9.469,19,34,60.812,38.01,0.69019073,70.912,453:21:00,0.0,39.57,26.8,38.41,203.1,75.29
