time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,core_temperature,PercentageinZ2,TymeBreathRate,tidal_volume,TymeVentilation,skin_temperature,HeatStrainIndex,hrv,THb,smo2
6708.0,284.0,84.0,139.0,66893.77,10.197,18.0,32.0,38.23,0.6655567,33.8,194.2,70.39,30.45,0.8,437,71.67999999999999,57.634
6709.0,284.0,84.0,139.0,66904.98,10.197,18.0,32.0,38.23,0.6656608,33.81,194.8,70.5,30.45,0.8,442:22:17,71.321,57.403
6710.0,284.0,83.0,139.0,66915.27,10.197,18.0,33.0,38.23,0.6657648,33.83,195.3,70.61,30.45,0.8,430:19:00,72.119,57.327999999999996
6711.0,283.0,83.0,139.0,66924.55,10.197,18.0,33.0,38.23,0.6658689,33.85,195.7,70.63,30.45,0.8,886:15:00,70.476,57.446000000000005
6712.0,283.0,83.0,139.0,66934.56,10.197,18.0,33.0,38.23,0.66597295,33.9,195.8,70.57,30.45,0.8,444:17:00,69.882,57.56
6713.0,283.0,82.0,139.0,66946.38,10.197,18.0,33.0,38.23,0.666077,33.97,195.6,70.44,30.45,0.8,442:08:00,71.158,57.699
6714.0,283.0,81.0,138.0,66956.52,10.197,18.0,33.0,38.23,0.6661811,34.09,195.1,70.24,30.45,0.8,442:17:00,70.69300000000001,57.859
6715.0,284.0,81.0,138.0,66965.26,10.197,18.0,33.0,38.23,0.6662851,34.38,194.8,70.14,30.4,0.8,444:17:15,71.503,57.839
6716.0,284.0,82.0,137.0,66977.03,10.197,18.0,33.0,38.23,0.66638917,34.76,194.6,70.11,30.45,0.8,865,71.458,57.858000000000004
6717.0,285.0,84.0,137.0,66986.92,10.197,18.0,32.0,38.23,0.66649324,35.08,194.5,70.12,30.45,0.8,439:08:00,71.224,57.936
6718.0,287.0,87.0,138.0,66998.13,10.197,18.0,32.0,38.23,0.6665973,35.38,194.3,70.1,30.45,0.8,440:10:15,71.471,58.142999999999994
6719.0,286.0,87.0,138.0,67007.62,10.197,18.0,31.0,38.23,0.6667014,35.69,192.6,69.7,30.45,0.8,437:08:00,70.675,58.487
6720.0,284.0,87.0,137.0,67015.9,10.197,18.0,31.0,38.23,0.6668054,35.99,191.1,69.31,30.45,0.8,437:17:10,71.483,58.908
6721.0,284.0,87.0,138.0,67026.31,10.197,18.0,31.0,38.23,0.66690946,36.32,192.6,69.7,30.45,0.8,430,70.82000000000001,59.214
6722.0,284.0,87.0,139.0,67036.33,10.197,18.0,31.0,38.23,0.6670135,36.52,194.0,70.18,30.45,0.8,428,70.91799999999999,59.267999999999994
6723.0,283.0,86.0,139.0,67047.81,10.197,18.0,31.0,38.23,0.6671176,36.55,195.1,70.75,30.45,0.8,857:432:423:435,71.022,59.136
6724.0,283.0,85.0,139.0,67058.75,10.197,18.0,32.0,38.23,0.66722167,36.52,196.5,71.32,30.45,0.8,439:10:00,70.662,58.951
6725.0,282.0,83.0,139.0,67067.65,10.197,18.0,32.0,38.23,0.6673257,36.4,198.4,71.83,30.45,0.8,432:15:00,71.679,58.94199999999999
6726.0,283.0,82.0,139.0,67077.39,10.197,18.0,33.0,38.23,0.66742975,36.46,199.9,71.96,30.45,0.8,867,71.064,59.132000000000005
6727.0,284.0,83.0,140.0,67089.21,10.197,18.0,33.0,38.23,0.6675338,36.56,198.7,71.84,30.45,0.8,437:24:15,69.59,59.31
6728.0,284.0,83.0,140.0,67098.67,10.197,18.0,33.0,38.23,0.6676379,36.66,197.6,71.72,30.45,0.8,442:12:00,70.037,59.467
6729.0,284.0,83.0,139.0,67108.44,10.197,18.0,33.0,38.23,0.66774195,36.82,197.0,71.81,30.45,0.8,444:17:00,69.10600000000001,59.637
6730.0,284.0,83.0,139.0,67120.27,10.197,18.0,33.0,38.23,0.66784596,37.1,197.7,72.43,30.45,0.8,439:15:00,68.433,59.616
6731.0,284.0,83.0,138.0,67129.75,10.197,18.0,33.0,38.23,0.66795003,37.45,198.4,72.85,30.4,0.8,444:22:12,69.034,59.446000000000005
6732.0,284.0,83.0,138.0,67139.5,10.197,18.0,33.0,38.23,0.6680541,37.81,199.2,73.07,30.45,0.8,444:17:00,71.08,59.303
6733.0,284.0,83.0,138.0,67148.39,10.197,18.0,33.0,38.23,0.6681582,38.16,200.0,72.94,30.45,0.8,439:15:00,70.413,59.193
6734.0,283.0,82.0,138.0,67158.09,10.197,18.0,33.0,38.23,0.66826224,38.4,200.2,72.86,30.4,0.8,444:12:00,71.082,59.227999999999994
6735.0,283.0,81.0,138.0,67169.93,10.197,18.0,33.0,38.23,0.6683663,38.6,200.2,72.81,30.45,0.8,444:22:13,70.2,59.36900000000001
6736.0,284.0,80.0,138.0,67180.91,10.197,18.0,34.0,38.23,0.6684703,38.74,200.2,72.98,30.45,0.8,866,69.85900000000001,59.581
6737.0,286.0,81.0,138.0,67189.75,10.197,18.0,34.0,38.23,0.6685744,38.85,200.1,73.16,30.45,0.8,444:15:00,70.429,59.586
6738.0,286.0,83.0,138.0,67200.98,10.197,18.0,33.0,38.23,0.66867846,38.89,199.0,73.14,30.45,0.8,439:15:17,69.143,59.25699999999999
6739.0,284.0,84.0,138.0,67210.48,10.197,18.0,32.0,38.23,0.66878253,38.78,196.8,72.6,30.45,0.8,442:19:00,69.613,58.940999999999995
6740.0,284.0,83.0,138.0,67219.55,10.197,18.0,33.0,38.23,0.6688866,38.52,195.4,72.51,30.4,0.8,437:24:19,69.839,58.69199999999999
6741.0,284.0,83.0,138.0,67231.63,10.197,18.0,33.0,38.23,0.6689906,38.15,195.7,73.28,30.4,0.8,442:15:00,69.925,58.565
6742.0,285.0,85.0,138.0,67241.5,10.197,18.0,32.0,38.23,0.6690947,37.96,194.6,72.99,30.45,0.8,444:19:00,70.079,58.398
6743.0,286.0,87.0,138.0,67252.73,10.197,18.0,31.0,38.23,0.66919875,37.77,193.2,72.62,30.4,0.8,444:17:00,68.554,58.247
6744.0,284.0,86.0,138.0,67261.7,10.197,18.0,32.0,38.23,0.6693028,37.53,191.4,72.25,30.4,0.8,889:15:00,67.949,58.348
6745.0,282.0,85.0,137.0,67270.38,10.197,18.0,32.0,38.23,0.6694069,37.33,190.8,72.0,30.45,0.8,446:17:00,68.045,58.397000000000006
6746.0,281.0,83.0,137.0,67280.27,10.197,18.0,32.0,38.24,0.6695109,37.14,190.7,71.81,30.45,0.8,444:19:00,68.349,58.35600000000001
6747.0,283.0,81.0,137.0,67290.56,10.197,18.0,33.0,38.24,0.669615,37.11,191.5,71.86,30.45,0.8,446:19:00,69.613,58.24400000000001
6748.0,283.0,81.0,137.0,67302.41,10.197,18.0,33.0,38.24,0.66971904,37.13,192.6,71.97,30.45,0.8,442:28:19,68.882,58.028999999999996
6749.0,284.0,80.0,136.0,67313.38,10.197,18.0,34.0,38.24,0.6698231,37.24,194.7,72.34,30.45,0.8,449:17:00,69.017,57.914
6750.0,284.0,80.0,137.0,67323.69,10.197,18.0,34.0,38.24,0.6699272,37.35,196.1,72.37,30.45,0.8,448:22:00,68.974,57.938
6751.0,283.0,80.0,137.0,67332.6,10.197,18.0,34.0,38.24,0.6700312,37.31,194.2,71.05,30.45,0.8,444:19:24,68.69500000000001,58.129999999999995
6752.0,284.0,79.0,137.0,67342.32,10.197,18.0,34.0,38.24,0.67013526,37.28,192.4,69.73,30.45,0.8,884,69.957,58.382000000000005
6753.0,285.0,80.0,136.0,67353.36,10.197,18.0,34.0,38.24,0.6702393,37.18,190.3,68.79,30.45,0.8,448:17:00,69.124,58.527
6754.0,286.0,82.0,136.0,67363.37,10.197,18.0,33.0,38.24,0.6703434,37.08,191.3,69.61,30.4,0.8,449:21:00,69.32000000000001,58.633
6755.0,286.0,83.0,136.0,67374.86,10.197,18.0,33.0,38.24,0.67044747,36.96,193.5,70.72,30.45,0.8,442:28:19,68.361,58.621
6756.0,286.0,85.0,137.0,67384.36,10.197,18.0,32.0,38.24,0.67055154,36.78,194.9,70.59,30.45,0.8,879,68.602,58.528999999999996
6757.0,284.0,85.0,136.0,67394.11,10.197,18.0,32.0,38.24,0.67065555,36.61,193.7,69.73,30.45,0.8,446:19:00,69.14099999999999,58.325
6758.0,283.0,84.0,136.0,67405.93,10.197,18.0,32.0,38.24,0.6707596,36.45,192.7,69.03,30.45,0.8,444:24:19,68.69300000000001,58.197
6759.0,284.0,84.0,136.0,67415.42,10.197,18.0,32.0,38.24,0.6708637,36.29,193.8,69.34,30.45,0.8,444:08:00,68.74,58.222
6760.0,284.0,84.0,136.0,67425.16,10.197,18.0,32.0,38.24,0.67096776,36.2,195.2,69.58,30.45,0.8,446:17:00,68.958,58.326
6761.0,283.0,83.0,136.0,67434.05,10.197,18.0,33.0,38.23,0.6710718,36.13,196.7,69.79,30.45,0.8,444:17:00,67.897,58.434000000000005
6762.0,283.0,82.0,136.0,67445.27,10.197,18.0,33.0,38.23,0.67117584,36.04,197.4,69.77,30.45,0.8,439:24:15,64.779,58.21900000000001
6763.0,284.0,82.0,137.0,67456.22,10.197,18.0,33.0,38.23,0.6712799,35.91,196.5,69.26,30.45,0.8,442:05:00,67.05,57.803999999999995
6764.0,284.0,82.0,137.0,67465.1,10.197,18.0,33.0,38.23,0.671384,35.85,196.4,69.1,30.45,0.8,444:15:00,66.01,58.02
6765.0,283.0,81.0,137.0,67474.84,10.197,18.0,33.0,38.23,0.67148805,35.83,196.5,69.07,30.45,0.8,444:17:00,67.082,58.347
6766.0,283.0,81.0,137.0,67486.61,10.197,18.0,33.0,38.23,0.6715921,36.02,196.7,69.1,30.45,0.8,440:34:00,66.494,58.535000000000004
6767.0,284.0,81.0,137.0,67496.13,10.197,18.0,33.0,38.23,0.6716961,36.19,198.7,69.82,30.45,0.8,440:13:00,67.51599999999999,58.491
6768.0,285.0,82.0,138.0,67505.9,10.197,18.0,33.0,38.23,0.6718002,36.32,200.4,70.42,30.45,0.8,442:12:17,68.10900000000001,58.345000000000006
6769.0,285.0,82.0,138.0,67514.78,10.197,18.0,33.0,38.23,0.67190427,36.4,201.1,70.51,30.45,0.8,435,68.069,57.88100000000001
6770.0,284.0,81.0,137.0,67527.48,10.197,18.0,33.0,38.23,0.67200834,36.46,200.8,70.4,30.45,0.8,868:15:00,67.68299999999999,57.435
6771.0,283.0,80.0,138.0,67537.02,10.197,18.0,34.0,38.23,0.6721124,36.51,198.9,69.95,30.45,0.8,437:19:15,66.80777777777777,57.361111111111114
6772.0,282.0,80.0,138.0,67546.98,10.197,18.0,34.0,38.23,0.6722164,36.47,196.8,69.37,30.45,0.8,442:15:00,67.17,57.308181818181815
6773.0,281.0,80.0,138.0,67557.65,10.197,18.0,34.0,38.23,0.6723205,36.36,194.5,68.69,30.45,0.8,440:10:00,65.772,57.248000000000005
6774.0,283.0,79.0,138.0,67568.0,10.197,18.0,34.0,38.23,0.67242455,36.22,192.1,67.97,30.45,0.8,442:20:13,67.294,57.251
6775.0,286.0,78.0,138.0,67576.84,10.197,18.0,35.0,38.23,0.6725286,35.92,189.0,67.02,30.45,0.8,437:12:00,67.51,57.28099999999999
6776.0,288.0,80.0,138.0,67588.01,10.197,18.0,34.0,38.23,0.6726327,35.6,185.3,66.02,30.45,0.8,439:13:00,66.868,57.199
6777.0,286.0,81.0,138.0,67598.98,10.197,18.0,34.0,38.23,0.6727367,35.25,180.1,64.92,30.45,0.8,437:12:00,67.631,57.074
6778.0,284.0,81.0,138.0,67607.88,10.197,18.0,33.0,38.23,0.6728408,34.95,178.2,64.59,30.45,0.8,437:22:13,67.49600000000001,56.897000000000006
6779.0,283.0,81.0,138.0,67617.66,10.197,18.0,33.0,38.23,0.67294484,34.86,179.8,64.79,30.45,0.8,442:10:00,66.717,56.699
6780.0,284.0,81.0,138.0,67628.04,10.197,18.0,33.0,38.23,0.6730489,34.82,181.1,64.93,30.45,0.8,442:10:00,68.07300000000001,56.57899999999999
6781.0,284.0,80.0,139.0,67640.84,10.197,18.0,34.0,38.23,0.673153,34.86,181.6,64.91,30.45,0.8,435:15:00,66.59400000000001,56.427
6782.0,285.0,81.0,139.0,67650.16,10.197,18.0,34.0,38.23,0.67325705,34.9,182.1,64.86,30.45,0.8,439:22:08,65.57300000000001,56.266999999999996
6783.0,285.0,81.0,139.0,67660.13,10.197,18.0,34.0,38.23,0.67336106,34.95,182.3,64.7,30.45,0.8,440:15:00,66.643,56.071000000000005
6784.0,284.0,82.0,138.0,67672.15,10.197,18.0,33.0,38.23,0.67346513,35.0,182.5,64.35,30.45,0.8,437:12:00,67.87,56.004999999999995
6785.0,285.0,84.0,139.0,67681.21,10.197,18.0,32.0,38.23,0.6735692,35.06,182.8,63.66,30.45,0.8,873:13:00,67.32300000000001,56.025999999999996
6786.0,285.0,84.0,139.0,67689.49,10.197,18.0,32.0,38.23,0.6736733,35.12,183.1,63.22,30.45,0.8,435:15:00,68.60900000000001,56.162
6787.0,283.0,83.0,139.0,67699.45,10.197,18.0,33.0,38.23,0.67377734,35.18,183.3,63.12,30.45,0.8,439:22:06,65.591,56.19500000000001
6788.0,282.0,81.0,139.0,67711.48,10.197,18.0,33.0,38.23,0.67388135,35.26,183.4,62.98,30.45,0.8,442:15:00,66.48299999999999,56.085
6789.0,282.0,79.0,139.0,67722.22,10.197,18.0,34.0,38.23,0.6739854,35.42,181.8,62.36,30.45,0.8,866,67.64500000000001,56.294000000000004
6790.0,283.0,80.0,139.0,67730.9,10.197,18.0,34.0,38.23,0.6740895,35.64,180.9,62.05,30.45,0.8,442:22:12,67.47,56.589999999999996
6791.0,285.0,81.0,138.0,67740.86,10.197,18.0,34.0,38.23,0.67419356,35.96,181.2,62.25,30.45,0.8,440:17:00,68.759,56.886
6792.0,286.0,82.0,138.0,67752.86,10.197,18.0,33.0,38.23,0.67429763,36.26,180.3,61.69,30.45,0.8,439:12:00,68.561,57.084
6793.0,286.0,84.0,138.0,67761.93,10.197,18.0,33.0,38.23,0.67440164,36.47,179.8,61.51,30.45,0.8,442:13:00,67.723,57.29600000000001
6794.0,284.0,83.0,138.0,67771.91,10.069,18.0,33.0,38.23,0.6745057,36.59,179.7,61.65,30.45,0.8,442:20:15,67.922,57.410000000000004
6795.0,282.0,82.0,138.0,67783.94,10.167,18.0,33.0,38.23,0.6746098,36.64,179.9,61.79,30.45,0.8,435:13:00,66.853,57.46
6796.0,284.0,82.0,138.0,67793.0,10.197,18.0,33.0,38.23,0.67471385,36.67,180.3,61.93,30.45,0.8,439:15:00,67.543,57.54
6797.0,285.0,83.0,138.0,67802.16,10.197,18.0,33.0,38.23,0.6748179,36.6,178.5,61.59,30.45,0.8,442:12:00,67.474,57.644000000000005
6798.0,285.0,84.0,139.0,67813.08,10.197,18.0,32.0,38.23,0.67492193,36.51,177.1,61.49,30.45,0.8,442:15:00,66.771,57.763999999999996
6799.0,284.0,83.0,138.0,67823.66,10.197,18.0,33.0,38.23,0.675026,36.37,176.7,62.06,30.45,0.8,1297,67.73400000000001,57.859
6800.0,283.0,83.0,138.0,67834.01,10.197,18.0,33.0,38.23,0.67513007,36.28,175.7,62.22,30.45,0.8,442:19:15,66.97200000000001,57.948
6801.0,283.0,82.0,139.0,67842.67,10.197,18.0,33.0,38.23,0.67523414,36.19,176.1,62.43,30.45,0.8,437:13:00,66.755,58.111000000000004
6802.0,283.0,81.0,138.0,67854.31,10.197,18.0,33.0,38.23,0.6753382,36.07,179.4,63.03,30.45,0.8,440:10:00,67.327,58.282000000000004
6803.0,284.0,81.0,138.0,67865.05,10.197,18.0,33.0,38.23,0.6754422,35.89,182.2,62.59,30.45,0.8,438:35:08,66.47999999999999,58.416999999999994
6804.0,285.0,82.0,138.0,67873.73,10.197,18.0,33.0,38.23,0.6755463,35.78,179.3,61.19,30.45,0.8,444:10:00,67.163,58.46
6805.0,285.0,83.0,138.0,67885.36,10.197,18.0,33.0,38.23,0.67565036,35.72,177.7,60.69,30.45,0.8,442:10:00,65.429,58.496
6806.0,284.0,83.0,138.0,67896.1,10.197,18.0,33.0,38.23,0.6757544,35.76,179.5,62.33,30.45,0.8,440:19:12,65.9,58.54600000000001
6807.0,284.0,82.0,138.0,67904.77,10.197,18.0,33.0,38.23,0.6758585,35.8,181.0,63.6,30.45,0.8,433:13:00,67.05199999999999,58.55800000000001
6808.0,283.0,81.0,139.0,67914.73,10.197,18.0,33.0,38.23,0.67596257,35.86,181.9,64.01,30.45,0.8,440:06:00,66.12100000000001,58.687
6809.0,283.0,81.0,139.0,67926.77,10.197,18.0,33.0,38.23,0.6760666,35.92,182.8,64.42,30.45,0.8,442:12:00,66.94500000000001,58.874
6810.0,284.0,82.0,139.0,67935.81,10.197,18.0,33.0,38.23,0.67617065,36.03,182.2,64.31,30.45,0.8,437:20:12,66.499,59.099000000000004
6811.0,285.0,83.0,139.0,67945.78,10.197,18.0,33.0,38.23,0.6762747,36.15,181.2,64.06,30.45,0.8,439:08:00,65.428,59.327999999999996
6812.0,285.0,83.0,139.0,67956.13,10.197,18.0,33.0,38.23,0.6763788,36.26,180.4,63.93,30.45,0.8,442:12:00,65.074,59.386
6813.0,284.0,83.0,139.0,67966.49,10.197,18.0,33.0,38.23,0.67648286,36.37,179.6,63.83,30.45,0.8,440:15:15,65.292,59.339999999999996
6814.0,284.0,83.0,138.0,67975.16,10.197,18.0,33.0,38.23,0.67658687,36.49,179.0,63.77,30.45,0.8,439:06:00,65.86699999999999,59.303999999999995
6815.0,284.0,83.0,138.0,67985.13,10.197,18.0,33.0,38.23,0.67669094,36.6,180.6,64.45,30.45,0.8,440:12:00,65.6,59.162
6816.0,284.0,83.0,139.0,67996.18,10.197,18.0,33.0,38.23,0.676795,36.68,182.2,64.97,30.45,0.8,859,64.811,58.891
6817.0,283.0,82.0,139.0,68006.01,10.197,18.0,33.0,38.23,0.6768991,36.65,183.6,65.08,30.45,0.8,444:17:00,65.704,58.547000000000004
6818.0,284.0,83.0,139.0,68016.16,10.197,18.0,33.0,38.23,0.67700315,36.34,184.1,64.77,30.45,0.8,439:05:00,65.197,58.39
6819.0,286.0,83.0,139.0,68028.2,10.197,18.0,33.0,38.23,0.67710716,35.98,183.9,64.25,30.45,0.8,863:05:00,65.714,58.480999999999995
6820.0,285.0,84.0,139.0,68037.27,10.197,18.0,32.0,38.23,0.6772112,35.64,183.2,63.7,30.5,0.8,434:58:00,65.186,58.583000000000006
6821.0,284.0,85.0,139.0,68048.9,10.197,18.0,32.0,38.23,0.6773153,35.39,183.2,63.7,30.5,0.8,442:08:00,64.101,58.440999999999995
6822.0,284.0,85.0,139.0,68057.96,10.197,18.0,32.0,38.23,0.67741936,35.15,183.9,63.98,30.45,0.8,432:08:10,64.583,58.44500000000001
6823.0,284.0,84.0,140.0,68067.92,10.197,18.0,32.0,38.23,0.67752343,34.95,186.1,64.78,30.45,0.8,435:01:00,64.37899999999999,58.71
6824.0,283.0,83.0,140.0,68076.59,10.197,18.0,33.0,38.23,0.67762744,35.02,189.6,65.65,30.45,0.8,437:05:00,64.813,58.914
6825.0,282.0,82.0,140.0,68088.21,10.197,18.0,33.0,38.23,0.6777315,35.2,192.2,66.28,30.45,0.8,432:08:05,64.231,58.788
6826.0,282.0,81.0,140.0,68098.97,10.197,18.0,33.0,38.23,0.6778356,35.44,193.7,66.59,30.45,0.8,435:05:00,63.837,58.447
6827.0,282.0,80.0,141.0,68109.3,10.197,18.0,34.0,38.23,0.67793965,35.66,194.8,66.79,30.5,0.8,430:06:00,64.55199999999999,58.138
6828.0,283.0,78.0,140.0,68119.66,10.197,18.0,35.0,38.23,0.6780437,35.88,195.8,66.95,30.5,0.8,435:10:03,62.14399999999999,58.008
6829.0,285.0,78.0,140.0,68128.34,10.197,18.0,35.0,38.23,0.67814773,36.05,196.8,67.12,30.5,0.8,433:06:00,61.03099999999999,57.938
6830.0,287.0,80.0,141.0,68139.98,10.197,18.0,34.0,38.23,0.6782518,36.21,197.9,67.28,30.45,0.8,433:01:00,59.034000000000006,57.973
6831.0,287.0,83.0,141.0,68149.04,10.197,18.0,33.0,38.23,0.6783559,36.32,198.4,67.55,30.45,0.8,435:12:05,57.779999999999994,58.02
6832.0,285.0,85.0,141.0,68159.0,10.197,18.0,32.0,38.23,0.67845994,36.36,197.9,68.04,30.45,0.8,432:03:00,58.349000000000004,58.036
6833.0,284.0,85.0,141.0,68169.36,10.197,18.0,32.0,38.23,0.678564,35.99,198.7,68.13,30.45,0.8,433:13:05,56.919000000000004,58.044000000000004
6834.0,284.0,85.0,141.0,68178.94,10.197,18.0,32.0,38.23,0.6786681,35.72,199.3,68.04,30.45,0.8,851,59.184000000000005,57.940999999999995
6835.0,283.0,84.0,141.0,68188.2,10.197,18.0,32.0,38.23,0.6787721,35.48,199.8,67.92,30.45,0.8,435:06:00,59.035000000000004,57.95
6836.0,282.0,83.0,141.0,68200.02,10.197,18.0,32.0,38.23,0.67887616,35.13,199.3,67.84,30.45,0.8,433:05:10,60.238,58.089
6837.0,283.0,82.0,141.0,68210.77,10.197,18.0,33.0,38.23,0.67898023,34.76,198.5,67.78,30.45,0.8,437:06:00,60.71900000000001,58.21
6838.0,283.0,81.0,141.0,68219.43,10.197,18.0,33.0,38.23,0.6790843,34.43,197.1,67.92,30.45,0.8,435:10:00,60.664,58.291999999999994
6839.0,284.0,81.0,141.0,68231.06,10.197,18.0,33.0,38.23,0.6791884,34.1,196.1,68.08,30.45,0.8,437:12:00,60.513999999999996,58.07899999999999
6840.0,285.0,83.0,141.0,68241.81,10.197,18.0,33.0,38.23,0.6792924,33.79,197.5,68.44,30.45,0.8,864:12:00,62.85,57.189
6841.0,284.0,84.0,141.0,68250.48,10.197,18.0,32.0,38.23,0.67939645,33.57,198.5,68.63,30.45,0.8,439:10:00,63.370000000000005,56.663
6842.0,282.0,83.0,140.0,68260.45,9.952,18.0,32.0,38.23,0.6795005,33.43,199.0,68.63,30.45,0.8,430:15:00,63.325,56.672000000000004
6843.0,282.0,81.0,140.0,68272.48,10.14,18.0,33.0,38.23,0.6796046,33.34,200.0,68.86,30.45,0.8,439:22:05,62.086,56.879999999999995
6844.0,283.0,80.0,140.0,68283.18,10.197,18.0,34.0,38.23,0.67970866,33.29,201.6,69.28,30.45,0.8,444:12:00,63.522000000000006,57.07899999999999
6845.0,284.0,80.0,140.0,68291.87,10.197,18.0,34.0,38.23,0.67981267,33.27,202.5,69.38,30.45,0.8,442:08:00,64.029,57.128
6846.0,285.0,81.0,139.0,68301.83,10.197,18.0,34.0,38.23,0.67991674,33.26,202.8,69.21,30.45,0.8,451:25:00,63.409000000000006,57.029999999999994
6847.0,285.0,83.0,139.0,68311.41,10.197,18.0,33.0,38.23,0.6800208,33.26,202.9,69.05,30.45,0.8,864,64.80199999999999,56.899
6848.0,285.0,83.0,139.0,68322.33,10.197,18.0,33.0,38.23,0.6801249,33.25,202.8,68.9,30.45,0.8,861,64.247,56.799
6849.0,284.0,83.0,138.0,68331.21,10.197,18.0,33.0,38.23,0.68022895,33.23,202.3,68.61,30.45,0.8,865,64.542,56.67999999999999
6850.0,283.0,82.0,138.0,68340.41,10.197,18.0,33.0,38.23,0.68033296,33.21,201.8,68.34,30.45,0.8,437:19:08,65.15299999999999,56.648
6851.0,282.0,81.0,139.0,68351.96,10.197,18.0,33.0,38.23,0.680437,33.05,202.4,68.86,30.45,0.8,439:17:17,65.707,56.620000000000005
6852.0,284.0,81.0,138.0,68363.73,10.197,18.0,33.0,38.23,0.6805411,32.89,203.0,69.38,30.45,0.8,435:12:00,66.758,56.778
6853.0,285.0,82.0,139.0,68372.61,10.197,18.0,33.0,38.23,0.68064517,32.7,205.2,69.48,30.45,0.8,437:12:00,66.67699999999999,57.075
6854.0,285.0,83.0,139.0,68383.29,10.197,18.0,33.0,38.23,0.68074924,32.49,206.7,69.49,30.45,0.8,439:10:00,66.35499999999999,57.313
6855.0,284.0,83.0,139.0,68393.09,10.197,18.0,33.0,38.23,0.6808533,32.23,206.3,69.34,30.45,0.8,439:19:08,66.444,57.527
6856.0,285.0,84.0,139.0,68403.27,10.197,18.0,32.0,38.23,0.6809573,32.01,205.4,69.19,30.45,0.8,433:12:00,66.737,57.724000000000004
6857.0,285.0,84.0,139.0,68411.95,10.197,18.0,32.0,38.23,0.6810614,31.82,204.0,69.05,30.45,0.8,437:13:00,66.681,57.95399999999999
6858.0,283.0,82.0,139.0,68425.27,10.197,18.0,33.0,38.23,0.68116546,31.79,205.8,69.75,30.4,0.8,439:12:13,66.739,58.116
6859.0,282.0,80.0,139.0,68434.71,10.197,18.0,34.0,38.23,0.6812695,31.84,205.0,69.07,30.45,0.8,439:12:00,66.753,58.241
6860.0,283.0,80.0,139.0,68443.27,10.197,18.0,34.0,38.23,0.6813736,31.9,202.7,67.59,30.45,0.8,861,67.304,58.263999999999996
6861.0,285.0,81.0,139.0,68452.24,10.197,18.0,34.0,38.23,0.6814776,31.94,201.0,66.67,30.45,0.8,439:13:00,66.76,58.30499999999999
6862.0,285.0,82.0,139.0,68463.73,10.197,18.0,33.0,38.23,0.6815817,31.94,200.1,66.38,30.45,0.8,437:19:12,66.433,58.464999999999996
6863.0,284.0,82.0,139.0,68475.48,10.197,18.0,33.0,38.23,0.68168575,31.94,199.2,66.1,30.45,0.8,437:05:00,66.405,58.66799999999999
6864.0,284.0,81.0,139.0,68484.38,10.197,18.0,33.0,38.23,0.6817898,32.02,196.4,65.2,30.45,0.8,440:10:00,66.76,58.89
6865.0,283.0,81.0,139.0,68494.32,10.197,18.0,33.0,38.23,0.6818939,32.16,194.1,64.65,30.45,0.8,439:19:12,67.459,59.03099999999999
6866.0,283.0,81.0,139.0,68506.38,10.197,18.0,33.0,38.23,0.6819979,32.34,192.3,64.41,30.45,0.8,439:12:00,67.518,58.992999999999995
6867.0,284.0,81.0,139.0,68517.13,10.197,18.0,33.0,38.23,0.68210196,32.41,192.1,64.74,30.45,0.8,440:19:12,66.838,58.824
6868.0,285.0,82.0,139.0,68525.79,10.197,18.0,33.0,38.23,0.68220603,32.44,192.6,65.31,30.45,0.8,430,66.462,58.879999999999995
6869.0,285.0,83.0,139.0,68535.75,10.197,18.0,33.0,38.23,0.6823101,32.41,193.1,65.72,30.45,0.8,868:13:00,65.451,58.951
6870.0,283.0,82.0,139.0,68547.79,10.197,18.0,33.0,38.23,0.6824142,32.35,193.8,66.05,30.4,0.8,435:20:03,65.96000000000001,59.061
6871.0,282.0,81.0,139.0,68556.84,10.197,18.0,33.0,38.23,0.6825182,32.27,193.7,66.08,30.4,0.8,444:10:00,66.009,59.147000000000006
6872.0,284.0,81.0,139.0,68566.77,10.197,18.0,33.0,38.23,0.68262225,32.19,193.4,66.08,30.45,0.8,442:13:00,66.286,59.357000000000006
6873.0,286.0,83.0,139.0,68576.39,10.197,18.0,33.0,38.23,0.6827263,32.13,193.2,66.11,30.45,0.8,433:15:00,66.812,59.557
6874.0,286.0,84.0,139.0,68587.29,10.197,18.0,33.0,38.23,0.6828304,32.06,193.3,66.31,30.45,0.8,440:19:06,65.523,59.616
6875.0,285.0,85.0,139.0,68597.86,10.197,18.0,32.0,38.23,0.68293446,31.98,194.0,66.92,30.45,0.8,442:12:00,66.299,59.754999999999995
6876.0,285.0,86.0,139.0,68608.21,10.197,18.0,32.0,38.23,0.6830385,31.97,193.8,67.01,30.45,0.8,439:06:00,65.689,59.892999999999994
6877.0,283.0,85.0,139.0,68616.27,9.785,18.0,32.0,38.23,0.68314254,32.03,192.5,66.42,30.45,0.8,442:19:10,64.628,59.927
6878.0,282.0,83.0,139.0,68625.8,10.037,18.0,32.0,38.23,0.6832466,32.32,191.3,66.04,30.45,0.8,865,66.023,59.976
6879.0,283.0,83.0,138.0,68638.62,10.197,18.0,33.0,38.23,0.6833507,32.56,191.1,65.94,30.45,0.8,439:10:00,64.888,60.021
