time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,respiration,tidal_volume,heat_strain_index,PercentageinZ2,TymeBreathRate,TymeVentilation
4194,480,105,126,38505.62,12.048,19,44,34.9,37.99,29.0,27.79,331.6,0.1,0.5177704,31.55,105.3
4195,481,105,127,38518.25,12.047,19,44,33.6,37.99,29.0,27.97,329.5,0.1,0.5177704,31.46,104.6
4196,481,105,128,38531.64,12.046,19,44,33.9,37.99,29.0,27.97,327.5,0.1,0.5177704,31.36,104.0
4197,480,105,128,38542.91,12.048,19,44,35.3,37.99,29.0,27.97,325.9,0.1,0.5177704,31.29,103.9
4198,480,106,129,38554.41,12.048,19,43,34.8,37.99,29.0,27.97,324.8,0.1,0.5177704,31.24,103.7
4199,478,105,129,38566.83,12.047,19,43,34.3,37.99,29.0,27.97,324.0,0.1,0.5177704,31.19,103.4
4200,479,103,131,38578.63,12.047,19,44,34.7,37.99,29.0,28.1,322.5,0.1,0.5177704,31.17,103.3
4201,480,103,132,38590.02,12.048,19,45,35.9,37.99,29.0,28.1,319.9,0.1,0.5177704,31.2,103.2
4202,481,104,133,38601.4,12.048,19,44,35.5,37.99,29.0,28.1,319.0,0.1,0.5177704,31.24,102.9
4203,481,105,135,38613.82,12.047,19,44,34.7,37.99,29.0,28.1,319.4,0.1,0.5177704,31.27,102.6
4204,479,105,135,38625.71,12.048,19,44,34.7,37.99,29.0,28.1,322.5,0.1,0.5177704,31.32,103.4
4205,478,103,136,38637.21,12.048,19,44,35.0,37.99,29.0,29.75,324.5,0.1,0.5177704,31.37,103.6
4206,478,101,137,38649.63,12.047,19,45,33.7,37.99,29.0,29.75,324.4,0.1,0.5177704,31.45,102.7
4207,479,100,138,38662.02,12.047,19,46,33.9,37.99,29.0,29.75,323.9,0.1,0.5177704,31.54,101.8
4208,480,99,138,38673.82,12.047,19,46,35.2,37.99,29.0,29.75,322.0,0.1,0.5177704,31.63,101.2
4209,480,100,139,38686.28,12.047,19,46,34.3,37.99,29.0,33.49,320.2,0.1,0.5177704,31.72,100.7
4210,480,100,140,38699.32,12.047,19,46,35.3,37.99,29.0,33.49,319.7,0.1,0.5177704,31.85,101.1
4211,475,100,140,38711.12,12.047,19,45,34.8,37.99,29.0,33.49,319.5,0.1,0.5177704,31.99,101.5
4212,450,99,141,38721.45,11.661,19,43,34.5,37.99,29.0,33.49,320.1,0.1,0.5177704,32.13,101.7
4213,369,97,141,38731.29,10.202,19,36,34.3,37.99,29.0,33.49,320.7,0.1,0.5177704,32.27,102.0
4214,277,94,141,38740.49,9.058,19,28,33.1,37.99,29.0,34.92,320.3,0.1,0.51789826,32.36,102.2
4215,229,91,141,38748.77,8.837,19,24,33.9,37.99,29.0,34.92,319.7,0.1,0.51802605,32.44,102.4
4216,220,87,142,38757.05,8.837,19,24,31.8,37.99,29.0,34.92,319.2,0.1,0.51802605,32.51,101.9
4217,221,84,142,38766.45,8.838,19,25,31.9,37.99,29.0,34.92,318.5,0.1,0.5181539,32.58,101.3
4218,222,83,143,38775.63,8.838,19,26,35.0,37.99,29.0,34.92,313.7,0.1,0.51828176,32.6,99.94
4219,222,81,143,38783.94,8.837,19,26,36.3,37.99,29.0,35.88,310.9,0.1,0.5184096,32.57,99.48
4220,222,78,143,38793.39,8.838,19,27,34.3,37.99,29.0,35.88,308.7,0.1,0.51853746,32.53,99.28
4221,223,75,144,38802.59,8.838,19,28,34.2,37.99,29.0,35.88,308.0,0.1,0.5186653,32.46,99.22
4222,224,74,144,38810.88,8.837,19,29,34.1,37.99,29.0,35.88,307.8,0.1,0.51879317,32.37,99.2
4223,224,75,144,38820.3,8.838,19,29,35.0,37.99,29.0,35.88,308.3,0.1,0.518921,32.29,99.63
4224,224,75,144,38829.09,8.838,19,29,35.7,37.99,29.0,36.52,308.9,0.1,0.5190488,32.2,100.0
4225,223,74,144,38838.38,8.838,19,29,36.0,37.99,29.0,36.52,308.9,0.1,0.51917666,32.09,99.64
4226,223,74,145,38847.69,8.838,19,29,34.7,37.99,29.0,36.52,308.2,0.1,0.5193045,32.03,99.01
4227,223,73,144,38854.65,8.835,19,29,35.7,37.99,28.95,36.52,306.8,0.1,0.51943237,32.02,98.16
4228,224,72,144,38863.27,8.836,19,30,36.0,37.99,29.0,36.52,306.8,0.1,0.5195602,32.02,98.11
4229,224,72,144,38872.98,8.838,19,30,35.9,37.99,29.0,36.55,309.9,0.1,0.51968807,32.05,99.82
4230,224,72,144,38882.41,8.838,19,30,36.3,37.99,29.0,36.55,310.7,0.1,0.5198159,32.07,99.59
4231,223,72,143,38890.45,8.836,19,30,35.9,37.99,29.0,36.55,311.5,0.1,0.5199438,32.1,99.35
4232,222,71,144,38898.43,8.836,19,30,36.3,37.99,29.0,36.55,309.6,0.2,0.52007157,32.14,98.36
4233,222,69,144,38908.8,8.839,19,31,37.2,37.99,29.0,36.55,306.9,0.1,0.5201994,32.19,97.18
4234,223,68,144,38917.38,8.836,19,31,39.0,37.99,29.0,36.57,305.1,0.1,0.52032727,32.18,97.0
4235,224,68,145,38925.88,8.836,19,31,37.6,37.99,29.0,36.57,303.3,0.1,0.5204551,32.18,96.83
4236,223,68,145,38935.71,8.839,19,31,37.5,37.99,29.0,36.57,298.9,0.1,0.520583,32.15,96.05
4237,224,67,145,38943.97,8.836,19,32,37.9,37.99,29.0,36.57,292.6,0.1,0.5207108,32.1,94.83
4238,225,67,146,38952.79,8.836,19,32,39.1,37.99,29.0,36.57,287.4,0.1,0.5208387,32.06,93.77
4239,225,68,146,38961.99,8.838,19,32,40.3,37.99,28.95,36.57,284.0,0.1,0.52096653,32.02,93.45
4240,225,68,146,38970.27,8.837,19,32,40.9,37.99,28.95,37.76,286.2,0.1,0.5210943,31.94,95.86
4241,224,68,146,38979.7,8.838,19,31,41.1,37.99,28.95,37.76,288.4,0.1,0.5212222,31.87,98.16
4242,223,68,146,38987.75,8.836,19,31,41.0,37.99,29.0,37.76,290.3,0.1,0.52135,31.81,99.0
4243,222,67,145,38996.26,8.836,19,32,40.2,37.99,28.95,37.76,291.4,0.1,0.5214779,31.77,99.49
4244,223,66,145,39006.61,8.839,19,32,40.3,37.99,28.95,37.76,289.6,0.1,0.52160573,31.74,98.87
4245,225,67,144,39014.66,8.836,19,32,41.8,37.99,28.95,37.38,287.8,0.1,0.5217336,31.71,98.26
4246,225,68,144,39023.17,8.836,19,32,41.1,37.99,28.95,37.38,287.0,0.1,0.52186143,31.65,98.22
4247,225,68,145,39033.53,8.839,19,32,41.6,37.99,28.95,37.38,286.6,0.1,0.5219893,31.56,98.36
4248,224,67,144,39041.57,8.836,19,32,41.5,37.99,28.95,37.38,285.4,0.1,0.5221171,31.41,97.47
4249,223,67,144,39050.08,8.836,19,32,42.5,37.99,28.9,37.38,284.2,0.1,0.52224493,31.34,96.7
4250,223,67,143,39060.43,8.839,19,32,43.8,37.99,28.95,37.91,282.6,0.1,0.5223728,31.41,96.15
4251,224,67,144,39067.91,8.836,19,32,43.8,37.99,28.95,37.91,281.9,0.1,0.52250063,31.59,95.73
4252,225,67,144,39075.84,8.836,19,32,45.7,37.99,28.95,37.91,283.2,0.1,0.5226285,32.04,95.61
4253,224,67,144,39085.05,8.836,19,32,44.8,37.99,28.95,37.91,283.0,0.1,0.52275634,32.43,95.26
4254,224,67,144,39093.55,8.836,19,32,44.9,37.99,28.9,37.91,282.7,0.1,0.5228842,32.82,94.88
4255,224,67,144,39103.91,8.839,19,32,45.3,37.99,28.9,36.3,282.5,0.1,0.52301204,33.3,94.7
4256,224,68,143,39111.96,8.836,19,31,47.0,37.99,28.9,36.3,282.5,0.1,0.52313983,33.83,94.66
4257,224,68,143,39120.46,8.836,19,31,47.3,37.99,28.9,36.3,282.5,0.1,0.5232677,34.36,94.61
4258,223,67,142,39130.82,8.839,19,32,49.2,37.99,28.9,36.3,280.4,0.1,0.52339554,35.35,93.29
4259,223,67,142,39138.87,8.836,19,32,49.8,37.99,28.9,36.3,278.4,0.1,0.5235234,36.07,92.39
4260,223,66,142,39147.38,8.836,19,32,50.2,37.99,28.9,35.22,276.7,0.1,0.52365124,36.47,92.06
4261,223,66,141,39156.58,8.838,19,32,50.8,37.99,28.85,35.22,275.1,0.1,0.5237791,36.86,91.73
4262,223,65,140,39166.0,8.838,19,33,51.7,37.99,28.9,35.22,273.6,0.1,0.52390695,37.32,91.45
4263,224,65,138,39174.05,8.836,19,33,50.2,37.99,28.85,35.22,271.4,0.1,0.5240348,37.72,91.04
4264,224,65,137,39182.57,8.836,19,33,48.0,37.99,28.85,35.22,266.3,0.1,0.5241626,37.9,90.2
4265,224,65,138,39190.62,8.836,19,33,48.2,37.99,28.85,35.22,269.9,0.1,0.52429044,37.81,92.33
4266,225,65,138,39199.13,8.836,19,33,45.8,37.99,28.85,35.22,274.0,0.1,0.5244183,37.42,92.47
4267,227,66,138,39209.48,8.839,19,33,46.4,37.99,28.85,33.44,268.8,0.1,0.52454615,37.11,90.73
4268,226,68,138,39218.68,8.838,19,32,46.2,37.99,28.8,33.44,267.4,0.1,0.524674,37.0,90.82
4269,225,70,138,39225.81,8.835,19,31,46.6,37.99,28.8,33.44,265.9,0.1,0.52480185,36.88,90.9
4270,225,71,137,39234.32,8.836,19,30,46.4,37.99,28.8,33.44,264.4,0.1,0.5249297,36.72,91.61
4271,224,71,137,39244.67,8.839,19,30,46.2,37.99,28.8,33.44,262.7,0.1,0.52505755,36.54,92.81
4272,222,70,138,39252.72,8.836,19,30,46.7,37.99,28.8,33.44,264.3,0.1,0.52518535,36.36,93.59
4273,222,68,137,39261.23,8.836,19,31,47.2,37.99,28.8,32.92,264.7,0.1,0.5253132,36.36,93.65
4274,224,67,137,39271.58,8.839,19,32,49.0,37.99,28.75,32.92,264.6,0.1,0.52544105,36.43,93.43
4275,226,68,137,39280.78,8.838,19,32,50.0,37.99,28.75,32.92,264.6,0.1,0.5255689,36.5,93.26
4276,226,70,137,39290.21,8.838,19,31,50.6,37.99,28.75,32.92,264.4,0.1,0.52569675,36.56,93.58
4277,225,72,136,39298.26,8.836,19,30,51.1,37.99,28.75,31.79,264.3,0.1,0.5258246,36.6,93.83
4278,225,73,135,39305.62,8.835,19,29,51.9,37.99,28.75,31.79,263.9,0.1,0.52595246,36.52,93.46
4279,225,73,134,39313.48,8.837,19,29,51.8,37.99,28.75,31.79,263.5,0.1,0.5260803,36.43,93.09
4280,225,74,133,39322.83,8.838,19,29,52.3,37.99,28.7,31.79,262.8,0.1,0.5262081,36.2,92.98
4281,224,74,132,39332.54,8.838,19,29,53.4,37.99,28.7,31.79,262.1,0.1,0.52633595,35.88,93.04
4282,224,74,132,39340.82,8.837,19,29,53.8,37.99,28.7,32.22,262.4,0.1,0.5264638,35.41,93.44
4283,224,75,131,39350.23,8.838,19,29,52.8,37.99,28.7,32.22,262.7,0.1,0.52659166,34.95,93.84
4284,225,76,131,39359.43,8.838,19,28,53.7,37.99,28.7,32.22,263.0,0.1,0.5267195,34.35,93.59
4285,224,76,132,39367.73,8.837,19,28,54.3,37.99,28.7,32.22,263.1,0.1,0.52684736,33.61,92.7
4286,224,76,131,39377.16,8.838,19,28,53.6,37.99,28.7,32.22,261.8,0.1,0.5269752,33.42,92.63
4287,224,75,131,39386.36,8.838,19,29,53.4,37.99,28.7,31.71,260.7,0.1,0.52710307,33.24,92.65
4288,224,75,131,39394.64,8.837,19,29,55.5,37.99,28.7,31.71,261.5,0.1,0.52723086,33.09,93.27
4289,224,75,131,39404.07,8.838,19,29,57.1,37.99,28.65,31.71,263.8,0.1,0.5273587,33.13,94.16
4290,224,75,130,39412.83,8.838,19,29,57.6,37.99,28.65,31.71,267.5,0.1,0.52748656,33.36,95.29
4291,224,75,130,39421.12,8.837,19,29,58.8,37.99,28.65,31.71,273.4,0.1,0.5276144,33.9,96.99
4292,224,75,129,39430.02,8.838,19,29,58.7,37.99,28.65,31.77,278.3,0.1,0.52774227,34.33,98.31
4293,224,76,128,39439.26,8.838,19,28,58.0,37.99,28.65,31.77,281.1,0.1,0.5278701,34.49,98.92
4294,224,75,128,39448.46,8.837,19,29,55.6,37.99,28.65,31.77,283.9,0.1,0.527998,34.66,99.52
4295,224,75,128,39457.88,8.838,19,29,56.5,37.99,28.65,31.77,286.7,0.1,0.5281258,34.89,98.46
4296,224,76,128,39467.08,8.838,19,28,56.5,37.99,28.65,31.77,288.0,0.1,0.5282536,35.21,95.97
4297,225,76,127,39475.36,8.837,19,28,55.0,37.99,28.6,31.77,285.4,0.1,0.52838147,35.55,95.08
4298,224,76,127,39483.22,8.837,19,28,54.3,37.99,28.6,31.77,291.3,0.1,0.5285093,35.81,97.13
4299,224,77,126,39492.56,8.838,19,28,55.3,37.99,28.6,31.81,293.2,0.1,0.5286372,35.92,97.32
4300,224,77,126,39502.27,8.838,19,28,55.4,37.99,28.6,31.81,295.1,0.1,0.528765,36.03,97.51
4301,224,76,126,39509.41,8.835,19,28,56.0,37.99,28.6,31.81,296.7,0.1,0.5288929,36.09,98.26
4302,223,75,126,39516.75,8.835,19,28,57.2,37.99,28.6,31.81,297.8,0.1,0.5290207,36.14,98.85
4303,223,75,126,39526.18,8.838,19,28,56.9,37.99,28.6,31.81,297.0,0.1,0.5291486,36.15,98.91
4304,224,74,126,39535.39,8.838,19,29,57.1,37.99,28.6,31.81,295.8,0.1,0.5292764,36.11,99.35
4305,224,75,126,39543.66,8.837,19,29,57.2,37.99,28.6,30.65,294.3,0.1,0.5294042,36.06,100.0
4306,224,75,126,39553.09,8.838,19,29,55.7,37.99,28.55,30.65,296.3,0.1,0.5295321,36.0,101.4
4307,224,74,125,39562.3,8.838,19,29,56.2,37.99,28.6,30.65,298.4,0.1,0.5296599,35.95,102.6
4308,224,74,125,39571.74,8.838,19,29,54.8,37.99,28.6,30.65,295.7,0.1,0.5297878,35.96,101.9
4309,223,74,125,39580.93,8.838,19,29,54.1,37.99,28.55,30.67,293.1,0.1,0.52991563,35.97,101.1
4310,224,73,125,39590.36,8.838,19,29,53.9,37.99,28.6,30.67,293.6,0.1,0.5300435,35.9,101.3
4311,224,73,125,39598.41,8.836,19,29,54.3,37.99,28.6,30.67,294.3,0.1,0.53017133,35.82,101.6
4312,224,73,125,39605.78,8.835,19,29,55.4,37.99,28.6,30.67,296.9,0.1,0.5302991,35.5,102.1
4313,224,73,125,39613.64,8.837,19,29,55.3,37.99,28.55,30.67,300.3,0.1,0.530427,35.13,102.6
4314,224,73,125,39622.98,8.838,19,29,56.0,37.99,28.55,29.9,304.4,0.1,0.53055483,34.8,103.3
4315,225,74,125,39632.65,8.838,19,29,56.0,37.99,28.55,29.9,308.0,0.1,0.5306827,34.41,103.9
4316,225,75,125,39640.94,8.837,19,29,55.0,37.99,28.55,29.9,310.4,0.1,0.53081053,33.97,104.4
4317,224,75,126,39650.39,8.838,19,29,56.0,37.99,28.55,29.9,308.8,0.1,0.5309384,33.62,103.4
4318,224,75,125,39659.6,8.838,19,29,54.8,37.99,28.55,29.9,307.2,0.1,0.53106624,33.3,102.4
4319,223,75,126,39669.03,8.838,19,28,53.8,37.99,28.55,30.95,305.6,0.1,0.5311941,33.24,101.9
4320,223,74,126,39678.23,8.838,19,29,53.2,37.99,28.55,30.95,305.1,0.1,0.5313219,33.2,101.6
4321,224,74,126,39686.51,8.837,19,29,53.5,37.99,28.55,30.95,308.0,0.1,0.53144974,33.24,102.4
4322,225,74,126,39695.94,8.838,19,29,52.7,37.99,28.55,30.95,310.9,0.1,0.5315776,33.28,103.1
4323,225,74,126,39705.14,8.838,19,29,52.5,37.99,28.55,30.95,314.5,0.1,0.53170544,33.32,103.3
4324,224,74,126,39712.27,8.835,19,29,53.2,37.99,28.55,30.95,318.3,0.1,0.5318333,33.38,103.4
4325,224,75,127,39719.63,8.835,19,29,53.8,37.99,28.55,29.69,320.3,0.1,0.53196114,33.44,102.4
4326,224,75,128,39729.06,8.838,19,29,53.7,37.99,28.55,29.69,322.1,0.1,0.532089,33.51,101.4
4327,224,75,127,39738.26,8.838,19,29,53.2,37.99,28.5,29.69,324.0,0.1,0.53221685,33.54,101.8
4328,224,76,127,39746.55,8.837,19,28,53.3,37.99,28.55,29.69,326.1,0.1,0.53234464,33.5,102.4
4329,224,76,127,39755.96,8.838,19,28,52.1,37.99,28.55,31.04,328.6,0.1,0.5324725,33.35,103.1
4330,224,76,126,39765.16,8.838,19,28,52.2,37.99,28.55,31.04,329.3,0.1,0.53260034,33.18,103.1
4331,223,76,125,39773.45,8.837,19,28,51.4,37.99,28.55,31.04,328.1,0.1,0.5327282,33.0,102.5
4332,223,75,125,39781.92,8.838,19,28,51.0,37.99,28.55,31.04,326.8,0.1,0.53285605,32.76,102.2
4333,224,75,125,39791.16,8.838,19,29,51.7,37.99,28.55,31.04,325.8,0.1,0.5329839,32.53,102.2
4334,224,74,125,39800.36,8.837,19,29,51.7,37.99,28.55,31.04,325.5,0.1,0.53311175,32.35,102.5
4335,224,75,125,39809.79,8.838,19,29,50.6,37.99,28.55,31.04,325.2,0.1,0.5332396,32.18,102.8
4336,224,75,125,39818.99,8.838,19,29,50.6,37.99,28.55,31.72,324.8,0.1,0.53336746,31.97,102.6
4337,224,76,125,39827.26,8.837,19,28,50.7,37.99,28.55,31.72,324.4,0.1,0.53349525,31.77,102.4
4338,224,76,125,39836.7,8.838,19,28,50.7,37.99,28.5,31.72,324.4,0.1,0.5336231,31.6,102.6
4339,223,75,124,39845.89,8.838,19,28,50.2,37.99,28.5,31.72,324.6,0.1,0.53375095,31.44,102.7
4340,223,75,124,39855.32,8.838,19,28,49.9,37.99,28.55,31.72,325.7,0.1,0.5338788,31.26,102.9
4341,224,74,123,39863.38,8.836,19,29,50.3,37.99,28.55,30.59,327.4,0.1,0.53400666,31.06,103.1
4342,224,74,123,39870.75,8.835,19,29,49.5,37.99,28.55,30.59,329.5,0.1,0.5341345,30.88,103.4
4343,224,74,123,39878.61,8.837,19,29,48.9,37.99,28.55,30.59,332.2,0.1,0.53426236,30.7,103.8
4344,224,74,123,39887.43,8.838,19,29,48.7,37.99,28.55,30.59,334.5,0.1,0.5343902,30.52,104.1
4345,223,73,123,39897.25,8.838,19,29,49.3,37.99,28.5,30.59,335.0,0.1,0.534518,30.35,103.8
4346,223,72,123,39907.09,8.838,19,30,49.7,37.99,28.5,30.24,336.0,0.1,0.53464586,30.21,103.9
4347,224,72,123,39917.45,8.839,19,30,48.8,37.99,28.5,30.24,337.9,0.1,0.5347737,30.11,104.7
4348,224,72,123,39925.49,8.836,19,30,49.3,37.99,28.55,30.24,340.0,0.1,0.53490156,30.01,105.5
4349,225,72,122,39932.85,8.835,19,30,50.1,37.99,28.5,30.24,342.7,0.0,0.5350294,29.95,106.3
4350,225,73,123,39941.13,8.837,19,29,50.6,37.99,28.5,30.24,345.5,0.0,0.53515726,29.9,107.1
4351,225,74,123,39950.56,8.838,19,29,50.4,37.99,28.5,30.0,343.0,0.0,0.5352851,29.84,106.9
4352,224,74,123,39959.76,8.838,19,29,51.0,37.99,28.5,30.0,340.0,0.0,0.53541297,29.78,106.6
4353,224,74,123,39969.17,8.838,19,29,50.8,37.99,28.5,30.0,338.5,0.0,0.53554076,29.73,106.4
4354,224,74,124,39978.37,8.838,19,29,51.3,37.99,28.5,30.0,337.8,0.0,0.5356686,29.69,106.1
4355,224,74,124,39986.25,8.837,19,29,50.8,37.99,28.5,30.0,337.2,0.0,0.53579646,29.64,105.9
4356,224,74,124,39995.59,8.838,19,29,50.7,37.99,28.5,30.0,336.4,0.0,0.5359243,29.59,105.7
4357,224,75,124,40005.3,8.838,19,29,50.1,37.99,28.5,28.66,335.6,0.0,0.53605217,29.54,105.6
4358,225,76,124,40013.58,8.837,19,28,51.1,37.99,28.5,28.66,334.5,0.1,0.53618,29.49,104.9
4359,226,77,126,40021.87,8.837,19,28,49.4,37.99,28.55,28.66,333.3,0.1,0.5363079,29.45,104.1
4360,228,81,125,40029.72,8.837,19,27,49.0,37.99,28.55,28.66,332.6,0.1,0.5364357,29.45,103.7
4361,233,89,124,40039.07,8.838,19,25,47.8,37.99,28.55,28.66,331.8,0.1,0.5365635,29.45,103.2
4362,266,101,125,40049.93,9.683,19,25,47.9,37.99,28.5,28.66,332.6,0.0,0.53669137,29.45,103.2
4363,343,109,125,40061.44,11.202,19,30,46.0,37.99,28.55,27.77,333.1,0.1,0.53669137,29.46,103.0
4364,424,111,125,40072.18,11.963,19,36,44.4,38.0,28.5,27.77,333.1,0.1,0.53669137,29.47,102.0
4365,471,111,125,40083.6,12.048,19,41,42.7,38.0,28.5,27.77,329.2,0.1,0.53669137,29.56,100.1
4366,480,113,126,40097.78,12.046,19,41,40.9,38.0,28.5,27.77,327.3,0.0,0.53669137,29.68,99.44
4367,479,116,126,40109.96,12.047,19,39,39.3,38.0,28.5,29.14,327.8,0.0,0.53669137,29.8,99.97
4368,479,116,126,40121.47,12.048,19,39,38.0,38.0,28.5,29.14,328.3,0.0,0.53669137,29.92,100.5
4369,479,114,127,40133.26,12.047,19,40,36.4,38.0,28.5,29.14,329.4,0.0,0.53669137,30.06,101.3
4370,479,113,127,40144.64,12.048,19,40,34.8,38.0,28.5,29.14,330.5,0.0,0.53669137,30.2,101.9
4371,479,112,128,40157.07,12.047,19,41,33.8,38.0,28.5,29.14,331.1,0.0,0.53669137,30.42,101.8
4372,479,111,129,40169.45,12.047,19,41,33.6,38.0,28.5,29.14,331.8,0.0,0.53669137,30.63,101.8
4373,481,111,129,40181.46,12.048,19,41,34.8,38.0,28.5,30.06,329.8,0.0,0.53669137,30.8,101.3
4374,481,112,130,40193.87,12.047,19,41,34.4,38.0,28.5,30.06,327.7,0.0,0.53669137,30.97,100.9
4375,481,114,131,40205.67,12.047,19,40,34.2,38.0,28.55,30.06,326.8,0.1,0.53669137,31.14,100.7
4376,481,116,132,40217.09,12.048,19,40,34.5,38.0,28.55,30.06,326.4,0.1,0.53669137,31.29,100.6
4377,480,116,133,40229.06,12.048,19,40,33.8,38.0,28.5,29.49,326.8,0.1,0.53669137,31.33,100.6
4378,480,115,134,40240.86,12.047,19,40,34.2,38.0,28.5,29.49,325.9,0.0,0.53669137,31.34,100.6
4379,480,116,136,40253.29,12.047,19,40,33.7,38.0,28.5,29.49,323.3,0.1,0.53669137,31.32,100.4
4380,479,116,137,40265.18,12.048,19,39,34.8,38.0,28.5,29.49,321.2,0.0,0.53669137,31.26,100.4
4381,478,114,137,40277.86,12.047,19,40,33.9,38.0,28.5,29.49,319.6,0.1,0.53669137,31.15,100.6
4382,478,112,138,40290.04,12.047,19,41,34.4,38.0,28.5,29.89,318.2,0.1,0.53669137,31.08,100.8
4383,478,111,139,40301.56,12.048,19,41,33.7,38.0,28.5,29.89,316.9,0.0,0.53669137,31.07,100.8
4384,479,110,140,40312.82,12.048,19,42,35.2,38.0,28.55,29.89,316.0,0.1,0.53669137,31.13,100.9
4385,480,109,140,40325.49,12.047,19,42,34.7,38.0,28.55,29.89,315.5,0.1,0.53669137,31.27,101.0
4386,481,110,141,40337.66,12.047,19,42,34.4,38.0,28.5,29.89,314.5,0.0,0.53669137,31.41,100.6
4387,482,112,141,40349.59,12.047,19,41,34.6,38.0,28.5,29.89,313.5,0.1,0.53669137,31.55,100.1
4388,481,113,141,40361.99,12.047,19,41,34.3,38.0,28.5,29.89,312.4,0.0,0.53669137,31.69,99.66
4389,480,113,142,40371.89,12.049,19,41,32.4,38.0,28.5,30.16,311.3,0.0,0.53669137,31.82,99.3
4390,479,112,143,40383.91,12.047,19,41,33.7,38.0,28.55,30.16,311.0,0.1,0.53669137,31.95,99.15
4391,477,111,144,40398.85,12.046,19,41,31.8,38.0,28.55,30.16,312.0,0.1,0.53669137,32.07,99.4
4392,449,109,144,40410.08,11.491,19,39,32.9,38.0,28.5,30.16,313.3,0.0,0.53669137,32.12,99.55
4393,373,104,144,40419.28,10.077,19,34,32.7,38.0,28.5,30.16,314.7,0.0,0.53669137,32.08,99.59
4394,282,99,144,40427.58,9.043,19,27,33.4,38.0,28.5,29.56,315.4,0.1,0.5368192,32.04,99.12
4395,232,95,144,40437.02,8.838,19,23,33.9,38.0,28.5,29.56,315.9,0.1,0.5369471,31.99,98.49
4396,221,92,145,40445.45,8.838,19,23,33.8,38.0,28.5,29.56,318.1,0.1,0.5370749,32.08,98.81
4397,222,89,145,40453.58,8.837,19,24,33.0,38.0,28.5,29.56,318.4,0.1,0.5372028,32.19,98.6
4398,222,87,145,40462.78,8.837,19,24,34.0,38.0,28.5,29.56,317.4,0.1,0.5373306,32.31,98.05
4399,221,84,145,40471.06,8.837,19,25,34.3,38.0,28.5,32.7,315.8,0.0,0.5374585,32.37,97.32
4400,221,81,146,40481.62,8.835,19,26,35.1,38.0,28.5,32.7,314.0,0.1,0.5375863,32.42,96.55
4401,222,79,147,40491.74,8.835,19,27,35.4,37.99,28.5,32.7,312.6,0.1,0.5377141,32.48,96.0
4402,224,78,147,40500.04,8.837,19,27,35.9,37.99,28.5,32.7,311.6,0.0,0.537842,32.58,95.84
4403,224,79,147,40508.32,8.837,19,27,33.8,37.99,28.5,32.7,310.6,0.0,0.5379698,32.65,95.61
4404,223,79,147,40516.18,8.837,19,27,35.5,37.99,28.5,34.79,309.0,0.0,0.5380977,32.64,95.05
4405,223,78,147,40524.99,8.838,19,27,36.6,37.99,28.5,34.79,307.0,0.0,0.53822553,32.63,94.25
4406,223,77,148,40534.82,8.838,19,28,36.4,37.99,28.5,34.79,303.7,0.0,0.5383534,32.63,92.83
4407,223,76,148,40542.35,8.835,19,28,36.2,37.99,28.5,34.79,300.6,0.0,0.53848124,32.61,91.75
4408,222,74,147,40550.88,8.836,19,29,36.4,37.99,28.5,34.79,298.0,0.1,0.538609,32.56,91.34
4409,223,74,147,40560.07,8.838,19,29,37.5,37.99,28.5,34.79,301.8,0.1,0.5387369,32.51,92.7
4410,225,75,147,40568.35,8.837,19,29,35.7,37.99,28.5,34.79,305.5,0.1,0.53886473,32.44,93.84
4411,225,76,147,40576.63,8.837,19,28,35.6,37.99,28.5,34.79,308.2,0.0,0.5389926,32.33,94.43
4412,225,77,147,40587.23,8.835,19,28,36.9,37.99,28.5,34.79,308.4,0.1,0.53912044,32.16,94.35
4413,225,78,146,40597.33,8.835,19,28,36.3,37.99,28.5,34.79,306.0,0.1,0.5392483,31.92,93.55
4414,225,79,147,40605.62,8.837,19,27,37.2,37.99,28.5,34.79,303.6,0.1,0.53937614,31.67,92.79
4415,224,79,146,40613.9,8.837,19,27,37.6,37.99,28.5,34.79,301.0,0.1,0.539504,31.27,92.37
4416,223,78,146,40623.34,8.838,19,27,38.5,37.99,28.5,34.79,298.8,0.1,0.5396318,30.93,92.14
4417,224,77,146,40632.52,8.838,19,28,37.9,37.99,28.5,35.69,297.3,0.1,0.53975964,30.69,92.25
4418,225,77,146,40640.8,8.837,19,28,37.6,37.99,28.5,35.69,296.2,0.1,0.5398875,30.45,92.43
4419,225,79,147,40649.09,8.837,19,27,38.4,37.99,28.5,35.69,296.5,0.1,0.54001534,30.25,92.8
4420,225,80,147,40657.36,8.837,19,27,38.5,37.99,28.5,35.69,297.2,0.0,0.5401432,30.08,93.13
4421,224,81,146,40665.64,8.837,19,26,38.8,37.99,28.5,35.6,299.8,0.0,0.54027104,30.05,93.31
4422,224,80,145,40675.09,8.838,19,27,40.2,37.99,28.5,35.6,302.3,0.0,0.5403989,30.02,93.43
4423,223,80,145,40684.45,8.839,19,27,39.4,37.99,28.5,35.6,303.4,0.0,0.54052675,30.05,93.14
4424,223,79,145,40692.95,8.838,19,27,40.6,37.99,28.5,35.6,304.1,0.0,0.54065454,30.06,92.84
4425,223,78,143,40701.98,8.837,19,27,38.6,37.99,28.5,35.6,304.2,0.0,0.5407824,30.01,92.49
