time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,smo2,core_temperature,skin_temperature,tidal_volume,HeatStrainIndex,PercentageinZ2,TymeBreathRate,TymeVentilation
3611,258,80,122,33968.86,9.467,20,31,62.968,37.94,30.55,231.9,0.4,0.84133273,32.67,75.15
3612,258,79,122,33977.93,9.465,20,31,62.684,37.94,30.55,229.3,0.4,0.8415657,32.98,74.83
3613,258,78,122,33987.48,9.467,20,32,62.424,37.94,30.55,229.9,0.4,0.8417987,33.14,74.45
3614,259,77,122,33996.09,9.466,20,32,62.298,37.94,30.55,230.4,0.4,0.84203166,33.29,74.07
3615,260,76,122,34005.66,9.467,20,33,62.204,37.94,30.55,231.3,0.4,0.84226465,33.47,73.8
3616,260,76,122,34016.46,9.469,20,33,62.12,37.94,30.55,235.7,0.4,0.84249765,33.84,74.3
3617,259,76,122,34025.54,9.465,20,33,62.128,37.94,30.55,239.5,0.4,0.84273064,34.15,75.0
3618,259,76,122,34035.09,9.467,20,33,62.089,37.94,30.55,242.5,0.4,0.84296364,34.35,75.95
3619,260,76,122,34044.14,9.465,20,33,62.172,37.94,30.55,244.0,0.4,0.84319663,34.57,76.38
3620,261,76,122,34053.66,9.467,20,33,62.183,37.94,30.5,243.9,0.4,0.8434296,34.81,76.19
3621,261,77,121,34062.78,9.465,20,32,62.087,37.94,30.55,243.7,0.4,0.8436626,35.04,76.0
3622,260,77,121,34072.35,9.467,20,32,62.109,37.94,30.55,245.0,0.4,0.8438956,35.35,76.07
3623,258,76,121,34082.7,9.469,20,32,62.125,37.94,30.55,246.1,0.4,0.8441286,35.66,76.15
3624,259,75,121,34091.78,9.465,20,33,62.044,37.94,30.55,244.3,0.4,0.8443616,35.79,75.79
3625,260,74,120,34101.33,9.467,20,34,62.007,37.94,30.55,242.5,0.4,0.8445946,35.91,75.44
3626,261,75,120,34109.95,9.466,20,33,61.943,37.94,30.5,241.7,0.4,0.8448276,36.03,75.6
3627,260,76,120,34119.52,9.467,20,33,61.918,37.94,30.55,242.1,0.4,0.8450606,36.14,76.21
3628,260,76,120,34129.73,9.469,20,33,61.951,37.94,30.55,246.0,0.4,0.8452936,36.24,78.02
3629,261,76,120,34139.04,9.466,20,33,62.071,37.94,30.55,249.6,0.4,0.8455266,36.05,78.66
3630,260,77,120,34148.95,9.467,20,32,62.131,37.94,30.55,249.5,0.4,0.8457596,35.71,78.94
3631,260,77,121,34158.02,9.465,20,32,62.203,37.94,30.55,248.3,0.4,0.84599257,35.36,79.22
3632,261,77,121,34167.57,9.467,20,32,62.493,37.94,30.55,246.4,0.4,0.84622556,35.07,79.69
3633,261,78,122,34176.65,9.465,20,32,62.936,37.94,30.55,246.1,0.4,0.84645855,34.82,80.18
3634,259,77,122,34186.2,9.467,20,32,63.376,37.94,30.55,246.3,0.4,0.84669155,34.61,80.61
3635,258,76,123,34196.56,9.469,20,32,63.757,37.94,30.55,247.1,0.4,0.8469245,34.45,80.95
3636,259,75,123,34205.63,9.465,20,33,64.043,37.94,30.55,247.8,0.4,0.8471575,34.29,81.29
3637,262,76,124,34213.91,9.463,20,33,64.265,37.94,30.55,252.3,0.4,0.8473905,33.99,82.88
3638,263,77,124,34223.46,9.467,20,33,64.304,37.94,30.55,255.5,0.4,0.84762347,33.76,83.54
3639,262,79,125,34232.54,9.465,20,32,64.235,37.94,30.55,256.5,0.4,0.84785646,33.63,82.69
3640,260,80,124,34243.37,9.465,20,31,64.168,37.94,30.55,257.2,0.4,0.84808946,33.51,81.83
3641,260,80,123,34253.24,9.464,20,31,64.136,37.94,30.55,252.5,0.4,0.84832245,33.41,80.9
3642,259,79,124,34262.79,9.467,20,31,64.02,37.94,30.55,247.8,0.4,0.84855545,33.32,79.97
3643,259,78,124,34271.87,9.465,20,32,63.834,37.94,30.55,248.6,0.4,0.84878844,33.18,80.05
3644,259,77,124,34281.43,9.467,20,32,63.764,37.94,30.55,250.3,0.4,0.84902143,33.04,80.25
3645,260,76,124,34291.78,9.469,20,33,63.8,37.94,30.5,251.9,0.4,0.8492544,32.9,80.46
3646,260,76,124,34300.86,9.465,20,33,63.699,37.94,30.5,253.1,0.4,0.8494874,32.78,80.72
3647,260,76,124,34309.83,9.466,20,33,63.202,37.94,30.55,254.3,0.4,0.8497204,32.66,80.99
3648,261,77,124,34319.14,9.466,20,32,62.514,37.94,30.5,254.4,0.4,0.8499534,32.55,81.21
3649,260,76,123,34329.04,9.467,20,33,61.916,37.94,30.5,254.5,0.4,0.8501864,32.45,81.42
3650,259,76,123,34338.11,9.465,20,33,61.746,37.94,30.5,254.6,0.4,0.8504194,32.35,81.63
3651,259,75,123,34347.67,9.467,20,33,61.793,37.94,30.5,252.4,0.4,0.8506524,32.3,80.74
3652,260,75,122,34358.02,9.469,20,33,61.887,37.94,30.5,250.2,0.4,0.8508854,32.25,79.85
3653,261,76,122,34367.1,9.465,20,33,61.961,37.94,30.55,247.9,0.4,0.8511184,32.2,78.96
3654,262,77,122,34375.95,9.463,20,32,62.109,37.94,30.5,244.5,0.4,0.8513514,32.18,78.29
3655,261,79,121,34385.98,9.468,20,32,62.311,37.94,30.55,243.0,0.4,0.8515843,32.17,78.23
3656,260,79,121,34394.84,9.465,20,31,62.366,37.94,30.5,246.2,0.4,0.8518173,32.19,79.75
3657,260,79,121,34404.6,9.468,20,31,62.09,37.94,30.5,249.9,0.4,0.8520503,32.17,80.71
3658,261,80,121,34413.47,9.465,20,31,62.169,37.94,30.5,252.6,0.4,0.8522833,32.16,81.05
3659,260,80,121,34421.75,9.463,20,31,62.484,37.94,30.55,251.8,0.4,0.8525163,32.22,80.21
3660,258,79,121,34431.51,9.468,20,31,62.729,37.94,30.55,251.0,0.4,0.8527493,32.28,79.37
3661,258,78,122,34443.34,9.467,20,32,62.781,37.94,30.5,254.6,0.4,0.8529823,32.39,80.83
3662,260,77,122,34452.8,9.464,20,32,62.645,37.94,30.5,254.2,0.4,0.8532153,32.36,80.62
3663,260,77,122,34462.56,9.468,20,32,62.553,37.94,30.5,253.7,0.4,0.8534483,32.32,80.4
3664,260,77,122,34472.23,9.469,20,32,62.589,37.94,30.5,254.0,0.4,0.85368127,32.44,80.29
3665,261,77,123,34481.52,9.465,20,32,62.82,37.94,30.5,254.4,0.4,0.85391426,32.68,80.45
3666,261,78,122,34490.07,9.463,20,32,63.169,37.94,30.5,254.5,0.4,0.85414726,32.94,80.76
3667,258,79,122,34499.82,9.468,20,31,63.775,37.94,30.5,254.0,0.4,0.85438025,33.19,80.41
3668,257,78,122,34510.18,9.469,20,31,64.538,37.94,30.5,253.6,0.4,0.85461324,33.42,80.06
3669,259,76,122,34519.05,9.465,20,33,65.23222,37.94,30.5,253.5,0.4,0.85484624,33.57,80.05
3670,262,75,123,34528.81,9.468,20,33,66.01455,37.94,30.5,253.5,0.4,0.85507923,33.73,80.04
3671,263,76,123,34537.68,9.465,20,33,66.839,37.94,30.5,253.2,0.4,0.8553122,33.89,80.01
3672,262,78,123,34547.44,9.468,20,32,67.418,37.94,30.55,249.8,0.4,0.8555452,34.04,79.75
3673,261,79,123,34556.3,9.465,20,32,67.858,37.94,30.5,246.5,0.4,0.8557782,34.16,79.52
3674,260,80,122,34564.59,9.463,20,31,68.253,37.94,30.5,243.7,0.4,0.8560112,34.22,79.37
3675,260,80,122,34575.83,9.465,20,31,68.402,37.94,30.5,241.0,0.4,0.85624415,34.28,79.22
3676,261,80,121,34585.29,9.464,20,31,68.332,37.94,30.5,238.4,0.4,0.85647714,34.33,78.89
3677,259,81,121,34595.05,9.468,20,31,68.18,37.94,30.5,236.0,0.4,0.85671014,34.38,78.49
3678,258,80,122,34603.88,9.465,20,31,68.07,37.94,30.5,235.0,0.4,0.85694313,34.38,78.38
3679,260,79,122,34611.64,9.463,20,31,67.964,37.94,30.5,235.1,0.4,0.8571761,34.34,78.53
3680,260,79,122,34621.63,9.467,20,31,67.688,37.94,30.5,233.9,0.4,0.8574091,34.25,78.31
3681,258,78,122,34632.31,9.469,20,32,66.793,37.94,30.45,230.2,0.4,0.8576421,34.05,77.38
3682,258,77,122,34641.18,9.465,20,32,65.85,37.94,30.5,231.6,0.4,0.8578751,33.84,77.96
3683,258,76,122,34650.94,9.468,20,32,65.44,37.94,30.5,234.2,0.4,0.8581081,33.64,78.78
3684,261,75,122,34659.79,9.465,20,33,65.421,37.94,30.5,235.7,0.4,0.8583411,33.45,79.19
3685,262,76,122,34669.55,9.467,20,33,65.642,37.94,30.5,234.5,0.4,0.8585741,33.35,78.64
3686,262,77,122,34677.89,9.465,20,32,65.941,37.94,30.5,232.7,0.4,0.8588071,33.27,77.88
3687,260,78,122,34687.88,9.467,20,32,66.102,37.94,30.5,230.9,0.4,0.8590401,33.21,77.24
3688,259,77,122,34697.07,9.465,20,32,65.957,37.94,30.5,229.2,0.4,0.8592731,33.2,76.99
3689,259,77,122,34706.16,9.467,20,32,65.685,37.94,30.5,227.9,0.4,0.8595061,33.3,76.37
3690,259,76,122,34716.86,9.469,20,33,65.379,37.94,30.5,227.1,0.4,0.85973907,33.58,75.18
3691,259,75,122,34726.05,9.465,20,33,64.977,37.94,30.5,225.6,0.4,0.85997206,33.95,74.49
3692,260,75,122,34735.82,9.468,20,33,64.464,37.94,30.5,224.6,0.4,0.86020505,34.34,73.94
3693,260,76,122,34744.68,9.465,20,33,64.18,37.94,30.5,224.3,0.4,0.86043805,34.75,73.58
3694,260,76,121,34754.45,9.468,20,33,64.027,37.94,30.5,223.6,0.4,0.86067104,34.86,73.34
3695,260,76,121,34764.79,9.469,20,33,63.887,37.94,30.5,222.9,0.4,0.860904,34.93,73.12
3696,260,76,121,34773.66,9.465,20,33,63.366,37.94,30.5,220.2,0.4,0.861137,34.92,72.38
3697,260,76,121,34783.42,9.468,20,33,62.748,37.94,30.5,216.8,0.4,0.86136997,34.88,71.46
3698,260,76,121,34792.29,9.465,20,33,62.435,37.94,30.5,214.7,0.4,0.86160296,34.69,72.86
3699,261,76,122,34802.06,9.468,20,33,62.419,37.94,30.45,215.7,0.4,0.86183596,34.48,75.21
3700,261,77,122,34810.92,9.465,20,32,62.384,37.94,30.45,221.1,0.4,0.86206895,34.29,78.46
3701,260,77,122,34820.69,9.468,20,32,62.192223,37.94,30.5,222.0,0.4,0.86230195,34.25,79.29
3702,259,77,121,34829.55,9.465,20,32,61.956364,37.94,30.45,221.4,0.4,0.86253494,34.23,79.28
3703,259,76,121,34839.31,9.468,20,33,61.619,37.94,30.45,219.5,0.4,0.86276793,34.2,78.74
3704,261,76,121,34848.18,9.465,20,33,61.322,37.94,30.5,218.2,0.4,0.8630009,34.19,78.41
3705,260,77,122,34857.95,9.468,20,32,61.159,37.94,30.45,217.6,0.4,0.8632339,34.19,78.3
3706,259,76,122,34868.3,9.469,20,33,61.061,37.94,30.45,217.0,0.4,0.8634669,34.19,78.18
3707,260,76,122,34877.16,9.465,20,33,61.036,37.94,30.45,216.4,0.4,0.8636999,34.19,78.07
3708,261,77,122,34886.93,9.468,20,32,60.862,37.94,30.45,218.4,0.4,0.8639329,34.24,79.1
3709,261,78,122,34895.25,9.465,20,32,60.188,37.94,30.45,220.4,0.4,0.8641659,34.3,80.1
3710,260,77,122,34905.23,9.467,20,32,59.676,37.94,30.5,222.2,0.4,0.8643989,34.41,80.43
3711,260,77,122,34914.42,9.465,20,32,59.641,37.94,30.45,223.3,0.4,0.8646319,34.52,80.48
3712,259,76,122,34923.51,9.467,20,33,59.803,37.94,30.45,220.8,0.4,0.8648649,34.7,79.04
3713,259,75,122,34932.23,9.465,20,33,60.011,37.94,30.45,218.3,0.4,0.8650979,34.95,78.0
3714,259,75,122,34942.5,9.467,20,33,60.277,37.94,30.45,215.7,0.4,0.8653309,35.29,77.49
3715,261,75,122,34953.17,9.469,20,33,60.527,37.94,30.45,215.5,0.4,0.86556387,35.81,77.82
3716,262,77,123,34962.02,9.465,20,32,60.628,37.94,30.5,216.0,0.4,0.8657968,36.41,78.33
3717,261,78,123,34970.3,9.463,20,32,60.307777,37.94,30.5,215.9,0.4,0.8660298,37.03,78.17
3718,260,77,124,34980.09,9.468,20,32,60.08,37.94,30.5,217.1,0.4,0.8662628,37.41,78.3
3719,259,77,124,34991.93,9.467,20,32,60.24,37.94,30.45,218.7,0.4,0.8664958,37.71,78.48
3720,260,77,124,35002.85,9.469,20,32,60.631,37.94,30.45,218.1,0.4,0.8667288,37.77,77.85
3721,260,77,125,35011.72,9.465,20,32,61.119,37.94,30.45,218.6,0.4,0.8669618,37.86,77.96
3722,259,76,124,35021.48,9.468,20,33,61.626,37.94,30.45,221.1,0.4,0.8671948,37.99,78.91
3723,260,76,123,35030.34,9.465,20,33,61.999,37.94,30.45,229.1,0.4,0.86742777,38.11,80.38
3724,260,76,123,35040.11,9.468,20,33,62.229,37.94,30.45,229.0,0.4,0.86766076,38.21,80.03
3725,259,75,123,35050.47,9.469,20,33,62.42,37.94,30.5,229.7,0.4,0.86789376,38.3,80.22
3726,260,75,123,35057.84,9.467,20,33,62.632,37.94,30.45,230.5,0.4,0.86812675,38.38,80.52
3727,260,75,123,35065.54,9.464,20,33,62.801,37.94,30.45,231.4,0.4,0.86835974,38.46,80.81
3728,260,75,124,35075.3,9.468,20,33,62.913,37.94,30.5,232.1,0.4,0.86859274,38.56,80.75
3729,259,75,124,35085.66,9.469,20,33,62.859,37.94,30.5,232.8,0.4,0.86882573,38.66,80.54
3730,260,74,124,35094.52,9.465,20,34,62.7,37.94,30.45,232.6,0.4,0.8690587,38.69,80.11
3731,261,74,125,35104.29,9.468,20,34,62.431,37.94,30.45,232.2,0.4,0.8692917,38.7,79.64
3732,260,75,124,35112.61,9.465,20,33,62.299,37.94,30.45,230.1,0.4,0.8695247,38.68,79.26
3733,259,75,124,35122.59,9.467,20,33,62.358,37.94,30.5,227.5,0.4,0.8697577,38.65,78.92
3734,259,74,126,35133.27,9.469,20,33,62.446,37.94,30.5,227.3,0.4,0.8699907,38.56,79.25
3735,260,74,126,35143.62,9.469,20,34,62.425,37.94,30.45,226.4,0.4,0.8702237,38.46,79.07
3736,262,74,126,35152.48,9.465,20,34,62.473,37.94,30.45,224.8,0.4,0.87045664,38.34,78.5
3737,261,75,126,35162.25,9.468,20,33,62.532,37.94,30.45,223.2,0.4,0.87068963,38.18,77.95
3738,260,77,124,35171.11,9.465,20,32,62.536,37.94,30.45,222.1,0.4,0.8709226,37.87,77.44
3739,260,77,122,35180.88,9.468,20,32,62.458,37.94,30.45,222.4,0.4,0.8711556,37.48,77.08
3740,259,76,122,35189.74,9.465,20,33,62.275,37.94,30.45,226.5,0.4,0.8713886,36.89,77.12
3741,259,76,123,35198.27,9.467,20,33,61.64,37.94,30.45,229.0,0.4,0.8716216,36.15,77.26
3742,260,76,123,35206.71,9.466,20,33,61.295,37.94,30.5,230.1,0.4,0.8718546,35.37,77.23
3743,261,76,123,35216.67,9.467,20,33,61.467,37.94,30.45,229.0,0.4,0.8720876,34.67,76.46
3744,261,77,123,35226.18,9.465,20,32,61.733334,37.94,30.45,228.4,0.4,0.8723206,34.07,76.08
3745,261,77,123,35235.73,9.467,20,32,61.971817,37.94,30.45,228.2,0.4,0.8725536,33.55,75.99
3746,261,78,123,35244.8,9.465,20,32,62.212,37.94,30.45,229.3,0.4,0.8727866,33.11,76.5
3747,261,78,123,35254.36,9.467,20,32,62.408,37.94,30.45,232.4,0.4,0.8730196,32.79,77.98
3748,260,79,122,35266.0,9.468,20,31,62.69,37.94,30.45,235.9,0.4,0.8732526,32.53,79.11
3749,259,79,122,35275.83,9.464,20,31,62.9,37.94,30.45,239.6,0.4,0.87348557,32.33,79.98
3750,259,78,122,35285.4,9.467,20,32,63.363,37.94,30.45,240.6,0.4,0.87371856,32.26,79.98
3751,259,76,122,35294.48,9.465,20,33,63.666,37.94,30.45,241.4,0.4,0.87395155,32.2,79.87
3752,261,76,122,35304.76,9.467,20,33,63.296,37.94,30.45,242.1,0.4,0.87418455,32.15,79.77
3753,261,77,123,35313.94,9.465,20,32,62.93,37.94,30.45,241.9,0.4,0.87441754,32.06,78.71
3754,260,78,123,35323.04,9.467,20,32,62.858,37.94,30.45,240.6,0.4,0.87465054,31.94,77.15
3755,259,78,123,35331.75,9.465,20,32,62.913,37.94,30.45,236.2,0.4,0.87488353,31.75,74.33
3756,259,77,123,35341.31,9.467,20,32,63.363,37.94,30.45,236.0,0.4,0.87511647,31.55,74.43
3757,260,77,123,35350.35,9.465,20,32,63.983,37.94,30.45,237.6,0.4,0.87534946,31.35,75.82
3758,261,78,123,35359.93,9.467,20,32,64.661,37.94,30.45,239.8,0.4,0.87558246,31.16,77.03
3759,260,78,123,35369.0,9.465,20,32,65.238,37.94,30.45,242.9,0.4,0.87581545,30.99,77.98
3760,259,78,123,35378.56,9.467,20,32,65.594,37.94,30.45,246.0,0.4,0.87604845,30.82,78.93
3761,258,76,123,35387.63,9.465,20,32,65.718,37.94,30.45,246.6,0.4,0.87628144,30.67,78.99
3762,259,75,123,35397.2,9.467,20,33,65.675,37.94,30.45,246.9,0.4,0.87651443,30.51,78.94
3763,262,76,123,35406.27,9.465,20,33,65.722,37.94,30.45,245.1,0.4,0.8767474,30.4,78.21
3764,261,78,123,35415.84,9.467,20,32,65.849,37.94,30.45,242.8,0.4,0.8769804,30.3,77.32
3765,259,78,123,35424.9,9.465,20,32,65.78889,37.94,30.45,241.3,0.4,0.8772134,30.22,77.27
3766,260,77,124,35434.46,9.467,20,32,65.81545,37.94,30.45,240.1,0.4,0.8774464,30.16,77.44
3767,260,77,124,35443.53,9.465,20,32,65.945,37.94,30.45,239.6,0.4,0.8776794,30.18,77.58
3768,259,76,123,35453.09,9.467,20,33,66.05,37.94,30.4,239.3,0.4,0.8779124,30.22,77.71
3769,258,75,123,35463.45,9.469,20,33,66.01818,37.94,30.45,239.6,0.4,0.8781454,30.27,78.03
3770,259,74,123,35473.8,9.469,20,33,65.503,37.94,30.45,241.3,0.4,0.8783784,30.34,78.69
3771,260,74,123,35482.86,9.465,20,34,65.259,37.94,30.45,242.9,0.4,0.8786114,30.42,79.35
3772,260,74,123,35492.39,9.467,20,34,65.138,37.94,30.45,244.7,0.4,0.8788444,30.49,80.01
3773,259,73,123,35502.75,9.469,20,34,65.345,37.94,30.45,247.7,0.4,0.8790774,30.57,80.65
3774,260,73,123,35513.09,9.469,20,34,65.744,37.94,30.45,249.5,0.4,0.87931037,30.65,80.97
3775,261,74,123,35520.9,9.468,20,34,66.092,37.94,30.45,247.5,0.4,0.87954336,30.73,80.29
3776,261,75,123,35528.4,9.464,20,33,66.222,37.94,30.4,245.6,0.4,0.8797763,30.86,79.88
3777,260,74,123,35537.96,9.467,20,34,66.191,37.94,30.4,244.0,0.3,0.8800093,31.09,80.03
3778,260,74,123,35548.32,9.469,20,34,66.058,37.94,30.4,245.1,0.4,0.8802423,31.3,80.93
3779,259,73,124,35558.66,9.469,20,34,65.82,37.94,30.4,246.5,0.4,0.8804753,31.51,81.54
3780,258,73,123,35568.43,9.469,20,34,65.551,37.94,30.4,247.2,0.4,0.8807083,31.73,81.19
3781,259,72,124,35577.73,9.466,20,34,65.298,37.94,30.4,246.5,0.4,0.8809413,31.99,80.79
3782,262,71,123,35587.64,9.467,20,35,65.395,37.94,30.4,242.7,0.3,0.88117427,32.37,80.3
3783,264,72,123,35596.71,9.465,20,35,65.511,37.94,30.4,240.3,0.4,0.88140726,32.75,80.11
3784,264,76,124,35604.99,9.463,20,33,65.102,37.94,30.4,240.5,0.3,0.88164026,33.13,80.38
3785,262,79,124,35614.55,9.467,20,32,64.473,37.94,30.4,239.6,0.4,0.88187325,33.52,79.68
3786,260,81,124,35623.62,9.465,20,31,64.197,37.94,30.4,238.4,0.3,0.88210624,33.93,78.74
3787,259,80,124,35634.47,9.465,20,31,64.081,37.94,30.4,240.0,0.3,0.88233924,34.55,79.38
3788,259,80,125,35643.86,9.464,20,31,64.054,37.94,30.4,241.4,0.3,0.88257223,34.87,79.7
3789,259,80,125,35653.45,9.467,20,31,64.153,37.94,30.4,242.7,0.4,0.8828052,35.1,79.86
3790,260,79,125,35662.96,9.465,20,31,64.375,37.94,30.4,244.0,0.4,0.8830382,35.32,80.03
3791,259,79,125,35672.52,9.467,20,31,64.618,37.94,30.4,246.5,0.3,0.8832712,35.71,80.67
3792,258,79,125,35681.58,9.465,20,31,64.844,37.94,30.4,248.7,0.3,0.8835042,36.12,81.3
3793,258,78,125,35691.14,9.467,20,32,65.117,37.94,30.4,250.0,0.4,0.8837372,36.49,81.72
3794,260,76,125,35700.18,9.465,20,33,65.208,37.94,30.4,252.0,0.3,0.8839702,36.71,82.15
3795,261,76,125,35709.72,9.467,20,33,65.48333,37.94,30.4,259.1,0.3,0.8842032,36.92,84.44
3796,261,77,125,35718.83,9.465,20,32,66.17555,37.94,30.4,264.8,0.3,0.88443613,37.1,86.52
3797,260,78,125,35728.41,9.467,20,32,67.270836,37.94,30.4,265.0,0.3,0.8846691,37.21,87.65
3798,260,77,125,35737.48,9.465,20,32,68.12889,37.94,30.4,265.0,0.3,0.8849021,37.21,87.92
3799,259,77,125,35747.04,9.467,20,32,68.439095,37.94,30.4,264.9,0.3,0.8851351,37.17,87.91
3800,259,77,125,35756.11,9.465,20,32,68.142,37.94,30.4,264.5,0.3,0.8853681,37.1,87.89
3801,260,77,125,35764.6,9.466,20,32,67.431,37.94,30.4,263.1,0.3,0.8856011,36.86,87.84
3802,261,77,124,35773.95,9.466,20,32,66.588,37.94,30.4,261.7,0.3,0.8858341,36.65,87.63
3803,261,78,125,35784.26,9.467,20,32,65.723,37.94,30.4,258.9,0.3,0.8860671,36.39,86.55
3804,260,78,125,35793.31,9.465,20,32,64.699,37.94,30.4,256.8,0.3,0.8863001,36.14,85.85
3805,259,78,125,35802.87,9.467,20,32,63.505,37.94,30.4,255.3,0.3,0.8865331,35.9,85.53
3806,259,78,125,35811.98,9.465,20,32,62.369,37.94,30.4,253.7,0.3,0.8867661,35.66,85.22
3807,260,76,125,35822.85,9.465,20,33,61.109,37.94,30.4,253.5,0.3,0.8869991,35.18,85.05
3808,260,77,124,35833.98,9.468,20,32,59.935,37.94,30.4,253.4,0.3,0.88723207,34.74,84.97
3809,259,77,124,35844.33,9.469,20,32,59.033,37.94,30.4,253.1,0.3,0.88746506,34.42,84.99
3810,259,76,124,35852.11,9.468,20,33,58.438,37.94,30.4,253.8,0.3,0.88769805,34.15,85.15
3811,259,75,124,35859.61,9.464,20,33,57.858,37.94,30.4,255.4,0.3,0.88793105,33.92,85.42
3812,259,75,124,35869.17,9.467,19,33,57.333,37.94,30.4,257.0,0.3,0.88816404,33.7,85.69
3813,260,75,123,35879.52,9.469,19,33,57.055557,37.94,30.4,257.3,0.3,0.88839704,33.4,85.19
3814,260,75,123,35888.59,9.465,19,33,56.892727,37.94,30.4,253.2,0.3,0.88863003,32.87,82.27
3815,260,75,123,35898.16,9.467,19,33,56.97,37.94,30.4,251.4,0.3,0.888863,32.65,81.56
3816,260,75,124,35908.51,9.469,19,33,57.212223,37.94,30.4,249.7,0.3,0.889096,32.45,80.96
3817,261,75,124,35917.54,9.465,19,33,57.36727,37.94,30.4,248.0,0.3,0.88932896,32.24,80.36
3818,260,75,124,35926.53,9.467,19,33,57.572,37.94,30.4,248.5,0.3,0.88956195,32.08,81.14
3819,259,75,124,35937.01,9.469,19,33,57.825554,37.94,30.4,249.4,0.3,0.88979495,31.92,82.09
3820,260,74,125,35946.5,9.465,19,34,58.07,37.94,30.4,252.6,0.3,0.89002794,31.82,83.48
3821,261,75,125,35956.1,9.467,19,33,58.433,37.94,30.4,258.7,0.3,0.89026093,31.79,85.37
3822,262,76,125,35965.18,9.465,19,33,58.836666,37.94,30.35,260.9,0.3,0.8904939,31.87,85.29
3823,262,77,126,35974.75,9.467,19,32,59.433636,37.94,30.35,261.6,0.3,0.8907269,32.0,84.46
3824,260,78,126,35983.81,9.465,19,32,60.049,37.94,30.35,262.7,0.3,0.8909599,32.12,83.87
3825,259,78,127,35993.38,9.467,19,32,60.383335,37.94,30.35,264.5,0.3,0.8911929,32.24,83.7
3826,260,78,126,36001.95,9.466,19,32,60.525455,37.94,30.35,264.5,0.3,0.8914259,32.37,83.07
3827,260,78,125,36011.55,9.467,19,32,60.572857,37.94,30.35,263.1,0.3,0.8916589,32.51,82.11
3828,260,77,125,36021.04,9.465,19,32,60.657692,37.94,30.35,260.8,0.3,0.8918919,32.62,81.29
3829,260,77,125,36030.62,9.467,19,32,60.604,37.94,30.35,258.1,0.3,0.8921249,32.69,80.56
3830,260,77,125,36039.7,9.465,19,32,60.296,37.94,30.35,258.7,0.3,0.8923579,32.71,81.17
3831,259,77,125,36049.23,9.467,19,32,59.998,37.94,30.35,261.3,0.3,0.8925909,32.67,82.31
3832,259,77,125,36059.01,9.469,19,32,59.631,37.94,30.35,262.0,0.3,0.8928239,32.56,81.8
3833,260,76,125,36068.3,9.466,19,33,59.392,37.94,30.35,260.6,0.3,0.89305687,32.72,80.55
3834,261,76,125,36078.23,9.467,19,33,59.323,37.94,30.35,258.5,0.3,0.89328986,32.87,79.65
3835,261,77,125,36087.32,9.465,19,32,59.162,37.94,30.35,256.1,0.3,0.89352286,33.0,79.07
3836,261,77,125,36098.17,9.465,19,32,58.839,37.94,30.3,256.4,0.3,0.89375585,33.05,78.92
3837,261,78,124,36107.99,9.464,19,32,58.402,37.94,30.3,257.2,0.3,0.8939888,33.08,78.86
3838,260,79,124,36117.52,9.467,19,31,58.025,37.94,30.3,258.3,0.3,0.8942218,33.05,79.12
3839,259,79,124,36126.6,9.465,19,31,57.851,37.94,30.3,259.4,0.3,0.8944548,32.98,79.55
3840,260,78,124,36136.15,9.467,19,32,57.958,37.94,30.3,259.5,0.3,0.8946878,32.91,79.91
3841,261,79,124,36145.26,9.465,19,32,58.349,37.94,30.3,259.7,0.3,0.89492077,32.85,80.27
3842,260,80,123,36153.56,9.463,19,31,58.88,37.94,30.3,259.3,0.3,0.89515376,32.76,80.12
3843,259,79,123,36163.13,9.467,19,31,59.495,37.94,30.3,258.7,0.3,0.89538676,32.66,79.67
3844,259,78,123,36172.19,9.465,19,32,60.205555,37.94,30.3,257.9,0.3,0.89561975,32.57,79.27
3845,260,78,122,36181.76,9.467,19,32,60.96091,37.94,30.3,256.4,0.3,0.89585274,32.46,79.0
3846,262,78,122,36193.35,9.468,19,32,61.547,37.94,30.3,254.8,0.3,0.89608574,32.35,78.71
3847,260,79,122,36203.22,9.464,19,31,61.658,37.94,30.3,253.0,0.3,0.89631873,32.19,78.33
3848,258,79,122,36212.77,9.467,19,31,61.689,37.94,30.25,253.0,0.3,0.8965517,32.05,78.53
3849,258,79,122,36221.38,9.466,19,31,61.91,37.94,30.3,253.0,0.3,0.8967847,31.92,78.73
3850,259,77,122,36231.0,9.467,19,32,62.253,37.94,30.3,252.9,0.3,0.8970177,31.79,78.93
3851,260,76,122,36240.5,9.465,19,33,62.598,37.94,30.3,253.3,0.3,0.8972507,31.62,79.06
3852,261,76,122,36250.07,9.467,19,33,62.78,37.94,30.25,254.0,0.3,0.8974837,31.4,79.11
3853,261,77,122,36259.1,9.465,19,32,62.895,37.94,30.25,254.7,0.3,0.8977167,31.18,79.16
3854,260,77,122,36268.63,9.467,19,32,62.899,37.94,30.3,254.0,0.3,0.8979497,30.91,78.75
3855,259,76,121,36277.71,9.465,19,33,63.005,37.94,30.25,249.3,0.3,0.8981827,30.48,77.02
3856,260,76,121,36287.31,9.467,19,33,63.495,37.94,30.25,244.7,0.3,0.8984157,30.06,75.35
3857,261,77,121,36296.4,9.465,19,32,64.083,37.94,30.25,242.4,0.3,0.8986486,29.68,74.26
