time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance,left_pedal_smoothness,right_pedal_smoothness,left_torque_effectiveness,right_torque_effectiveness,core_temperature
812,308,86,138,6895.43,111.2,52.22747,20.832214,10.471,16,34,58,20.0,21.5,77.0,79.5,37.65
813,296,86,138,6905.89,111.2,52.227566,20.83222,10.439,16,33,58,23.5,19.0,79.0,73.5,37.65
814,297,84,138,6916.5,111.2,52.22766,20.832226,10.304,16,34,58,24.0,20.0,78.5,73.5,37.66
815,294,84,138,6926.36,111.2,52.22775,20.832233,10.21,16,33,58,22.0,23.5,76.0,78.0,37.66
816,291,84,138,6936.62,111.2,52.22784,20.832247,10.186,16,33,58,20.5,26.0,74.5,82.0,37.66
817,284,84,138,6947.02,111.2,52.227932,20.832272,10.129,16,32,60,21.5,23.5,79.0,82.0,37.66
818,278,83,138,6957.11,111.2,52.22802,20.832314,10.083,16,32,61,22.0,21.5,82.0,79.5,37.66
819,273,83,139,6967.28,111.2,52.228107,20.832369,10.054,16,31,63,22.5,19.5,84.5,76.5,37.66
820,314,83,139,6977.64,111.2,52.228188,20.83243,10.032,16,36,64,22.5,20.5,84.0,78.0,37.66
821,320,82,140,6987.41,111.2,52.228268,20.832489,10.032,16,37,55,22.0,21.0,83.5,79.0,37.66
822,321,82,140,6997.6,111.2,52.22835,20.832552,10.002,16,37,55,22.0,22.0,83.0,80.0,37.66
823,318,82,140,7007.37,111.0,52.22843,20.832613,9.922,16,37,53,22.5,22.0,83.0,81.0,37.66
824,303,81,140,7017.12,111.0,52.22851,20.83267,9.877,16,36,54,24.5,21.5,85.0,81.5,37.66
825,301,81,140,7027.18,111.2,52.228596,20.83273,9.907,16,35,61,24.0,23.5,88.0,85.5,37.66
826,305,82,140,7037.24,111.4,52.22868,20.832788,9.958,16,36,65,23.5,25.5,91.0,89.0,37.66
827,307,82,140,7047.1,111.4,52.22876,20.832846,9.951,16,36,63,23.5,27.0,90.0,89.0,37.66
828,307,82,140,7057.39,111.4,52.228844,20.832907,9.989,16,36,58,23.5,26.5,86.0,87.0,37.66
829,305,82,139,7067.58,111.4,52.228928,20.832968,10.001,16,36,55,23.5,24.0,82.0,84.5,37.66
830,315,82,139,7076.88,111.4,52.229,20.833027,9.98,16,37,55,24.5,21.0,81.0,76.0,37.66
831,328,82,139,7086.66,111.4,52.22908,20.833086,9.98,16,38,55,26.0,21.0,83.5,77.0,37.66
832,344,82,139,7097.27,111.4,52.22917,20.83315,9.98,16,40,54,26.0,21.0,85.0,77.5,37.66
833,360,82,139,7107.3,111.4,52.22925,20.83321,9.98,16,42,57,26.0,23.0,84.5,81.0,37.66
834,372,82,139,7117.38,111.4,52.229336,20.833271,10.04,16,43,58,26.0,27.5,82.0,88.5,37.66
835,348,82,139,7127.51,111.6,52.229416,20.833336,10.053,16,41,55,23.5,23.5,83.5,79.5,37.66
836,334,82,139,7137.36,111.6,52.229492,20.833408,10.002,16,39,60,25.0,23.0,83.0,78.5,37.67
837,321,83,139,7147.31,111.4,52.22957,20.833485,9.893,16,37,56,24.5,25.0,82.0,82.0,37.67
838,311,86,139,7157.31,111.4,52.22965,20.833559,9.856,16,35,54,23.0,28.5,80.5,87.0,37.67
839,234,90,139,7166.73,111.2,52.229717,20.833632,9.708,16,25,60,21.0,31.5,79.0,92.5,37.67
840,177,79,139,7176.34,111.2,52.229794,20.833702,9.424,16,21,84,16.0,23.0,51.5,75.0,37.67
841,126,63,139,7185.67,111.2,52.229862,20.833773,9.193,16,19,24,14.0,9.5,38.5,67.0,37.67
842,103,44,139,7194.5,111.2,52.229935,20.83384,9.048,16,22,0,14.5,0.0,40.0,65.0,37.67
843,80,25,139,7203.26,111.4,52.230003,20.833902,8.682,16,31,0,16.0,0.0,47.5,63.0,37.67
844,57,7,139,7210.99,111.4,52.23006,20.833963,7.43,16,78,0,17.5,0.0,54.5,61.5,37.67
845,0,0,139,7216.91,111.4,52.230103,20.834015,6.2,16,0,0,18.5,0.0,62.0,59.5,37.67
846,0,0,139,7222.42,111.4,52.230137,20.83407,5.624,16,0,0,20.0,0.0,69.5,57.5,37.67
847,4,15,138,7228.15,111.4,52.230167,20.834137,5.618,16,3,0,21.5,0.0,77.0,56.0,37.67
848,9,22,137,7233.89,111.4,52.230198,20.834206,5.949,16,4,16,23.5,2.0,84.5,54.0,37.67
849,252,64,137,7240.34,111.4,52.23024,20.834272,6.365,16,38,49,30.0,14.0,95.0,52.0,37.67
850,370,68,137,7247.48,111.6,52.230297,20.834314,6.716,16,52,54,29.5,27.0,95.5,83.0,37.67
851,415,72,136,7254.43,111.6,52.23036,20.834326,7.076,16,55,49,29.5,31.5,94.5,93.0,37.67
852,413,77,136,7261.8,111.6,52.230423,20.834333,7.482,16,51,48,28.5,31.5,91.5,89.0,37.67
853,412,79,135,7269.68,111.6,52.23049,20.834364,7.895,16,50,51,26.5,31.5,87.0,85.5,37.67
854,394,84,134,7277.81,111.4,52.230556,20.834417,8.134,16,45,56,23.0,31.5,81.5,91.5,37.67
855,385,86,134,7286.35,111.6,52.23062,20.834484,8.328,16,43,53,25.0,26.5,90.0,83.5,37.67
856,385,88,135,7294.88,111.6,52.23069,20.834549,8.556,16,42,52,25.0,25.0,89.0,82.0,37.67
857,387,89,135,7303.44,111.6,52.230755,20.834616,8.643,16,42,54,24.0,25.0,84.0,83.0,37.67
858,344,91,135,7312.48,111.6,52.230824,20.834684,8.764,16,36,59,26.0,21.5,80.0,80.0,37.68
859,324,92,135,7321.38,111.8,52.230892,20.83475,8.879,16,34,53,24.0,28.5,87.5,94.5,37.68
860,310,93,136,7329.82,111.8,52.230957,20.83481,8.928,16,32,50,21.0,26.5,84.5,86.5,37.68
861,294,91,136,7338.8,112.0,52.23103,20.834877,8.951,16,31,51,19.5,22.0,79.5,74.5,37.68
862,272,85,137,7348.32,112.0,52.231102,20.83495,9.012,15,31,53,21.0,21.5,80.0,74.0,37.68
863,266,84,138,7357.11,111.8,52.23117,20.835012,9.054,15,30,55,20.5,22.5,78.0,77.5,37.68
864,269,84,138,7366.0,111.8,52.23124,20.835075,9.082,15,31,56,20.0,23.5,76.0,81.5,37.68
865,282,85,139,7375.22,111.8,52.231308,20.835142,9.106,15,32,57,20.0,26.5,77.0,86.0,37.68
866,301,85,139,7384.08,111.8,52.23138,20.835209,9.106,15,34,58,20.0,27.5,78.0,85.5,37.68
867,319,85,139,7393.38,111.8,52.231453,20.835278,9.186,15,36,57,20.5,25.0,78.0,80.5,37.68
868,323,86,139,7403.08,111.8,52.23153,20.835348,9.317,15,36,53,21.0,25.0,81.0,80.5,37.7
869,320,87,139,7412.51,112.0,52.2316,20.835413,9.421,15,35,56,20.0,23.5,79.0,82.5,37.7
870,304,87,138,7422.22,112.0,52.231678,20.835484,9.436,15,33,54,20.5,22.0,80.0,81.5,37.7
871,282,88,138,7431.68,112.0,52.23175,20.835554,9.353,15,31,52,26.5,22.0,86.5,80.5,37.7
872,269,87,138,7440.83,111.8,52.231823,20.83562,9.341,15,30,52,33.0,27.5,93.0,84.0,37.7
873,275,87,138,7450.14,111.8,52.231895,20.835688,9.363,15,30,54,20.0,42.5,80.0,99.0,37.7
874,301,87,139,7459.61,111.8,52.231968,20.835756,9.363,15,33,56,20.0,31.0,77.5,93.0,37.7
875,315,87,139,7468.62,111.6,52.23204,20.835821,9.363,15,35,54,20.5,24.0,79.5,85.5,37.7
876,313,87,139,7477.82,111.6,52.232113,20.835888,9.336,15,34,56,21.5,21.0,83.5,78.5,37.7
877,295,87,139,7487.39,111.4,52.232185,20.835958,9.311,15,32,57,24.5,19.5,88.0,75.5,37.7
878,296,86,139,7496.81,111.4,52.23226,20.836027,9.311,15,33,54,20.5,20.5,83.0,77.5,37.7
879,303,86,138,7506.19,111.4,52.232334,20.836094,9.282,15,34,55,20.0,20.5,81.5,78.0,37.7
880,309,86,138,7515.66,111.6,52.232407,20.836163,9.29,15,34,58,20.5,20.0,80.5,78.0,37.7
881,308,87,137,7524.97,111.6,52.23248,20.836231,9.37,15,34,61,21.0,19.5,79.0,78.0,37.7
882,321,87,137,7534.27,111.6,52.23255,20.836302,9.414,15,35,60,20.0,19.5,80.5,78.0,37.7
883,318,87,137,7543.72,111.6,52.232624,20.836372,9.414,15,35,58,20.5,19.5,78.5,78.0,37.7
884,308,88,137,7552.83,111.6,52.232693,20.836437,9.414,15,33,56,21.0,21.5,80.0,82.5,37.7
885,301,88,137,7562.33,111.4,52.23277,20.836506,9.414,15,33,50,22.5,23.5,82.5,82.5,37.7
886,299,88,138,7572.15,111.6,52.232845,20.836578,9.445,15,32,48,24.0,24.0,82.5,76.5,37.7
887,310,88,138,7581.38,111.6,52.232918,20.836647,9.494,15,34,52,23.0,24.5,80.0,74.5,37.7
888,314,89,138,7590.98,111.8,52.23299,20.836718,9.546,15,34,62,33.0,21.0,93.0,76.5,37.71
889,290,89,138,7600.71,112.0,52.233067,20.83679,9.569,15,31,71,24.5,20.0,75.5,77.0,37.71
890,252,89,139,7609.88,112.0,52.23314,20.836859,9.596,15,27,67,17.0,20.5,64.5,77.5,37.71
891,251,89,139,7618.96,112.0,52.233208,20.83693,9.569,15,27,61,20.0,21.0,74.5,78.0,37.71
892,251,89,139,7628.38,111.8,52.23328,20.837,9.467,15,27,57,22.5,22.0,85.0,79.0,37.71
893,269,88,138,7638.04,111.8,52.233356,20.837072,9.414,15,29,54,21.5,24.5,78.5,83.0,37.71
894,284,87,138,7647.83,111.6,52.23343,20.837147,9.358,15,31,63,21.5,23.5,79.0,82.0,37.71
895,295,87,138,7657.26,111.8,52.2335,20.83722,9.311,15,32,66,22.5,23.0,81.0,81.5,37.71
896,300,86,139,7666.11,111.6,52.23357,20.837284,9.311,15,33,65,23.5,29.5,76.5,91.5,37.71
897,304,86,139,7675.51,111.6,52.233643,20.837355,9.311,15,34,60,24.5,29.5,82.5,92.0,37.71
898,308,86,139,7685.33,111.6,52.23372,20.83743,9.311,15,34,55,26.5,26.0,86.5,86.0,37.71
899,315,87,140,7694.34,111.6,52.233788,20.837498,9.339,15,35,56,27.5,22.5,87.5,80.5,37.71
900,312,87,140,7703.69,111.8,52.23386,20.83757,9.363,15,34,61,26.5,22.5,85.0,80.0,37.71
901,297,87,140,7713.48,111.8,52.233932,20.837646,9.333,15,33,63,20.0,26.5,79.5,86.0,37.71
902,291,87,140,7722.66,112.0,52.234005,20.837717,9.34,15,32,54,21.0,31.0,89.5,94.0,37.71
903,288,87,139,7732.05,112.0,52.234074,20.837791,9.363,15,32,51,22.0,28.0,86.0,87.5,37.71
904,286,87,139,7741.6,112.0,52.234146,20.837868,9.363,15,31,51,21.0,22.0,81.5,77.0,37.71
905,277,87,139,7750.85,112.0,52.234215,20.83794,9.363,15,30,51,19.5,18.0,82.0,72.5,37.71
906,279,87,139,7760.2,112.0,52.234287,20.838015,9.363,15,31,53,23.0,21.0,85.5,83.0,37.71
907,287,87,139,7769.61,112.0,52.234356,20.838093,9.334,15,32,57,19.5,18.5,78.5,75.0,37.71
908,304,87,140,7778.8,112.2,52.234425,20.838167,9.368,15,33,58,20.0,21.5,78.0,86.5,37.71
909,292,87,140,7788.29,112.2,52.234493,20.838247,9.414,15,32,60,21.0,24.5,79.0,92.0,37.72
910,279,88,140,7797.9,112.4,52.234566,20.838327,9.444,15,30,60,22.0,25.0,81.0,86.5,37.72
911,272,88,140,7807.2,112.4,52.234634,20.838406,9.495,15,30,57,25.0,24.0,90.0,91.0,37.72
912,268,88,140,7816.84,112.4,52.234703,20.838488,9.517,15,29,55,18.5,21.5,74.0,77.0,37.72
913,266,88,140,7826.43,112.4,52.234776,20.83857,9.517,15,29,52,19.0,27.5,75.0,86.0,37.72
914,266,88,140,7835.87,112.4,52.234844,20.838652,9.488,15,29,52,21.0,33.0,80.0,97.5,37.72
915,270,88,140,7845.51,112.4,52.234913,20.838732,9.524,15,29,53,20.0,29.5,77.0,90.0,37.72
916,271,88,140,7854.92,112.4,52.234985,20.83881,9.569,15,29,54,21.0,21.0,80.0,75.5,37.72
917,273,89,139,7864.26,112.2,52.235054,20.838888,9.569,15,29,51,21.0,20.0,81.0,72.5,37.72
918,275,89,140,7874.13,112.2,52.235123,20.838972,9.569,15,30,65,20.5,22.5,78.5,81.5,37.72
919,307,89,139,7883.86,112.2,52.235195,20.839056,9.539,15,33,67,22.0,24.5,79.0,95.0,37.72
920,299,88,140,7893.02,112.0,52.235264,20.839132,9.489,15,32,54,26.0,24.5,98.0,95.0,37.72
921,282,88,139,7902.6,112.0,52.235336,20.839214,9.466,15,31,57,19.0,33.5,75.5,99.0,37.72
922,270,88,140,7912.36,112.0,52.235405,20.839298,9.406,15,29,49,18.5,36.0,75.0,100.0,37.72
923,270,87,140,7921.49,112.0,52.23547,20.839375,9.334,15,30,54,20.0,32.0,80.0,97.0,37.72
924,300,87,140,7930.76,111.8,52.23554,20.839453,9.311,15,33,57,20.5,26.5,82.0,90.0,37.72
925,297,87,140,7940.1,112.0,52.235607,20.83953,9.311,15,33,55,21.0,26.0,80.5,81.0,37.72
926,317,87,140,7949.41,112.0,52.23568,20.83961,9.34,15,35,57,24.0,26.0,87.0,81.0,37.72
927,332,87,140,7958.86,112.0,52.235744,20.83969,9.391,15,36,57,23.0,27.0,85.5,86.0,37.72
928,329,87,140,7968.34,112.2,52.235817,20.83977,9.443,15,36,59,24.5,26.5,86.5,85.5,37.73
929,294,88,140,7977.81,112.4,52.235886,20.839848,9.466,15,32,56,28.0,24.5,90.0,80.5,37.73
930,282,88,141,7987.55,112.6,52.23596,20.83993,9.526,15,31,52,22.5,23.5,83.5,81.5,37.73
931,276,89,140,7997.15,112.6,52.236027,20.840012,9.599,15,30,56,21.5,22.5,80.5,79.0,37.73
932,275,89,140,8006.72,112.4,52.2361,20.840094,9.59,15,30,53,21.5,21.0,80.5,77.0,37.73
933,273,89,140,8016.3,112.2,52.236168,20.840176,9.539,15,29,50,21.0,19.5,81.5,74.5,37.73
934,307,88,139,8025.9,112.2,52.23624,20.840256,9.487,15,33,49,21.0,19.5,82.0,74.5,37.73
935,320,88,140,8034.81,112.2,52.236305,20.84033,9.52,15,35,51,20.0,23.0,82.5,80.0,37.73
936,317,89,139,8044.03,112.4,52.23637,20.840408,9.581,15,34,53,21.0,23.0,82.5,80.0,37.73
937,321,90,139,8054.15,112.4,52.236443,20.840494,9.608,15,34,59,27.5,22.5,87.5,79.0,37.74
938,338,90,139,8063.73,112.4,52.236515,20.840576,9.648,15,36,52,27.0,25.5,87.5,83.5,37.74
939,326,90,140,8073.48,112.4,52.236588,20.840656,9.643,15,35,50,21.0,31.0,82.5,90.0,37.74
940,314,90,140,8083.5,112.6,52.236664,20.840742,9.68,15,33,56,21.0,31.0,83.5,90.0,37.74
941,301,90,139,8093.11,112.8,52.236732,20.840826,9.723,15,32,63,20.0,23.5,82.5,80.0,37.74
942,278,91,140,8103.02,112.8,52.236805,20.840908,9.782,15,29,57,20.0,22.5,82.5,77.5,37.74
943,274,91,139,8112.82,112.8,52.236877,20.840988,9.855,15,29,51,19.5,23.0,81.5,77.5,37.74
944,284,91,138,8122.53,112.8,52.236946,20.84107,9.848,15,30,50,19.0,22.0,80.0,75.5,37.74
945,286,91,139,8132.45,112.8,52.23702,20.841156,9.796,15,30,54,20.0,18.0,80.0,67.5,37.74
946,274,92,138,8142.36,113.0,52.23709,20.841242,9.805,15,28,58,29.5,18.5,90.5,69.0,37.74
947,251,91,139,8151.84,113.0,52.23716,20.841322,9.826,15,26,60,23.0,18.5,81.0,69.5,37.74
948,243,91,139,8161.93,113.0,52.237236,20.841408,9.826,15,25,56,19.0,18.0,77.5,67.0,37.74
949,262,92,139,8171.93,113.0,52.23731,20.841492,9.826,15,27,54,20.5,17.5,82.5,64.5,37.74
950,263,92,140,8181.63,113.0,52.23738,20.841576,9.883,15,27,55,21.0,18.0,83.5,66.5,37.74
951,276,92,140,8191.47,112.8,52.23745,20.84166,9.957,15,29,55,21.0,18.5,84.0,68.5,37.74
952,297,92,140,8201.53,112.6,52.237526,20.841745,9.951,15,31,54,20.5,20.0,82.5,73.5,37.74
953,293,92,140,8211.41,112.4,52.237595,20.84183,9.901,15,30,55,20.5,20.5,81.5,76.5,37.74
954,264,91,141,8221.45,112.4,52.23767,20.841915,9.818,15,28,56,21.0,19.5,80.5,72.5,37.74
955,253,91,141,8231.09,112.2,52.237743,20.841995,9.774,15,27,54,21.0,19.0,82.5,70.0,37.74
956,248,90,142,8240.28,112.2,52.23781,20.842072,9.774,15,26,53,19.5,19.0,80.5,69.0,37.74
957,247,90,141,8250.27,112.2,52.23788,20.842157,9.72,15,26,56,20.0,19.0,81.0,70.5,37.74
958,251,90,142,8260.64,112.2,52.237957,20.842245,9.702,15,27,57,21.0,21.0,81.0,76.0,37.74
959,254,90,141,8269.96,112.4,52.23803,20.842323,9.751,15,27,54,18.5,24.5,72.5,82.5,37.74
960,257,90,140,8279.83,112.4,52.238102,20.842405,9.774,15,27,43,19.0,19.0,77.5,66.0,37.74
961,273,91,140,8289.79,112.6,52.238174,20.84249,9.804,15,29,49,20.0,18.0,80.5,68.0,37.74
962,279,91,138,8299.4,112.6,52.238243,20.842571,9.854,15,29,54,20.0,18.0,81.0,71.5,37.75
963,278,92,138,8308.87,112.6,52.238316,20.84265,9.851,15,29,56,23.0,21.0,85.0,75.5,37.75
964,263,92,138,8318.86,112.6,52.238388,20.842735,9.88,15,27,55,35.0,28.5,99.0,87.0,37.75
965,258,92,138,8329.01,112.6,52.23846,20.842821,9.9,15,27,56,24.5,38.0,80.0,96.0,37.75
966,259,92,139,8338.77,112.6,52.238533,20.842903,9.877,15,27,52,22.5,32.0,78.5,86.0,37.75
967,261,92,138,8348.55,112.6,52.238605,20.842985,9.85,15,27,48,22.0,22.0,80.5,71.5,37.75
968,253,92,138,8358.49,112.6,52.238678,20.843071,9.826,15,26,50,23.0,16.5,85.0,66.5,37.75
969,253,91,138,8368.32,112.6,52.23875,20.843153,9.771,15,27,53,25.5,22.0,94.0,85.0,37.75
970,249,91,138,8378.29,112.6,52.238823,20.843237,9.723,15,26,45,23.5,30.5,85.0,95.5,37.75
971,250,91,139,8387.86,112.4,52.23889,20.843319,9.667,15,26,49,22.0,25.0,83.5,82.0,37.75
972,259,90,139,8397.64,112.4,52.238964,20.843401,9.677,15,27,52,21.5,19.0,82.0,69.0,37.75
973,268,90,139,8407.33,112.4,52.239037,20.843483,9.666,15,28,55,20.5,19.0,77.0,69.0,37.75
974,276,90,140,8416.53,112.2,52.239105,20.84356,9.594,15,29,56,22.0,18.0,80.5,72.5,37.75
975,268,89,140,8426.39,112.2,52.239178,20.84364,9.596,15,29,53,21.5,19.0,80.5,73.0,37.75
976,258,90,140,8436.48,112.4,52.23925,20.843725,9.65,15,27,52,20.0,22.0,76.5,77.5,37.75
977,266,89,140,8445.96,112.2,52.23932,20.843805,9.614,15,29,52,19.0,24.5,74.0,83.5,37.75
978,278,89,140,8455.78,112.2,52.23939,20.84389,9.569,15,30,53,20.5,24.0,80.0,82.5,37.75
979,278,89,140,8465.35,112.4,52.239464,20.84397,9.599,15,30,57,22.0,19.5,82.5,71.0,37.75
980,276,89,140,8474.89,112.4,52.239532,20.844051,9.62,15,30,61,21.5,19.5,78.5,72.5,37.75
981,279,89,141,8484.64,112.4,52.2396,20.844133,9.65,15,30,59,20.0,21.0,76.0,79.0,37.75
982,295,90,141,8494.52,112.6,52.239677,20.844217,9.609,15,31,54,20.0,28.0,79.5,88.5,37.75
983,339,90,140,8503.74,112.6,52.239746,20.844296,9.655,15,36,52,24.0,41.5,88.0,98.5,37.75
984,318,90,140,8513.48,112.6,52.239815,20.844378,9.752,15,34,58,20.0,24.5,78.5,79.0,37.75
985,290,91,140,8523.4,112.6,52.23989,20.84446,9.804,15,30,53,20.0,21.5,79.5,75.5,37.75
986,269,91,139,8533.0,112.6,52.23996,20.84454,9.826,15,28,49,20.5,21.0,79.5,74.5,37.75
987,259,91,139,8542.78,112.6,52.240032,20.844622,9.826,15,27,50,20.0,20.0,77.5,72.5,37.76
988,250,92,138,8553.1,112.6,52.240105,20.844711,9.917,15,26,54,19.5,19.5,77.5,71.5,37.76
989,289,93,138,8563.02,112.4,52.24018,20.844795,10.04,15,30,57,21.5,19.5,82.0,71.5,37.76
990,298,93,138,8573.24,112.4,52.240253,20.84488,10.052,15,31,57,27.0,24.5,93.5,85.5,37.77
991,297,93,138,8583.02,112.2,52.240326,20.844961,10.061,15,30,55,24.0,25.0,87.5,86.0,37.77
992,285,93,139,8592.73,112.2,52.2404,20.845043,10.083,15,29,53,18.5,23.0,75.5,78.5,37.77
993,273,93,140,8603.13,112.2,52.240475,20.84513,10.025,15,28,53,19.0,23.0,78.5,78.5,37.77
994,267,93,139,8613.56,112.2,52.24055,20.84522,9.98,15,27,56,19.0,24.0,78.0,80.5,37.77
995,262,93,139,8623.19,112.2,52.240623,20.845303,9.98,15,27,56,19.0,25.0,77.5,82.5,37.77
996,259,93,139,8632.87,112.2,52.240692,20.845385,10.008,15,27,55,18.0,23.5,74.5,77.0,37.77
997,271,93,138,8642.78,112.2,52.240765,20.845467,10.004,15,28,53,17.5,21.5,72.5,71.5,37.77
998,254,93,138,8652.76,112.2,52.240837,20.84555,9.953,15,26,46,19.0,22.0,75.5,76.0,37.77
999,256,92,138,8662.84,112.2,52.240913,20.845634,9.956,15,27,37,21.0,20.5,82.0,70.5,37.77
1000,287,93,137,8672.6,112.2,52.240986,20.845713,9.953,15,29,50,21.0,20.0,82.0,69.5,37.77
1001,319,93,137,8682.41,112.2,52.24106,20.845793,9.902,15,33,54,20.0,22.5,79.0,75.5,37.77
1002,322,92,137,8692.74,112.4,52.24114,20.845877,9.877,15,33,55,19.0,24.0,76.0,80.0,37.77
1003,315,92,137,8702.79,112.4,52.24121,20.845959,9.877,15,33,53,19.5,21.5,76.0,74.5,37.77
1004,289,92,137,8712.35,112.4,52.241283,20.846037,9.821,15,30,52,20.5,20.0,80.0,76.5,37.77
1005,274,92,137,8722.31,112.4,52.24136,20.846113,9.918,15,28,63,21.0,20.0,79.5,72.0,37.77
1006,265,93,138,8732.59,112.4,52.24144,20.84619,9.971,15,27,54,21.5,20.5,79.0,74.0,37.77
1007,267,93,138,8742.54,112.4,52.241516,20.846262,9.989,15,27,49,20.5,21.0,79.5,79.0,37.77
1008,269,93,138,8752.64,112.2,52.241596,20.84633,10.002,15,28,49,20.0,21.0,80.0,78.0,37.77
1009,249,93,139,8762.76,112.0,52.241676,20.846397,10.011,15,26,49,20.0,19.0,82.0,70.0,37.77
1010,263,93,139,8772.59,111.8,52.241756,20.846462,10.09,15,27,52,20.0,18.0,79.5,67.0,37.77
1011,284,94,139,8782.58,111.8,52.24184,20.846525,10.135,15,29,54,19.5,18.5,77.0,69.5,37.77
1012,291,93,139,8793.22,111.8,52.241924,20.846594,10.195,15,30,54,20.0,22.0,79.5,78.5,37.77
1013,267,91,139,8803.38,111.8,52.242004,20.846663,10.237,15,28,55,20.5,31.5,79.5,87.5,37.77
1014,250,89,139,8813.7,112.0,52.24209,20.846731,10.267,15,27,57,21.5,41.0,80.0,96.5,37.77
1015,275,90,139,8824.01,112.2,52.24217,20.8468,10.318,15,29,54,20.5,34.0,79.0,91.5,37.77
1016,281,91,139,8834.38,112.2,52.242252,20.846869,10.455,15,29,51,19.5,23.5,77.0,83.0,37.77
1017,277,91,140,8845.01,112.2,52.24234,20.846941,10.487,15,29,49,19.0,24.5,77.0,82.0,37.78
1018,264,92,140,8855.79,112.2,52.242424,20.847015,10.474,15,27,49,20.0,19.0,80.0,69.0,37.78
1019,271,92,139,8865.93,112.2,52.242504,20.847088,10.495,15,28,56,19.0,18.5,74.0,70.0,37.78
1020,279,92,139,8876.54,112.0,52.242588,20.84716,10.495,15,29,56,19.5,20.0,75.0,75.5,37.78
1021,283,92,139,8887.32,112.0,52.242676,20.84723,10.495,15,29,52,20.5,20.0,80.0,73.5,37.78
1022,274,92,139,8897.66,112.0,52.24276,20.847296,10.435,15,28,51,21.5,15.0,83.0,60.5,37.78
1023,246,91,139,8907.9,112.0,52.24284,20.847363,10.392,15,26,58,24.0,20.5,85.5,77.5,37.78
1024,260,91,139,8918.82,112.0,52.242928,20.847435,10.423,15,27,61,21.0,22.5,79.5,76.5,37.78
1025,300,90,138,8929.02,112.0,52.24301,20.847504,10.414,15,32,60,22.0,23.5,82.0,79.5,37.78
1026,285,90,138,8938.98,112.2,52.24309,20.847567,10.364,15,30,58,23.0,22.5,84.0,80.5,37.78
1027,263,90,138,8949.27,112.2,52.24317,20.847633,10.368,15,28,57,19.5,20.5,77.5,73.5,37.78
1028,259,90,138,8959.41,112.2,52.24325,20.847704,10.31,15,27,55,21.0,18.5,75.5,74.0,37.78
1029,270,90,139,8970.03,112.0,52.243336,20.847775,10.266,15,29,55,21.5,19.0,76.5,76.0,37.78
1030,292,90,139,8980.91,112.0,52.243427,20.847843,10.382,15,31,56,21.0,20.5,79.0,79.5,37.78
1031,288,90,140,8990.83,112.0,52.243507,20.84791,10.386,15,31,55,21.0,21.5,82.0,82.0,37.78
1032,275,90,139,9001.21,111.8,52.243587,20.84798,10.311,15,29,50,22.5,21.5,85.0,76.0,37.78
1033,270,90,140,9011.72,111.8,52.24367,20.84805,10.289,15,29,50,21.0,19.0,79.5,72.0,37.78
1034,275,91,139,9021.81,111.8,52.24375,20.848116,10.289,15,29,52,21.5,18.5,78.5,71.0,37.78
1035,283,91,138,9032.12,111.8,52.243835,20.848185,10.374,15,30,55,22.0,18.5,80.0,71.5,37.78
1036,288,91,138,9042.97,111.8,52.243923,20.848257,10.473,15,30,58,21.5,19.0,79.0,73.5,37.78
1037,294,91,138,9053.43,111.8,52.244007,20.848328,10.554,15,31,60,21.0,19.5,78.5,75.5,37.78
1038,290,92,137,9064.1,112.0,52.24409,20.848396,10.567,15,30,59,22.5,20.0,82.0,78.5,37.78
1039,277,92,138,9074.54,112.0,52.244175,20.848461,10.546,15,29,52,22.0,19.5,83.0,75.0,37.78
1040,261,92,138,9084.98,111.8,52.24426,20.848528,10.634,15,27,51,21.0,19.5,80.0,71.5,37.78
1041,246,93,138,9095.51,111.8,52.244347,20.848598,10.643,15,25,52,20.0,20.5,74.0,74.0,37.78
1042,225,93,138,9106.3,111.8,52.244434,20.848667,10.598,15,23,51,18.0,18.5,72.0,68.5,37.78
1043,226,92,138,9116.51,111.6,52.244514,20.848728,10.598,15,23,55,18.5,18.5,71.5,68.5,37.78
1044,236,92,138,9127.0,111.4,52.244606,20.848782,10.57,15,24,51,18.5,19.0,73.5,67.0,37.79
1045,248,92,138,9137.68,111.2,52.244698,20.848824,10.517,15,26,52,19.0,20.0,77.5,68.0,37.79
1046,257,92,139,9147.68,111.2,52.24479,20.848846,10.495,15,27,56,19.5,21.0,79.5,71.5,37.79
1047,229,91,138,9158.2,111.2,52.24488,20.848848,10.443,15,24,65,20.0,18.0,74.0,69.0,37.79
1048,231,91,138,9169.41,111.0,52.24498,20.848827,10.422,15,24,60,19.5,17.5,72.0,69.0,37.79
1049,244,91,138,9179.89,111.0,52.24507,20.848793,10.503,15,26,56,18.5,18.5,72.5,70.0,37.79
1050,255,92,137,9190.67,111.0,52.245163,20.848751,10.577,15,26,54,17.5,19.5,73.0,71.0,37.8
1051,224,92,137,9201.04,111.2,52.245255,20.84871,10.598,15,23,55,19.5,21.5,76.5,73.0,37.8
1052,229,93,137,9211.49,111.0,52.245346,20.848667,10.655,15,24,53,22.5,23.5,86.5,79.5,37.8
1053,240,96,137,9222.28,111.0,52.245438,20.848623,10.641,15,24,57,17.5,25.0,68.5,82.5,37.8
